t_ms,tof1_mm,tof2_mm,tof3_mm,tof4_mm,roll_deg,pitch_deg,acc_z_dyn_mps2,log_vz_mps,log_height_mm,opt_height_mm,opt_vz_mps,ref_mm,valid_cnt,accept_cnt,flags
31278,161.889481,174.350815,150.328003,169.721024,2.293942,-0.134522,-0.743499,0.225335,159.069702,155.293394,0.091092,165.805252,4,4,
31288,168.242706,177.408249,161.319336,170.619034,2.339294,-0.071284,-1.761159,0.240893,162.956650,158.920095,0.098852,169.430870,4,4,
31298,169.107574,181.394577,157.325317,180.466202,2.389316,0.000846,-4.424122,0.253639,166.703857,162.453846,0.106124,174.786888,4,4,
31308,173.388840,182.379089,161.319336,183.300781,2.397141,0.111276,-3.539286,0.264922,170.425003,165.916300,0.112984,177.883964,4,4,
31318,176.522537,189.257111,165.545441,184.160873,2.387614,0.198257,-3.380957,0.275981,174.235413,169.414540,0.119751,180.341705,4,4,
31328,181.603851,193.140762,169.428055,191.070114,2.330790,0.288517,-1.895169,0.289000,178.362259,173.344262,0.127558,186.336982,4,4,
31338,183.627197,198.955093,173.929459,197.052765,2.258143,0.360945,-2.078257,0.302332,182.652069,177.415548,0.135545,190.339981,4,4,
31348,189.605484,199.772720,174.730743,200.083954,2.133152,0.422864,-1.588055,0.312762,186.770523,181.464244,0.143240,194.689102,4,4,
31358,197.499664,201.320206,177.196335,205.343826,2.017034,0.468515,-0.030993,0.323605,191.036682,185.753533,0.151403,199.409935,4,4,
31368,203.260727,201.530731,188.425125,207.208664,1.898131,0.498511,1.032436,0.334992,195.468399,189.881592,0.158871,202.395729,4,4,
31378,206.166382,208.119171,190.646790,215.493515,1.819740,0.511469,1.086327,0.347154,200.095306,194.282231,0.166906,207.142776,4,4,
31388,206.166382,213.993896,193.784119,220.601288,1.729227,0.506901,-0.748560,0.356803,204.579956,198.542310,0.174308,210.080139,4,4,
31398,211.034882,217.873734,201.918564,225.749008,1.661030,0.493287,-0.339353,0.368094,209.333572,203.067641,0.182258,214.454308,4,4,
31408,211.769562,221.794601,204.010590,226.873520,1.598699,0.429951,-0.009747,0.373910,213.625229,207.127311,0.188649,216.782082,4,4,
31418,212.925278,228.780533,213.034973,232.261978,1.532727,0.334222,0.853417,0.381964,218.209976,211.559117,0.195922,220.907753,4,4,
31428,224.566742,231.800751,218.030594,237.043030,1.484836,0.215129,1.018983,0.393052,223.193817,216.443524,0.204279,228.183746,4,4,
31438,227.366043,234.872192,219.971848,238.707809,1.438163,0.076650,1.598233,0.398997,227.748550,220.867708,0.211083,231.119118,4,4,
31448,228.144669,235.967148,224.887222,239.473862,1.426999,-0.071794,1.718235,0.399715,231.813965,224.842914,0.216410,232.055908,4,4,
31458,229.959198,244.118774,229.733871,245.094193,1.435038,-0.261199,0.700109,0.402359,236.088654,229.064778,0.222290,237.038986,4,4,
31468,235.572983,246.343002,232.501801,246.892487,1.481412,-0.467406,1.096584,0.402786,240.157074,233.120654,0.227527,240.957992,4,4,
31478,236.749634,246.636322,236.841553,251.248047,1.531747,-0.690705,0.567304,0.400247,243.918396,236.902582,0.231831,241.738938,4,4,
31488,241.375305,252.947769,238.185440,258.409729,1.563841,-0.913622,0.523641,0.399848,247.878937,240.906303,0.236647,247.161537,4,4,
31498,244.150040,255.231140,244.519073,261.597168,1.619480,-1.132454,0.313482,0.398815,251.768967,244.887107,0.241259,249.875107,4,4,
31508,248.956360,257.537903,244.519073,261.739777,1.671836,-1.346874,0.120199,0.393974,255.248779,248.482147,0.244638,253.247131,4,4,
31518,252.759521,261.829773,245.162994,268.874115,1.737129,-1.549274,0.512096,0.390226,258.794983,252.162609,0.248164,257.294647,4,4,
31528,253.593079,266.122040,252.449799,270.973846,1.784172,-1.739563,0.572651,0.386616,262.318176,255.853622,0.251619,259.857559,4,4,
31538,259.409119,270.373138,257.805878,276.084106,1.845735,-1.911355,1.833061,0.386051,266.125031,259.866674,0.255896,264.891128,4,4,
31548,262.267181,272.836182,260.124817,279.260193,1.880220,-2.082538,1.504590,0.383423,269.709564,263.646736,0.259385,267.551681,4,4,
31558,268.915802,274.621185,264.240601,281.148071,1.918398,-2.246612,1.656022,0.380882,273.277069,267.448094,0.262835,271.768493,4,4,
31568,271.079407,277.039215,266.010376,281.352112,1.929224,-2.404265,1.114438,0.374764,276.443481,270.845103,0.265031,274.059311,4,4,
31578,274.711243,280.198303,266.010376,283.480103,1.930870,-2.549766,1.168952,0.367135,279.390076,274.032968,0.266567,277.454773,4,4,
31588,277.284027,284.329712,266.810669,286.607788,1.902179,-2.689465,1.318249,0.359269,282.235474,277.130597,0.267801,280.806869,4,4,
31598,278.027100,285.418243,269.663300,293.771057,1.849665,-2.824618,1.215685,0.351617,285.024750,280.186097,0.268879,281.722672,4,4,
31608,278.027100,288.465851,277.550232,293.978546,1.796415,-2.958745,1.243143,0.343956,287.736481,283.194108,0.269791,283.246475,4,4,
31618,283.456726,290.511017,280.418945,296.180756,1.703143,-3.086326,0.611738,0.337174,290.463959,286.239401,0.270784,286.983871,4,4,
31628,283.759552,291.497192,280.418945,301.434814,1.619424,-3.208680,0.721230,0.328402,292.914642,288.995553,0.270922,287.628372,4,4,
31638,285.805389,295.483307,280.418945,303.996124,1.484415,-3.334380,0.356590,0.319446,295.258270,291.641253,0.270740,290.644348,4,4,
31648,288.465881,297.405029,280.420807,304.669800,1.367839,-3.456353,0.798237,0.308857,297.340851,294.034577,0.269843,292.935455,4,4,
31658,288.465881,297.405029,280.476379,306.586517,1.235327,-3.572033,0.455217,0.295452,299.021973,296.043075,0.267872,292.935455,4,4,
31668,293.792267,298.347351,285.422150,307.278381,1.117778,-3.674793,0.773869,0.284511,300.827606,298.217927,0.266432,296.069809,4,4,
31678,295.102142,300.180176,286.499207,310.080872,1.016948,-3.766959,0.188228,0.273709,302.538513,300.296888,0.264760,297.641159,4,4,
31688,296.510010,306.028229,287.519928,312.842163,0.922323,-3.841137,0.150239,0.265397,304.402893,302.516208,0.263536,301.269119,4,4,
31698,296.510010,307.019104,289.522675,311.395905,0.882406,-3.903734,-0.091329,0.254432,305.905487,304.361213,0.261278,301.764557,4,4,
31708,299.261108,306.998901,294.541656,316.497437,0.836888,-3.959703,-0.249326,0.246543,307.621429,306.435355,0.259739,303.130004,4,4,
31718,300.959076,307.019104,295.494995,315.569946,0.818072,-4.013312,0.353318,0.236354,309.017029,308.167706,0.257267,303.989090,4,4,
31728,303.844086,308.967224,297.454346,316.497437,0.763983,-4.058305,0.421108,0.227393,310.439697,309.922256,0.254930,306.405655,4,4,
31738,304.697327,312.892090,298.435913,316.800934,0.702860,-4.086435,0.853656,0.218960,311.828125,311.625211,0.252512,308.794708,4,4,
31748,308.557983,312.892090,297.592102,318.680084,0.619814,-4.113913,0.819796,0.210459,313.125092,313.220218,0.249854,310.725036,4,4,
31758,309.395905,315.716156,298.503479,320.938782,0.545490,-4.160007,1.449987,0.203000,314.446564,314.827037,0.247307,312.556031,4,4,
31768,309.395905,316.668121,302.622375,321.086761,0.472675,-4.239419,1.410505,0.195449,315.683655,316.332510,0.244542,313.032013,4,4,
31778,308.735168,316.607361,303.608887,321.449951,0.386244,-4.326016,1.936954,0.185916,316.637207,317.537249,0.240997,312.671265,4,4,
31788,306.998810,316.668121,305.538818,325.244965,0.338986,-4.411870,2.282555,0.176581,317.516174,318.669191,0.237346,311.833465,4,4,
31798,308.735168,319.592316,305.600708,325.570923,0.301173,-4.515854,1.836228,0.168313,318.413940,319.812636,0.233831,314.163742,4,4,
31808,309.312958,322.688934,308.237274,328.691437,0.306869,-4.628988,1.221672,0.162941,319.532959,321.177555,0.231050,316.000946,4,4,
31818,313.129669,322.688934,308.424103,328.691437,0.370554,-4.758378,0.988340,0.157440,320.584808,322.441286,0.228060,317.909301,4,4,
31828,314.011780,320.876068,308.237274,328.760498,0.444756,-4.876420,0.847860,0.149477,321.323090,323.363541,0.224179,317.443924,4,4,
31838,314.011780,320.876068,307.634979,327.755157,0.540839,-4.982100,0.635807,0.139539,321.774384,323.990898,0.219566,317.443924,4,4,
31848,314.924988,320.438568,307.634979,329.602325,0.607800,-5.089913,0.454761,0.129992,322.167358,324.571122,0.214950,317.681778,4,4,
31858,315.806122,323.627747,307.733551,329.602325,0.709142,-5.181095,0.281788,0.122072,322.635620,325.224173,0.210675,319.716934,4,4,
31868,315.806122,323.627747,308.037903,330.499542,0.781848,-5.243717,-1.140196,0.113954,323.003937,325.770680,0.206217,319.716934,4,4,
31878,316.889648,325.921844,309.510193,333.412964,0.884795,-5.272322,-0.532704,0.108930,323.615936,326.566389,0.202598,321.405746,4,4,
31888,314.999207,326.756348,310.298828,333.412964,0.965740,-5.279047,-0.651934,0.102726,324.053833,327.164038,0.198518,320.877777,4,4,
31898,314.999207,325.921844,311.156860,333.147461,1.058002,-5.242677,0.972077,0.095649,324.337952,327.586761,0.194053,320.460526,4,4,
31908,314.999207,321.213531,314.047821,333.147461,1.117516,-5.192103,0.711999,0.086937,324.379761,327.761568,0.189008,318.106369,4,4,
31918,316.346680,321.213531,314.058624,331.984314,1.180123,-5.135697,0.665446,0.078424,324.355255,327.869985,0.183918,318.780105,4,4,
31928,317.520477,321.213531,315.036896,331.724304,1.209045,-5.071261,-0.883644,0.071007,324.360718,328.007136,0.179055,319.367004,4,4,
31938,319.657196,324.250153,315.036896,331.637665,1.263887,-5.016496,-2.329319,0.066297,324.576263,328.342347,0.174897,321.953675,4,4,
31948,319.992706,325.293579,315.096375,331.637665,1.305738,-4.945925,-2.554330,0.062006,324.788696,328.652744,0.170787,322.643143,4,4,
31958,321.812927,328.270813,318.178253,332.268646,1.355825,-4.869003,-1.836019,0.061473,325.352722,329.299197,0.167754,325.041870,4,4,
31968,324.169434,327.290466,318.178253,334.131195,1.395965,-4.769683,-0.875626,0.061401,325.959900,329.951252,0.164824,325.729950,4,4,
31978,324.604858,327.290466,316.382294,333.001038,1.436151,-4.666147,-1.513374,0.059074,326.329529,330.328778,0.161194,325.947662,4,4,
31988,324.604858,327.290466,316.281403,333.001038,1.449021,-4.538826,-1.024171,0.056039,326.601593,330.595884,0.157351,325.947662,4,4,
31998,323.023071,327.274384,316.382294,332.893951,1.450271,-4.419912,-1.016942,0.051734,326.709991,330.694600,0.153137,325.148728,4,4,
32008,322.235168,330.015320,314.570770,332.893951,1.448184,-4.285385,1.224899,0.047512,326.784058,330.770203,0.148978,326.125244,4,4,
32018,323.023071,329.893280,318.742859,336.650726,1.426055,-4.156727,1.516140,0.047109,327.216797,331.211804,0.145983,326.458176,4,4,
32028,324.400482,330.015320,314.570038,339.696930,1.364903,-3.985053,1.474551,0.046152,327.587402,331.578743,0.142861,327.207901,4,4,
32038,324.756256,330.434998,314.570038,338.614258,1.283607,-3.801213,0.938137,0.044450,327.870209,331.836308,0.139515,327.595627,4,4,
32048,326.869202,330.434998,314.570038,338.640656,1.191215,-3.640933,0.467792,0.043347,328.198914,332.127085,0.136360,328.652100,4,4,
32058,325.908813,330.434998,315.678802,338.614258,1.098139,-3.531485,0.633455,0.041602,328.449188,332.330719,0.133045,328.171905,4,4,
32068,326.869202,331.969849,317.363434,338.640656,1.018572,-3.468259,0.263641,0.041412,328.845276,332.678023,0.130236,329.419525,4,4,
32078,326.854858,332.616028,319.890228,340.881805,0.918218,-3.400046,-0.847215,0.042877,329.413147,333.192085,0.127984,329.735443,4,4,
32088,326.854858,335.408752,323.143280,340.981628,0.816427,-3.324873,-0.679932,0.046145,330.185059,333.894678,0.126335,331.131805,4,4,
32098,326.765778,334.219330,323.143280,340.981628,0.713457,-3.266725,-1.338674,0.047265,330.764130,334.373195,0.124092,330.492554,4,4,
32108,326.765778,334.219330,321.662231,342.179199,0.617875,-3.189492,-0.367606,0.047126,331.222198,334.726727,0.121557,330.492554,4,4,
32118,329.709930,334.219330,321.662231,343.255524,0.535552,-3.129585,-0.603559,0.048066,331.792145,335.191352,0.119411,331.964630,4,4,
32128,329.709930,335.852356,323.134521,343.255524,0.460989,-3.069378,-0.042277,0.049388,332.411621,335.703708,0.117464,332.781143,4,4,
32138,328.692474,336.520782,326.331207,346.415466,0.368639,-3.019576,-0.706483,0.052157,333.196228,336.384316,0.116052,332.606628,4,4,
32148,328.692474,336.520782,327.542175,347.314423,0.263222,-2.974916,-0.056398,0.054343,333.947357,337.017687,0.114546,332.606628,4,4,
32158,328.631958,336.520782,327.542175,348.535156,0.218548,-2.940987,0.436719,0.055555,334.617981,337.524657,0.112722,332.576370,4,4,
32168,333.537231,338.234894,324.885742,348.535156,0.200619,-2.919174,0.584225,0.057594,335.387634,338.177189,0.111365,335.886062,4,4,
32178,335.510773,339.141541,324.885742,347.607544,0.176687,-2.904092,-1.104520,0.059235,336.135864,338.798734,0.109959,337.326157,4,4,
32188,335.510773,339.189117,330.035797,347.607544,0.147433,-2.906022,-0.383785,0.061735,336.990723,339.524149,0.108890,337.349945,4,4,
32198,335.465240,341.097809,330.052704,350.649017,0.125747,-2.916780,-1.146171,0.064817,337.931702,340.341912,0.108116,338.281524,4,4,
32208,335.465240,342.012238,330.052704,350.649017,0.079378,-2.924557,-0.399523,0.066531,338.759857,341.039798,0.107021,338.738739,4,4,
32218,337.336121,343.072510,330.052704,350.690369,0.060663,-2.904193,-0.873383,0.068146,339.594666,341.745299,0.105979,340.204316,4,4,
32228,338.336700,343.910187,331.109283,350.776733,0.036711,-2.880848,0.087562,0.069587,340.427460,342.451556,0.104968,341.123444,4,4,
32238,340.332489,344.842773,329.315918,350.825775,0.003225,-2.860963,-0.219948,0.070164,341.183868,343.084172,0.103777,342.587631,4,4,
32248,342.260193,344.842773,334.231567,351.791565,-0.048648,-2.841692,0.796955,0.072872,342.169861,343.955184,0.103300,343.551483,4,4,
32258,342.260193,349.743561,336.475861,353.882507,-0.089141,-2.838305,-1.096284,0.077997,343.436737,345.112000,0.103654,346.001877,4,4,
32268,341.178467,349.743561,336.600922,353.882507,-0.140833,-2.803909,-0.735186,0.080146,344.442322,345.989987,0.103201,345.461014,4,4,
32278,341.178467,349.574493,336.600922,353.939209,-0.166138,-2.768605,-1.584271,0.080300,345.259979,346.682823,0.102232,345.376480,4,4,
32288,345.221649,349.574493,337.819366,356.989929,-0.199064,-2.709591,-0.604932,0.082838,346.329498,347.644108,0.102058,347.398071,4,4,
32298,347.305725,352.327911,339.684814,357.941162,-0.209185,-2.638440,-0.297525,0.086993,347.594116,348.800506,0.102446,349.816818,4,4,
32308,346.413361,352.403961,340.931793,358.881439,-0.220090,-2.551616,0.494334,0.089229,348.698822,349.789062,0.102343,349.408661,4,4,
32318,347.305725,353.170868,342.069336,358.881439,-0.215335,-2.469327,-0.020938,0.090673,349.742767,350.719831,0.102078,350.238296,4,4,
32328,350.698486,355.138611,343.177002,360.801239,-0.185135,-2.383314,0.416949,0.094162,351.015839,351.889032,0.102502,352.918549,4,4,
32338,351.531677,355.138611,343.177002,361.540009,-0.131949,-2.311683,-0.794008,0.095919,352.141876,352.906139,0.102480,353.335144,4,4,
32348,352.876251,357.151428,344.315613,366.676636,-0.084724,-2.231287,0.140074,0.099935,353.522766,354.191667,0.103225,355.013840,4,4,
32358,352.876251,358.152130,344.315613,366.237091,-0.011820,-2.174798,-0.423608,0.101594,354.696320,355.259623,0.103327,355.514191,4,4,
32368,354.057373,359.207184,344.315613,366.237091,0.036456,-2.114491,0.046427,0.102149,355.770599,356.234363,0.103160,356.632278,4,4,
32378,354.532135,360.223114,347.283569,366.237091,0.077062,-2.059960,-1.062898,0.102709,356.850861,357.229709,0.103056,357.377625,4,4,
32388,357.395721,361.232483,349.307404,367.945862,0.083422,-2.011108,-0.359326,0.104831,358.100769,358.407130,0.103476,359.314102,4,4,
32398,357.606171,362.196381,349.307404,368.884155,0.101684,-1.974208,0.087665,0.105546,359.224152,359.457976,0.103522,359.901276,4,4,
32408,360.681427,364.187988,348.424438,368.884155,0.111397,-1.936240,1.860114,0.106329,360.361816,360.528590,0.103623,362.434708,4,4,
32418,360.681427,365.173035,348.424438,371.778137,0.132149,-1.910472,0.548809,0.106732,361.467438,361.575791,0.103654,362.927231,4,4,
32428,360.747162,365.173035,351.499176,372.832367,0.127394,-1.861687,0.479145,0.106844,362.546539,362.607737,0.103641,362.960099,4,4,
32438,359.812988,365.173035,352.591614,376.689545,0.120694,-1.799712,-0.917215,0.106575,363.586761,363.612877,0.103552,362.493012,4,4,
32448,362.870300,366.997864,352.591614,377.736755,0.115710,-1.750425,-0.390939,0.107296,364.728149,364.725993,0.103773,364.934082,4,4,
32458,365.069061,368.051147,352.664703,376.689545,0.130762,-1.716340,-0.913679,0.107127,365.783447,365.750409,0.103735,366.560104,4,4,
32468,368.999603,368.986664,355.678955,378.546326,0.151866,-1.698002,-0.212737,0.109575,367.111694,367.057350,0.104506,368.993133,4,4,
32478,367.223846,369.999725,357.685272,378.546326,0.216798,-1.693778,-0.170734,0.109911,368.242706,368.158390,0.104665,368.611785,4,4,
32488,368.375305,373.089111,356.440857,379.288147,0.317457,-1.689260,-0.043839,0.110059,369.357391,369.244135,0.104777,370.732208,4,4,
32498,368.375305,374.230255,356.440857,379.288147,0.398181,-1.678089,-0.506626,0.108680,370.313232,370.174299,0.104441,371.302780,4,4,
32508,368.506348,374.230255,356.333069,379.288147,0.426346,-1.643956,-0.360210,0.105561,371.072479,370.920825,0.103590,371.368302,4,4,
32518,369.591675,375.329285,356.333069,385.009277,0.444498,-1.602275,-0.766463,0.104708,372.038483,371.950586,0.103573,372.460480,4,4,
32528,369.751495,375.329285,354.336151,385.009277,0.450357,-1.548979,-0.583911,0.101397,372.737976,372.799859,0.103040,372.540390,4,4,
32538,369.818970,377.285645,356.362457,384.949310,0.456435,-1.504234,-1.394095,0.098645,373.462952,373.620254,0.102440,373.552307,4,4,
32548,369.818970,380.249908,364.541656,383.861389,0.449892,-1.456828,-0.947866,0.098993,374.485931,374.642298,0.102433,375.034439,4,4,
32558,371.870911,380.249908,364.541656,383.861389,0.443288,-1.413756,-1.179796,0.098435,375.417297,375.568016,0.102151,376.060409,4,4,
32568,373.917023,381.078613,360.687714,384.816345,0.425968,-1.373511,-1.277344,0.096418,376.189911,376.412063,0.101644,377.497818,4,4,
32578,377.965973,380.040039,358.609802,386.828583,0.417316,-1.346550,-0.506170,0.094725,376.976288,377.421749,0.101625,379.003006,4,4,
32588,378.943054,381.078613,360.687714,388.801880,0.405502,-1.347354,0.172764,0.094304,377.879364,378.476621,0.101735,380.010833,4,4,
32598,378.915100,384.022675,360.752686,388.851105,0.392692,-1.358323,0.968144,0.093718,378.760864,379.540696,0.101869,381.468887,4,4,
32608,383.851105,384.022675,360.752686,390.820099,0.365976,-1.376883,-0.076497,0.094977,379.830200,380.871202,0.102760,383.936890,4,4,
32618,378.915100,382.995270,360.758118,391.909058,0.348756,-1.382965,0.023374,0.091606,380.426086,381.549723,0.101762,380.955185,4,4,
32628,381.745728,382.976471,363.825195,391.941223,0.312843,-1.399464,-0.078645,0.089855,381.158264,382.289341,0.100968,382.361100,4,4,
32638,379.694977,382.976471,363.825195,393.064728,0.278914,-1.401274,0.702995,0.086172,381.670135,382.773399,0.099466,381.335724,4,4,
32648,381.745728,386.892303,363.825195,394.104492,0.259743,-1.412689,1.372988,0.085140,382.423431,383.655643,0.099145,384.319015,4,4,
32658,388.649506,387.875427,364.888000,394.104492,0.268779,-1.429105,1.776387,0.087231,383.494415,384.951211,0.100014,388.262466,4,4,
32668,388.649506,387.936798,366.852356,398.095551,0.283047,-1.441141,0.463178,0.089841,384.640717,386.201820,0.100730,388.293152,4,4,
32678,390.640381,391.903198,366.852356,398.128113,0.262451,-1.442617,-0.445885,0.093355,385.908112,387.659306,0.102016,391.271789,4,4,
32688,387.504822,393.906464,367.965637,398.128113,0.184256,-1.439583,-0.916019,0.094238,386.934357,388.742555,0.102196,390.705643,4,4,
32698,389.391174,393.906464,366.075653,401.242065,0.109068,-1.441938,-0.443834,0.095152,387.972778,389.928875,0.102666,391.648819,4,4,
32708,389.391174,393.555725,367.965637,403.356262,0.029613,-1.432012,-0.306150,0.095325,388.942413,390.958407,0.102674,391.473450,4,4,
32718,391.249634,392.682617,369.205872,404.464661,-0.018349,-1.406110,1.018749,0.095182,389.880707,391.909696,0.102458,391.966125,4,4,
32728,393.219452,393.555725,370.448975,404.464661,-0.075334,-1.363983,0.724380,0.095271,390.841858,392.882204,0.102310,393.387588,4,4,
32738,393.219452,394.333557,370.448975,404.564331,-0.118532,-1.309937,0.550720,0.094052,391.666565,393.724956,0.101794,393.776504,4,4,
32748,393.219452,395.215851,368.582825,404.564331,-0.176737,-1.262299,-0.659072,0.091418,392.330505,394.473532,0.101025,394.217651,4,4,
32758,394.225128,399.003052,368.582825,404.620270,-0.208933,-1.232749,0.438476,0.091012,393.201996,395.426730,0.100862,396.614090,4,4,
32768,395.141632,399.003052,371.813354,408.601563,-0.264922,-1.204180,-0.129575,0.091278,394.140045,396.453866,0.100915,397.072342,4,4,
32778,395.141632,396.890656,373.044403,405.732300,-0.322377,-1.180512,0.342344,0.087859,394.693848,396.963060,0.099486,396.016144,4,4,
32788,395.141632,396.890656,375.930389,409.671997,-0.384426,-1.162564,-0.130754,0.086180,395.396149,397.543239,0.098301,396.016144,4,4,
32798,397.935699,398.667084,376.155914,409.802643,-0.444068,-1.151552,0.441119,0.085798,396.217834,398.356822,0.097817,398.301392,4,4,
32808,398.012848,401.564148,378.343933,409.876831,-0.499255,-1.143441,0.990583,0.086273,397.125732,399.223847,0.097500,399.788498,4,4,
32818,399.860748,405.418915,379.254669,410.000000,-0.534444,-1.146427,1.844709,0.088354,398.206909,400.344232,0.097915,402.639832,4,4,
32828,400.802399,405.418915,380.385376,415.021271,-0.542081,-1.158191,0.864359,0.091487,399.419403,401.571976,0.098625,403.110657,4,4,
32838,401.775238,405.418915,380.385376,412.066925,-0.565849,-1.169602,0.747510,0.091620,400.348297,402.486838,0.098421,403.597077,4,4,
32848,402.723541,406.375671,380.385376,413.083160,-0.577340,-1.169917,0.076985,0.091480,401.249817,403.414962,0.098261,404.549606,4,4,
32858,406.704285,406.375671,384.447845,413.083160,-0.599056,-1.171568,0.702246,0.093245,402.349945,404.442733,0.098390,406.539978,4,4,
