I0,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,I14,I15,I16,I17,I18,I19,I20,I21,I22,I23,I24
69948.000000,5.867086,-0.649157,-9.175494,0.018580,0.082310,-0.812887,-3.785965,1.463914,-2.877357,1070.848877,1040.053345,1049.443604,1049.864868,-0.006143,1054.419800,-0.077418,-31.008482,146.957138,0.270162,116.218819,-31.008482,146.957138,0.270162,3126.000000
69949.000000,5.285545,-0.045310,-9.212936,0.017378,0.083092,-0.807984,-3.781769,1.463448,-2.886632,1070.848877,1040.053345,1049.443604,1049.864868,-0.006647,1054.419800,-0.077418,-31.008482,146.957138,0.270162,116.218819,-31.008482,146.957138,0.270162,3126.000000
69950.000000,4.932465,0.612560,-9.417523,0.017336,0.083309,-0.805219,-3.777945,1.463627,-2.896157,1070.848877,1040.053345,1049.443604,1049.864868,-0.007147,1054.419800,-0.077418,-31.008482,146.957138,0.270162,116.218819,-31.008482,146.957138,0.270162,3126.000000
69951.000000,4.639383,1.090703,-9.628528,0.016420,0.082379,-0.802432,-3.774396,1.464244,-2.905921,1070.848877,1040.053345,1049.443604,1049.864868,-0.007643,1054.419800,-0.077418,-31.008482,146.957138,0.270162,116.218819,-31.008482,146.957138,0.270162,3126.000000
69952.000000,4.293192,1.413844,-9.755463,0.015039,0.079247,-0.808154,-3.771094,1.465128,-2.915833,1070.848877,1040.053345,1049.443604,1049.864868,-0.008136,1054.419800,-0.077418,-31.008482,146.957138,0.270162,116.218819,-31.008482,146.957138,0.270162,3126.000000
69955.000000,3.978166,1.679915,-9.820044,0.015464,0.080091,-0.798856,-3.768150,1.466295,-2.925825,1064.939087,1042.155151,1035.531372,1067.858276,-0.008700,1053.844238,-0.075382,-28.867434,146.887863,1.336033,119.356461,-28.867434,146.887863,1.336033,3130.000000
69956.000000,3.857331,1.331844,-9.579001,0.018451,0.080794,-0.758155,-3.759803,1.469859,-2.955489,1064.939087,1042.155151,1035.531372,1067.858276,-0.010372,1053.844238,-0.075382,-28.867434,146.887863,1.336033,119.356461,-28.867434,146.887863,1.336033,3129.000000
69957.000000,3.588792,0.947223,-9.423845,0.019127,0.078081,-0.750148,-3.757246,1.470472,-2.965039,1064.939087,1042.155151,1035.531372,1067.858276,-0.010925,1053.844238,-0.075382,-28.867434,146.887863,1.336033,119.356461,-28.867434,146.887863,1.336033,3129.000000
69958.000000,3.246204,0.695572,-9.354882,0.021803,0.077090,-0.745840,-3.755006,1.470921,-2.974503,1064.939087,1042.155151,1035.531372,1067.858276,-0.011477,1053.844238,-0.075382,-28.867434,146.887863,1.336033,119.356461,-28.867434,146.887863,1.336033,3129.000000
69959.000000,3.131402,0.680043,-9.448346,0.022733,0.075820,-0.743496,-3.752848,1.471376,-2.984057,1064.939087,1042.155151,1035.531372,1067.858276,-0.012029,1053.844238,-0.075382,-28.867434,146.887863,1.336033,119.356461,-28.867434,146.887863,1.336033,3129.000000
69960.000000,3.271112,1.001238,-9.744971,0.022923,0.074243,-0.744340,-3.750514,1.472139,-2.993929,1064.939087,1042.155151,1035.531372,1067.858276,-0.012580,1053.844238,-0.075382,-28.867434,146.887863,1.336033,119.356461,-28.867434,146.887863,1.336033,3129.000000
69961.000000,3.351660,1.774248,-10.159579,0.024172,0.072346,-0.746411,-3.748053,1.473681,-3.004263,1064.939087,1042.155151,1035.531372,1067.858276,-0.013131,1053.844238,-0.075382,-28.867434,146.887863,1.336033,119.356461,-28.867434,146.887863,1.336033,3129.000000
69962.000000,3.158357,2.866588,-10.544194,0.024264,0.067920,-0.752833,-3.745659,1.476287,-3.015050,1064.939087,1042.155151,1035.531372,1067.858276,-0.013683,1053.844238,-0.075382,-28.867434,146.887863,1.336033,119.356461,-28.867434,146.887863,1.336033,3129.000000
69965.000000,2.866839,3.909428,-10.830647,0.025472,0.068833,-0.749590,-3.743598,1.479951,-3.026189,1067.963623,1039.191284,1046.534912,1052.905518,-0.014321,1053.141724,-0.075382,-25.707970,146.826157,2.943850,124.062035,-25.707970,146.826157,2.943850,3134.000000
69966.000000,2.146921,7.160252,-10.974631,0.026411,0.070586,-0.749139,-3.738858,1.497102,-3.060553,1067.963623,1039.191284,1046.534912,1052.905518,-0.016233,1053.141724,-0.075382,-25.707970,146.826157,2.943850,124.062035,-25.707970,146.826157,2.943850,3134.000000
69967.000000,1.736518,8.244469,-10.867591,0.026507,0.067486,-0.758569,-3.737893,1.505109,-3.072012,1067.963623,1039.191284,1046.534912,1052.905518,-0.016870,1053.141724,-0.075382,-25.707970,146.826157,2.943850,124.062035,-25.707970,146.826157,2.943850,3134.000000
69968.000000,1.555981,8.809729,-10.806070,0.028465,0.065916,-0.766939,-3.737046,1.513734,-3.083446,1067.963623,1039.191284,1046.534912,1052.905518,-0.017508,1053.141724,-0.075382,-25.707970,146.826157,2.943850,124.062035,-25.707970,146.826157,2.943850,3134.000000
69969.000000,1.790984,8.704579,-10.844728,0.029224,0.065731,-0.771732,-3.735955,1.522269,-3.094909,1067.963623,1039.191284,1046.534912,1052.905518,-0.018145,1053.141724,-0.075382,-25.707970,146.826157,2.943850,124.062035,-25.707970,146.826157,2.943850,3134.000000
69970.000000,2.370021,7.966821,-10.963497,0.029173,0.064384,-0.776943,-3.734241,1.530051,-3.106443,1067.963623,1039.191284,1046.534912,1052.905518,-0.018784,1053.141724,-0.075382,-25.707970,146.826157,2.943850,124.062035,-25.707970,146.826157,2.943850,3134.000000
69971.000000,2.976371,6.910202,-11.070620,0.029499,0.062068,-0.784849,-3.731841,1.536775,-3.118012,1067.963623,1039.191284,1046.534912,1052.905518,-0.019422,1053.141724,-0.075382,-25.707970,146.826157,2.943850,124.062035,-25.707970,146.826157,2.943850,3134.000000
69972.000000,3.326475,5.871797,-11.102196,0.029660,0.058513,-0.795370,-3.728963,1.542457,-3.129541,1067.963623,1039.191284,1046.534912,1052.905518,-0.020061,1053.141724,-0.075382,-25.707970,146.826157,2.943850,124.062035,-25.707970,146.826157,2.943850,3134.000000
69975.000000,3.415493,5.037035,-11.079215,0.029368,0.059394,-0.792449,-3.726030,1.547298,-3.140995,1051.010864,1041.118408,1034.605591,1056.869507,-0.021272,1050.824707,-0.071155,-23.050625,146.770828,4.434845,128.155045,-23.050625,146.770828,4.434845,3139.000000
69976.000000,2.056675,5.111862,-10.873690,0.023695,0.057680,-0.776761,-3.719287,1.560941,-3.174964,1051.010864,1041.118408,1034.605591,1056.869507,-0.024842,1050.824707,-0.071155,-23.050625,146.770828,4.434845,128.155045,-23.050625,146.770828,4.434845,3139.000000
69977.000000,1.276690,5.221236,-10.780172,0.021428,0.054199,-0.777337,-3.718363,1.565749,-3.186127,1051.010864,1041.118408,1034.605591,1056.869507,-0.026012,1050.824707,-0.071155,-23.050625,146.770828,4.434845,128.155045,-23.050625,146.770828,4.434845,3139.000000
69978.000000,0.910374,5.059658,-10.723854,0.020658,0.051888,-0.784497,-3.717720,1.570369,-3.197220,1051.010864,1041.118408,1034.605591,1056.869507,-0.027172,1050.824707,-0.071155,-23.050625,146.770828,4.434845,128.155045,-23.050625,146.770828,4.434845,3139.000000
69979.000000,0.987235,4.919054,-10.738896,0.020226,0.052095,-0.785445,-3.717006,1.574831,-3.208319,1051.010864,1041.118408,1034.605591,1056.869507,-0.028323,1050.824707,-0.071155,-23.050625,146.770828,4.434845,128.155045,-23.050625,146.770828,4.434845,3139.000000
69980.000000,1.271438,5.107924,-10.854192,0.018792,0.051028,-0.789529,-3.715972,1.579426,-3.219544,1051.010864,1041.118408,1034.605591,1056.869507,-0.029464,1050.824707,-0.071155,-23.050625,146.770828,4.434845,128.155045,-23.050625,146.770828,4.434845,3139.000000
69981.000000,1.569642,5.569831,-11.026417,0.018771,0.048668,-0.794244,-3.714566,1.584465,-3.230970,1051.010864,1041.118408,1034.605591,1056.869507,-0.030596,1050.824707,-0.071155,-23.050625,146.770828,4.434845,128.155045,-23.050625,146.770828,4.434845,3139.000000
69982.000000,1.836571,5.939926,-11.178738,0.018189,0.045514,-0.802074,-3.712786,1.589835,-3.242567,1051.010864,1041.118408,1034.605591,1056.869507,-0.031719,1050.824707,-0.071155,-23.050625,146.770828,4.434845,128.155045,-23.050625,146.770828,4.434845,3139.000000
69985.000000,2.087979,6.052704,-11.309191,0.016538,0.046800,-0.796687,-3.710811,1.595263,-3.254304,1066.979736,1045.066406,1048.603516,1047.874878,-0.032396,1051.242798,-0.071155,-16.431629,146.731400,5.993177,136.292953,-16.431629,146.731400,5.993177,3147.000000
69986.000000,2.438682,7.032545,-11.785512,0.009294,0.047825,-0.771816,-3.704271,1.612652,-3.290595,1066.979736,1045.066406,1048.603516,1047.874878,-0.034424,1051.242798,-0.071155,-16.431629,146.731400,5.993177,136.292953,-16.431629,146.731400,5.993177,3147.000000
69987.000000,2.470268,7.373751,-11.858749,0.007737,0.046418,-0.772304,-3.701979,1.619113,-3.302966,1066.979736,1045.066406,1048.603516,1047.874878,-0.035099,1051.242798,-0.071155,-16.431629,146.731400,5.993177,136.292953,-16.431629,146.731400,5.993177,3147.000000
69988.000000,2.548385,7.426393,-11.888485,0.006277,0.044407,-0.775940,-3.699544,1.625575,-3.315368,1066.979736,1045.066406,1048.603516,1047.874878,-0.035774,1051.242798,-0.071155,-16.431629,146.731400,5.993177,136.292953,-16.431629,146.731400,5.993177,3147.000000
69989.000000,2.649035,7.207742,-11.885387,0.007202,0.045837,-0.777823,-3.697050,1.631843,-3.327754,1066.979736,1045.066406,1048.603516,1047.874878,-0.036448,1051.242798,-0.071155,-16.431629,146.731400,5.993177,136.292953,-16.431629,146.731400,5.993177,3147.000000
69990.000000,2.735227,6.707426,-11.845948,0.006202,0.045197,-0.777806,-3.694450,1.637581,-3.340067,1066.979736,1045.066406,1048.603516,1047.874878,-0.037122,1051.242798,-0.071155,-16.431629,146.731400,5.993177,136.292953,-16.431629,146.731400,5.993177,3147.000000
69991.000000,2.806401,5.807994,-11.769258,0.006415,0.043907,-0.785139,-3.691724,1.642423,-3.352245,1066.979736,1045.066406,1048.603516,1047.874878,-0.037796,1051.242798,-0.071155,-16.431629,146.731400,5.993177,136.292953,-16.431629,146.731400,5.993177,3147.000000
69992.000000,2.876880,4.583720,-11.673667,0.005622,0.041900,-0.792979,-3.688845,1.646013,-3.364244,1066.979736,1045.066406,1048.603516,1047.874878,-0.038469,1051.242798,-0.071155,-16.431629,146.731400,5.993177,136.292953,-16.431629,146.731400,5.993177,3147.000000
69995.000000,2.926798,3.425132,-11.605042,0.003114,0.044101,-0.789760,-3.685988,1.648379,-3.376104,1059.015015,1050.011353,1044.656006,1056.834106,-0.038755,1051.686523,-0.072361,-13.619113,146.698715,7.581332,140.660934,-13.619113,146.698715,7.581332,3152.000000
69996.000000,3.256035,0.160873,-11.982339,-0.005034,0.047531,-0.781407,-3.677212,1.648810,-3.411881,1059.015015,1050.011353,1044.656006,1056.834106,-0.039653,1051.686523,-0.072361,-13.619113,146.698715,7.581332,140.660934,-13.619113,146.698715,7.581332,3152.000000
69997.000000,3.295442,-1.245839,-12.111397,-0.007505,0.047087,-0.788503,-3.674090,1.646161,-3.423948,1059.015015,1050.011353,1044.656006,1056.834106,-0.039966,1051.686523,-0.072361,-13.619113,146.698715,7.581332,140.660934,-13.619113,146.698715,7.581332,3152.000000
69998.000000,3.056878,-2.334933,-12.154320,-0.008843,0.046875,-0.793222,-3.671191,1.642376,-3.435988,1059.015015,1050.011353,1044.656006,1056.834106,-0.040285,1051.686523,-0.072361,-13.619113,146.698715,7.581332,140.660934,-13.619113,146.698715,7.581332,3152.000000
69999.000000,2.711465,-2.778643,-12.144341,-0.009054,0.047459,-0.796510,-3.668648,1.638139,-3.447990,1059.015015,1050.011353,1044.656006,1056.834106,-0.040610,1051.686523,-0.072361,-13.619113,146.698715,7.581332,140.660934,-13.619113,146.698715,7.581332,3152.000000
70000.000000,2.502514,-2.498826,-12.071034,-0.008985,0.046377,-0.798074,-3.666278,1.634188,-3.459936,1059.015015,1050.011353,1044.656006,1056.834106,-0.040942,1051.686523,-0.072361,-13.619113,146.698715,7.581332,140.660934,-13.619113,146.698715,7.581332,3152.000000
70001.000000,2.468363,-1.632301,-11.893232,-0.007975,0.044479,-0.805710,-3.663863,1.631134,-3.471758,1059.015015,1050.011353,1044.656006,1056.834106,-0.041279,1051.686523,-0.072361,-13.619113,146.698715,7.581332,140.660934,-13.619113,146.698715,7.581332,3152.000000
70002.000000,2.413836,-0.517751,-11.641467,-0.007160,0.042591,-0.817077,-3.661414,1.629218,-3.483397,1059.015015,1050.011353,1044.656006,1056.834106,-0.041621,1051.686523,-0.072361,-13.619113,146.698715,7.581332,140.660934,-13.619113,146.698715,7.581332,3152.000000
70005.000000,2.114486,0.453186,-11.427111,-0.007646,0.043763,-0.809902,-3.659315,1.628283,-3.494887,1057.061646,1047.092285,1051.661865,1045.887573,-0.041905,1051.283081,-0.072361,-12.808213,146.667969,7.877720,141.737473,-12.808213,146.667969,7.877720,3153.000000
70006.000000,0.143984,3.510880,-11.327548,-0.007731,0.038909,-0.806979,-3.656585,1.631142,-3.529392,1057.061646,1047.092285,1051.661865,1045.887573,-0.042793,1051.283081,-0.072361,-12.808213,146.667969,7.877720,141.737473,-12.808213,146.667969,7.877720,3153.000000
70007.000000,-0.785072,4.819436,-11.355285,-0.005599,0.035848,-0.813929,-3.657139,1.634626,-3.541081,1057.061646,1047.092285,1051.661865,1045.887573,-0.043102,1051.283081,-0.072361,-12.808213,146.667969,7.877720,141.737473,-12.808213,146.667969,7.877720,3153.000000
70008.000000,-1.502848,5.755083,-11.359738,-0.004424,0.033440,-0.829246,-3.658303,1.639056,-3.552832,1057.061646,1047.092285,1051.661865,1045.887573,-0.043415,1051.283081,-0.072361,-12.808213,146.667969,7.877720,141.737473,-12.808213,146.667969,7.877720,3153.000000
70009.000000,-1.583151,5.832992,-11.301807,-0.003524,0.031626,-0.838178,-3.659467,1.643579,-3.564527,1057.061646,1047.092285,1051.661865,1045.887573,-0.043735,1051.283081,-0.072361,-12.808213,146.667969,7.877720,141.737473,-12.808213,146.667969,7.877720,3153.000000
70010.000000,-0.970167,4.945612,-11.182312,-0.002332,0.030554,-0.847435,-3.659956,1.647247,-3.576045,1057.061646,1047.092285,1051.661865,1045.887573,-0.044059,1051.283081,-0.072361,-12.808213,146.667969,7.877720,141.737473,-12.808213,146.667969,7.877720,3153.000000
70011.000000,-0.118197,3.503591,-11.058666,-0.001099,0.027133,-0.857213,-3.659452,1.649507,-3.587340,1057.061646,1047.092285,1051.661865,1045.887573,-0.044388,1051.283081,-0.072361,-12.808213,146.667969,7.877720,141.737473,-12.808213,146.667969,7.877720,3153.000000
70012.000000,0.612946,1.894171,-10.990270,0.001621,0.026113,-0.869696,-3.658150,1.650235,-3.598467,1057.061646,1047.092285,1051.661865,1045.887573,-0.044721,1051.283081,-0.072361,-12.808213,146.667969,7.877720,141.737473,-12.808213,146.667969,7.877720,3153.000000
70015.000000,1.264522,0.286316,-10.979190,0.003883,0.024599,-0.870366,-3.656142,1.649430,-3.609477,1059.054688,1047.066284,1051.671753,1046.874634,-0.044866,1051.245972,-0.071744,-11.516774,146.640335,6.537544,141.661102,-11.516774,146.640335,6.537544,3153.000000
70016.000000,1.430071,-1.516093,-11.500805,0.014277,0.014694,-0.874844,-3.648291,1.642744,-3.642991,1059.054688,1047.066284,1051.671753,1046.874634,-0.045345,1051.245972,-0.071744,-11.516774,146.640335,6.537544,141.661102,-11.516774,146.640335,6.537544,3153.000000
70017.000000,0.887546,-1.437879,-11.777572,0.019375,0.011625,-0.877696,-3.646245,1.640665,-3.654675,1059.054688,1047.066284,1051.671753,1046.874634,-0.045517,1051.245972,-0.071744,-11.516774,146.640335,6.537544,141.661102,-11.516774,146.640335,6.537544,3153.000000
70018.000000,0.625681,-1.585678,-11.965631,0.022425,0.010563,-0.875482,-3.644439,1.638529,-3.666538,1059.054688,1047.066284,1051.671753,1046.874634,-0.045695,1051.245972,-0.071744,-11.516774,146.640335,6.537544,141.661102,-11.516774,146.640335,6.537544,3153.000000
70019.000000,0.741370,-2.128946,-12.044394,0.023429,0.008752,-0.875987,-3.642459,1.635879,-3.678442,1059.054688,1047.066284,1051.671753,1046.874634,-0.045879,1051.245972,-0.071744,-11.516774,146.640335,6.537544,141.661102,-11.516774,146.640335,6.537544,3153.000000
70020.000000,1.027016,-3.097549,-12.010558,0.025611,0.007437,-0.877021,-3.640145,1.632336,-3.690252,1059.054688,1047.066284,1051.671753,1046.874634,-0.046067,1051.245972,-0.071744,-11.516774,146.640335,6.537544,141.661102,-11.516774,146.640335,6.537544,3153.000000
70021.000000,1.229191,-4.204045,-11.904565,0.027273,0.005968,-0.889121,-3.637540,1.627740,-3.701881,1059.054688,1047.066284,1051.671753,1046.874634,-0.046261,1051.245972,-0.071744,-11.516774,146.640335,6.537544,141.661102,-11.516774,146.640335,6.537544,3153.000000
70022.000000,1.260452,-5.138796,-11.813730,0.030341,0.004428,-0.894179,-3.634835,1.622316,-3.713360,1059.054688,1047.066284,1051.671753,1046.874634,-0.046460,1051.245972,-0.071744,-11.516774,146.640335,6.537544,141.661102,-11.516774,146.640335,6.537544,3153.000000
70025.000000,1.217930,-5.730201,-11.809407,0.032197,0.004995,-0.899423,-3.632174,1.616362,-3.724798,1065.079590,1049.144287,1046.698975,1063.863647,-0.045964,1052.830200,-0.071744,-10.535387,146.615051,4.668281,140.747940,-10.535387,146.615051,4.668281,3152.000000
70026.000000,0.674670,-3.675928,-12.405072,0.043422,0.001569,-0.960940,-3.624727,1.602147,-3.760291,1065.079590,1049.144287,1046.698975,1063.863647,-0.044577,1052.830200,-0.071744,-10.535387,146.615051,4.668281,140.747940,-10.535387,146.615051,4.668281,3152.000000
70027.000000,0.467113,-3.084372,-12.759211,0.049313,0.001086,-0.985611,-3.622455,1.599299,-3.772835,1065.079590,1049.144287,1046.698975,1063.863647,-0.044146,1052.830200,-0.071744,-10.535387,146.615051,4.668281,140.747940,-10.535387,146.615051,4.668281,3152.000000
70028.000000,0.415382,-3.148092,-13.045060,0.052337,-0.001140,-0.997196,-3.620131,1.596468,-3.785658,1065.079590,1049.144287,1046.698975,1063.863647,-0.043729,1052.830200,-0.071744,-10.535387,146.615051,4.668281,140.747940,-10.535387,146.615051,4.668281,3152.000000
70029.000000,0.548622,-3.530801,-13.113379,0.053687,-0.003852,-1.009425,-3.617615,1.593265,-3.798522,1065.079590,1049.144287,1046.698975,1063.863647,-0.043324,1052.830200,-0.071744,-10.535387,146.615051,4.668281,140.747940,-10.535387,146.615051,4.668281,3152.000000
70030.000000,0.826852,-3.756575,-12.958704,0.055208,-0.005947,-1.019606,-3.614785,1.589869,-3.811219,1065.079590,1049.144287,1046.698975,1063.863647,-0.042933,1052.830200,-0.071744,-10.535387,146.615051,4.668281,140.747940,-10.535387,146.615051,4.668281,3152.000000
70031.000000,1.154445,-3.579697,-12.735966,0.056231,-0.006626,-1.034953,-3.611655,1.586652,-3.823704,1065.079590,1049.144287,1046.698975,1063.863647,-0.042552,1052.830200,-0.071744,-10.535387,146.615051,4.668281,140.747940,-10.535387,146.615051,4.668281,3152.000000
70032.000000,1.530118,-3.366466,-12.564458,0.058221,-0.006004,-1.042997,-3.608195,1.583698,-3.836033,1065.079590,1049.144287,1046.698975,1063.863647,-0.042183,1052.830200,-0.071744,-10.535387,146.615051,4.668281,140.747940,-10.535387,146.615051,4.668281,3152.000000
70035.000000,2.018212,-3.608948,-12.440632,0.058216,-0.008236,-1.060611,-3.604240,1.580459,-3.848224,1062.133301,1041.267456,1040.727539,1047.939941,-0.042250,1051.290039,-0.071806,-12.317314,146.585495,2.517471,136.785660,-12.317314,146.585495,2.517471,3148.000000
70036.000000,3.107124,-6.614345,-12.564209,0.067322,-0.012748,-1.145031,-3.590173,1.565243,-3.884476,1062.133301,1041.267456,1040.727539,1047.939941,-0.042455,1051.290039,-0.071806,-12.317314,146.585495,2.517471,136.785660,-12.317314,146.585495,2.517471,3148.000000
70037.000000,3.336437,-8.010790,-12.778335,0.070680,-0.012908,-1.170373,-3.585206,1.557596,-3.896739,1062.133301,1041.267456,1040.727539,1047.939941,-0.042521,1051.290039,-0.071806,-12.317314,146.585495,2.517471,136.785660,-12.317314,146.585495,2.517471,3148.000000
70038.000000,3.596375,-9.224984,-12.951315,0.073496,-0.009039,-1.179906,-3.580100,1.548764,-3.909103,1062.133301,1041.267456,1040.727539,1047.939941,-0.042584,1051.290039,-0.071806,-12.317314,146.585495,2.517471,136.785660,-12.317314,146.585495,2.517471,3148.000000
70039.000000,3.778712,-9.962657,-13.027379,0.073843,-0.008127,-1.184541,-3.574850,1.539188,-3.921499,1062.133301,1041.267456,1040.727539,1047.939941,-0.042644,1051.290039,-0.071806,-12.317314,146.585495,2.517471,136.785660,-12.317314,146.585495,2.517471,3148.000000
70040.000000,3.813310,-10.135468,-12.986362,0.074535,-0.007552,-1.195274,-3.569615,1.529430,-3.933847,1062.133301,1041.267456,1040.727539,1047.939941,-0.042699,1051.290039,-0.071806,-12.317314,146.585495,2.517471,136.785660,-12.317314,146.585495,2.517471,3148.000000
70041.000000,3.790790,-9.975191,-12.855903,0.075878,-0.006970,-1.201846,-3.564433,1.519852,-3.946075,1062.133301,1041.267456,1040.727539,1047.939941,-0.042749,1051.290039,-0.071806,-12.317314,146.585495,2.517471,136.785660,-12.317314,146.585495,2.517471,3148.000000
70042.000000,3.700580,-9.720747,-12.703698,0.075717,-0.005628,-1.207580,-3.559385,1.510523,-3.958170,1062.133301,1041.267456,1040.727539,1047.939941,-0.042794,1051.290039,-0.071806,-12.317314,146.585495,2.517471,136.785660,-12.317314,146.585495,2.517471,3148.000000
70045.000000,3.395428,-9.348217,-12.597148,0.075657,-0.006461,-1.222187,-3.554672,1.501532,-3.970184,1060.222046,1044.453125,1053.721436,1041.024658,-0.042835,1050.830933,-0.071806,-12.088284,146.556488,0.299457,134.767654,-12.088284,146.556488,0.299457,3146.000000
70046.000000,1.828927,-6.750122,-13.318951,0.085336,0.004303,-1.284671,-3.544482,1.479303,-4.007546,1060.222046,1044.453125,1053.721436,1041.024658,-0.042911,1050.830933,-0.071806,-12.088284,146.556488,0.299457,134.767654,-12.088284,146.556488,0.299457,3146.000000
70047.000000,1.459908,-6.391035,-13.788430,0.088534,0.009974,-1.288871,-3.542223,1.473221,-4.020947,1060.222046,1044.453125,1053.721436,1041.024658,-0.042919,1050.830933,-0.071806,-12.088284,146.556488,0.299457,134.767654,-12.088284,146.556488,0.299457,3146.000000
70048.000000,1.257960,-6.962291,-13.984306,0.089162,0.015201,-1.284553,-3.540241,1.466583,-4.034513,1060.222046,1044.453125,1053.721436,1041.024658,-0.042916,1050.830933,-0.071806,-12.088284,146.556488,0.299457,134.767654,-12.088284,146.556488,0.299457,3146.000000
70049.000000,1.319624,-8.121626,-13.857602,0.090092,0.018178,-1.290027,-3.538249,1.458794,-4.047880,1060.222046,1044.453125,1053.721436,1041.024658,-0.042904,1050.830933,-0.071806,-12.088284,146.556488,0.299457,134.767654,-12.088284,146.556488,0.299457,3146.000000
70050.000000,1.674174,-9.281064,-13.566968,0.090735,0.018817,-1.299779,-3.535923,1.449848,-4.060889,1060.222046,1044.453125,1053.721436,1041.024658,-0.042880,1050.830933,-0.071806,-12.088284,146.556488,0.299457,134.767654,-12.088284,146.556488,0.299457,3146.000000
70051.000000,2.124944,-10.125411,-13.277886,0.092965,0.019713,-1.310431,-3.533172,1.440078,-4.073556,1060.222046,1044.453125,1053.721436,1041.024658,-0.042845,1050.830933,-0.071806,-12.088284,146.556488,0.299457,134.767654,-12.088284,146.556488,0.299457,3146.000000
70052.000000,2.422230,-10.474284,-13.073385,0.093241,0.021606,-1.318966,-3.530163,1.429951,-4.086000,1060.222046,1044.453125,1053.721436,1041.024658,-0.042798,1050.830933,-0.071806,-12.088284,146.556488,0.299457,134.767654,-12.088284,146.556488,0.299457,3146.000000
70055.000000,2.520947,-10.169151,-12.962101,0.094864,0.019921,-1.345590,-3.527086,1.420073,-4.098353,1041.322021,1049.609497,1052.723389,1046.072510,-0.042961,1049.743286,-0.069641,-12.086547,146.527481,-0.851817,133.589111,-12.086547,146.527481,-0.851817,3145.000000
70056.000000,2.970274,-8.698622,-13.152614,0.106349,0.018847,-1.415067,-3.517430,1.393772,-4.135869,1041.322021,1049.609497,1052.723389,1046.072510,-0.043342,1049.743286,-0.069641,-12.086547,146.527481,-0.851817,133.589111,-12.086547,146.527481,-0.851817,3145.000000
70057.000000,3.338619,-8.952363,-13.273526,0.110072,0.020795,-1.429110,-3.513737,1.384990,-4.148616,1041.322021,1049.609497,1052.723389,1046.072510,-0.043432,1049.743286,-0.069641,-12.086547,146.527481,-0.851817,133.589111,-12.086547,146.527481,-0.851817,3145.000000
70058.000000,3.794042,-9.166047,-13.342402,0.112072,0.021338,-1.445779,-3.509630,1.375954,-4.161419,1041.322021,1049.609497,1052.723389,1046.072510,-0.043502,1049.743286,-0.069641,-12.086547,146.527481,-0.851817,133.589111,-12.086547,146.527481,-0.851817,3145.000000
70059.000000,4.057612,-8.986081,-13.335272,0.112246,0.022946,-1.456609,-3.505297,1.367066,-4.174229,1041.322021,1049.609497,1052.723389,1046.072510,-0.043552,1049.743286,-0.069641,-12.086547,146.527481,-0.851817,133.589111,-12.086547,146.527481,-0.851817,3145.000000
70060.000000,3.865218,-8.359205,-13.226636,0.112329,0.022304,-1.468800,-3.501176,1.358774,-4.186971,1041.322021,1049.609497,1052.723389,1046.072510,-0.043582,1049.743286,-0.069641,-12.086547,146.527481,-0.851817,133.589111,-12.086547,146.527481,-0.851817,3145.000000
70061.000000,3.417569,-7.622440,-13.028164,0.112813,0.022808,-1.479954,-3.497526,1.351200,-4.199560,1041.322021,1049.609497,1052.723389,1046.072510,-0.043590,1049.743286,-0.069641,-12.086547,146.527481,-0.851817,133.589111,-12.086547,146.527481,-0.851817,3145.000000
70062.000000,3.206243,-7.182529,-12.782704,0.112520,0.022677,-1.481805,-3.494084,1.344073,-4.211932,1041.322021,1049.609497,1052.723389,1046.072510,-0.043577,1049.743286,-0.069641,-12.086547,146.527481,-0.851817,133.589111,-12.086547,146.527481,-0.851817,3145.000000
70065.000000,3.390439,-7.093303,-12.544027,0.115692,0.021384,-1.490588,-3.490462,1.337045,-4.224071,1065.334961,1046.800537,1044.742432,1048.131592,-0.043247,1050.226196,-0.069641,-10.859897,146.501419,-0.816818,134.824707,-10.859897,146.501419,-0.816818,3146.000000
70066.000000,4.394358,-6.682552,-12.741621,0.134194,0.028112,-1.475325,-3.477548,1.316790,-4.260546,1065.334961,1046.800537,1044.742432,1048.131592,-0.042156,1050.226196,-0.069641,-10.859897,146.501419,-0.816818,134.824707,-10.859897,146.501419,-0.816818,3146.000000
70067.000000,4.354693,-6.432553,-12.951265,0.136334,0.030108,-1.454473,-3.472972,1.310667,-4.273136,1065.334961,1046.800537,1044.742432,1048.131592,-0.041758,1050.226196,-0.069641,-10.859897,146.501419,-0.816818,134.824707,-10.859897,146.501419,-0.816818,3146.000000
70068.000000,3.920480,-6.280037,-12.968803,0.136010,0.031350,-1.428100,-3.468797,1.304801,-4.285749,1065.334961,1046.800537,1044.742432,1048.131592,-0.041342,1050.226196,-0.069641,-10.859897,146.501419,-0.816818,134.824707,-10.859897,146.501419,-0.816818,3146.000000
70069.000000,3.280508,-6.228512,-12.810454,0.136073,0.032216,-1.413909,-3.465245,1.299057,-4.298210,1065.334961,1046.800537,1044.742432,1048.131592,-0.040910,1050.226196,-0.069641,-10.859897,146.501419,-0.816818,134.824707,-10.859897,146.501419,-0.816818,3146.000000
