I0,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12
36131.000000,-6.449968,-34.909424,1.692545,-0.848633,0.907715,-0.914063,-6.118578,-16.240108,2.480233,0.038964,-0.008519,-1.109685
36132.000000,-1.145090,-3.141131,2.546203,1.482422,-1.408691,-3.582031,-5.720076,-16.753040,2.190553,0.037463,-0.013769,-1.094566
36133.000000,-11.145090,-13.506985,-0.319651,-2.511719,1.403809,-0.530273,-5.290082,-17.075039,2.024609,0.036477,-0.020438,-1.089666
36134.000000,3.732959,7.285699,1.204740,2.702637,-1.992676,-2.015137,-4.950421,-16.799355,1.878379,0.035068,-0.027811,-1.091442
36135.000000,-11.510943,-20.885035,0.594984,-2.289551,1.972656,-0.287109,-4.691069,-15.711316,1.689866,0.035091,-0.035252,-1.097122
36137.000000,-15.657286,-26.372839,1.204740,-1.412598,2.078125,-2.943359,-5.002023,-14.741765,1.434157,0.027390,-0.033713,-1.106282
36137.000000,11.781739,-18.689913,-0.441602,0.613770,-2.252930,-0.291504,-5.482996,-14.411916,1.121947,0.010551,-0.024194,-1.117417
36138.000000,11.781739,-18.689913,-0.441602,0.613770,-2.252930,-0.291504,-4.722405,-14.311440,0.791309,-0.004064,-0.023888,-1.124541
36139.000000,-22.791431,-4.604545,1.082788,-1.645508,2.435059,-1.513672,-3.454153,-14.459161,0.542121,-0.016377,-0.031299,-1.126317
36140.000000,13.550033,-7.287472,-2.331846,0.507813,-1.602539,1.505371,-2.815413,-14.697239,0.388073,-0.030677,-0.035565,-1.123442
36141.000000,-21.510942,-6.250887,0.229130,-0.904785,2.005859,-0.770508,-2.579535,-14.554821,0.204301,-0.046006,-0.036956,-1.113281
36142.000000,18.001253,-23.446011,1.082788,1.111328,-2.539063,0.233887,-2.377357,-14.006035,0.016065,-0.059539,-0.039976,-1.096985
36143.000000,-16.693871,-17.592352,1.143764,-0.532715,0.922363,-2.186523,-1.981080,-13.471560,-0.074944,-0.069475,-0.047726,-1.077452
36144.000000,12.025642,-26.372839,0.351081,0.238281,-0.597168,-1.329102,-1.803476,-13.305893,-0.056479,-0.078097,-0.054641,-1.060316
36145.000000,7.879300,-6.311862,0.899862,-1.067871,0.187012,-0.570801,-1.250998,-13.680918,0.049480,-0.087492,-0.058789,-1.046340
36146.000000,7.879300,-6.311862,0.899862,-1.067871,0.187012,-0.570801,0.184351,-14.240933,0.241091,-0.099527,-0.062578,-1.032241
36148.000000,6.293935,-21.311863,2.180349,-1.962891,0.302246,-0.315430,1.831610,-14.853212,0.513970,-0.118453,-0.064554,-1.018860
36148.000000,0.623203,-7.897228,1.265715,2.341309,-1.356934,-1.937500,3.268988,-15.313293,0.786999,-0.139340,-0.068175,-1.008449
36149.000000,-0.230456,-33.263081,1.509618,-1.867188,1.299316,-1.995117,4.144847,-15.396135,0.970532,-0.155953,-0.073660,-1.003072
36150.000000,3.611008,-2.043570,0.412057,1.472168,-1.354980,-1.311035,4.339260,-15.169827,1.066026,-0.171081,-0.076576,-1.002040
36151.000000,-7.730456,-2.165521,-1.173309,-1.912109,1.606445,-1.417969,3.858433,-14.165091,1.054572,-0.185594,-0.076637,-1.003517
36152.000000,5.928081,1.188138,3.460837,2.074219,-1.864746,0.951660,2.951507,-12.672310,1.021148,-0.196116,-0.076517,-1.003840
36153.000000,-6.571919,-15.702106,-0.502577,-2.106934,1.484375,-0.903320,1.974109,-11.567860,1.072252,-0.201503,-0.077913,-1.000595
36154.000000,9.281739,-10.336253,4.863276,1.822754,-0.457031,-0.510254,1.214815,-10.968429,1.170748,-0.204532,-0.077956,-0.996428
36155.000000,-3.706065,-24.665522,1.021813,-1.418945,-0.312500,-2.136230,0.957561,-10.661821,1.314704,-0.206153,-0.077500,-0.992699
36156.000000,7.513447,-14.665522,3.887667,0.168457,-0.249512,-1.387207,0.978890,-10.617472,1.503155,-0.209002,-0.078125,-0.990356
36157.000000,-10.352407,-0.885033,-0.441602,0.159668,0.527832,-1.309082,0.847260,-10.552390,1.695849,-0.212337,-0.077221,-0.990014
36158.000000,7.513447,0.883259,3.460837,-0.355957,-0.712402,-0.545898,0.547420,-10.248924,1.855892,-0.212741,-0.075815,-0.990905
36159.000000,-7.547529,-6.006984,2.302301,1.142090,-0.083008,-1.198242,0.250031,-9.897744,2.033767,-0.208967,-0.076481,-0.994412
36160.000000,14.098813,-11.921618,2.302301,-1.559082,-0.366699,-0.487305,0.182507,-9.577622,2.198792,-0.202623,-0.079538,-1.000859
36161.000000,-2.059724,-10.153326,4.070593,2.389648,-0.735352,-2.300781,0.629469,-9.116510,2.299664,-0.195112,-0.085371,-1.008437
36162.000000,7.086617,-25.397230,0.716935,-2.961426,1.628906,-1.099609,1.263473,-8.688015,2.356744,-0.187228,-0.089641,-1.016500
36163.000000,-3.157285,5.151552,3.643764,3.058594,-1.940918,-1.785645,1.696569,-8.464705,2.389203,-0.180020,-0.090726,-1.024988
36164.000000,3.184179,-3.141131,-0.319651,-3.704590,1.992188,-1.071289,1.945587,-8.200015,2.410455,-0.172949,-0.091807,-1.035112
36165.000000,-1.571919,7.468626,5.168154,3.883301,-1.259766,-0.133789,2.023025,-7.801471,2.428829,-0.165473,-0.090877,-1.046404
36167.000000,9.159788,-4.360643,5.412057,3.400879,-2.715332,-0.820313,2.081035,-7.018229,2.593154,-0.142964,-0.095656,-1.056775
