tick,t_s,target_mm,fused_mm,height_err_mm,pos_out_mps,vz_mps,vel_error_mps,acc_up_mps2,tof_codebias_height_mm,tof_ownbias_height_mm,tof_codebias_spread_mm,steady_mask,fused_deriv_ref_mps,tof_deriv_ref_mps,tof1,tof2,tof3,tof4
9422.0,9.422,0.0,127.885582,127.885582,0.0,0.002268,-0.002268,0.15203236210202423,123.71826175,111.172041,75.361314,False,0.0007711244624184488,0.0016447822293548242,126.904266,124.505173,122.467461,140.066147
9431.0,9.431000000000001,0.0,127.924835,127.924835,0.0,0.00288,-0.00288,0.1536142004265571,123.7182425,111.17202175,75.36097099999998,False,0.0007645470758896877,0.0015882350448084281,126.904686,124.505905,122.466675,140.065704
9441.0,9.441,0.0,127.873596,127.873596,0.0,0.00257,-0.00257,0.15761767878027577,122.7182425,110.17202174999997,73.36097799999999,False,0.0006842170127701053,0.0013791573003141266,126.904686,122.505898,120.466682,140.065704
9452.0,9.452,0.0,127.86599,127.86599,0.0,0.002228,-0.002228,0.1557329585289047,123.21838175000002,110.67216099999999,75.36097099999998,False,0.000643248742111524,0.0012557629428098238,124.905235,124.505913,122.466675,140.065704
9463.0,9.463000000000001,0.0,127.767159,127.767159,0.0,0.001005,-0.001005,0.155645458083039,122.21842575,109.67220499999998,74.36118400000001,False,0.0007135384420200452,0.001346114560103473,121.904915,124.505524,121.467224,140.06604
9472.0,9.472,0.0,127.741562,127.741562,0.0,7.6e-05,-7.6e-05,0.15768669566198906,122.96834175,110.42212099999998,74.36184,False,0.0007695223483965563,0.0014108210711354374,124.905235,124.505524,121.467224,140.065384
9481.0,9.481,0.0,127.691414,127.691414,0.0,-0.000846,0.000846,0.15885179645294975,122.71833425,110.17211349999997,73.362908,False,0.0006994537512605703,0.0012455749659672222,124.906067,122.50573,121.467224,141.064316
9492.0,9.492,0.0,127.64212,127.64212,0.0,-0.001683,0.001683,0.15627253690439818,122.718342,110.17212124999998,73.36293900000001,False,0.0006897969678689719,0.0011807695721790523,124.906067,122.50573,121.467255,141.064316
9501.0,9.501,0.0,127.711823,127.711823,0.0,-0.001305,0.001305,0.15720181202099162,123.968178,111.42195724999996,74.36194700000001,False,0.0006832018448816868,0.001138296462684707,126.905991,124.506142,122.466263,141.064316
9512.0,9.512,0.0,127.797348,127.797348,0.0,-0.000113,0.000113,0.15545547441703333,124.21816425000002,111.67194349999998,73.36245,False,0.0006731546805758271,0.0010762068873670927,126.906013,124.506142,122.466476,142.064026
9521.0,9.521,0.0,127.902237,127.902237,0.0,0.001613,-0.001613,0.153210285943436,124.46816825,111.92194749999999,73.362237,False,0.0006662982282161778,0.0010355518051143875,126.906143,125.506241,122.466263,142.064026
9532.0,9.532,0.0,127.891319,127.891319,0.0,0.002367,-0.002367,0.1529163186888888,123.21831125,110.6720905,71.36248899999998,False,0.0006558606829969449,0.0009761780482664406,126.906143,122.506561,120.466515,142.064026
9541.0,9.541,0.0,128.067917,128.067917,0.0,0.004283,-0.004283,0.1528293786599665,125.21784399999999,112.67162324999998,71.363054,False,0.000648742901262267,0.0009373409932518229,127.906197,129.505203,120.466515,142.063461
9552.0,9.552,0.0,128.037125,128.037125,0.0,0.004632,-0.004632,0.15447028641466373,122.96834575,110.42212499999998,77.36289299999999,False,0.0005692436828717007,0.0007888895796561712,124.907082,125.505844,122.466675,138.063782
9563.0,9.563,0.0,128.131393,128.131393,0.0,0.005418,-0.005418,0.15830977001315366,124.46821374999999,111.92199299999999,73.36324400000001,False,0.0006286977298337604,0.0008346357503175028,125.906975,126.505714,122.466705,142.063461
9572.0,9.572000000000001,0.0,128.119003,128.119003,0.0,0.005219,-0.005219,0.16068304845010575,123.21838749999999,110.67216674999999,77.362619,False,0.000675522803025963,0.0008648873305414639,125.906975,125.505844,122.466675,138.064056
9581.0,9.581,0.0,128.127563,128.127563,0.0,0.004702,-0.004702,0.1606701412449464,123.46842949999998,110.92220874999998,76.36251100000001,False,0.0006116771164919044,0.000754520906659728,127.906471,123.506348,122.466705,139.064194
9592.0,9.592,0.0,128.160049,128.160049,0.0,0.004234,-0.004234,0.15927681399636862,123.71815674999999,111.17193599999999,77.36142000000001,False,0.0006000684285254465,0.000703294605219007,127.906471,123.506348,123.465614,139.064194
9601.0,9.601,0.0,128.117477,128.117477,0.0,0.003135,-0.003135,0.15889871050830143,122.968092,110.42187124999998,77.36142000000001,False,0.0005921666586736762,0.0006699116319266452,124.905579,123.506981,123.465614,139.064194
9612.0,9.612,0.0,128.191666,128.191666,0.0,0.002858,-0.002858,0.15916206368618435,124.217907,111.67168625,76.36123699999999,False,0.000580167589792957,0.0006214011489591442,124.905579,127.506058,123.465614,140.064377
9621.0,9.621,0.0,128.181641,128.181641,0.0,0.002121,-0.002121,0.15950335588798015,123.21828675,110.67206599999997,78.36040599999998,False,0.0005720044905670463,0.000589836202905758,126.904999,127.506058,121.466248,136.065842
9632.0,9.632,0.0,128.251862,128.251862,0.0,0.002059,-0.002059,0.1565561290402734,124.21811100000002,111.67189024999999,77.36078700000002,False,0.0005596150407729539,0.0005440415384070363,126.904999,124.506226,124.466003,140.065216
9641.0,9.641,0.0,128.141022,128.141022,0.0,0.000584,-0.000584,0.1558346536033326,122.21841425,109.67219349999998,80.35948199999999,False,0.0005713600528638452,0.0005318276779702202,122.904732,123.506569,124.465919,137.066437
9651.0,9.651,0.0,128.095963,128.095963,0.0,-0.000842,0.000842,0.15497794609906568,122.9684485,110.42222774999998,77.35934499999999,False,0.0005287923576497988,0.0004653195028243573,122.904732,123.506569,124.465919,140.066574
9661.0,9.661,0.0,128.21727,128.21727,0.0,-0.000598,0.000598,0.15389990238051743,124.71807275,112.17185199999999,75.35976500000001,False,0.0005181764312398585,0.0004311841909014902,129.903229,125.506149,122.466339,140.066574
9671.0,9.671,0.0,128.347855,128.347855,0.0,0.000695,-0.000695,0.15423809979826994,124.96814325,112.4219225,70.36059700000001,False,0.0005074008035466093,0.0003981598956279697,129.903229,125.506149,120.466896,143.066299
