I0,I1,I2,I3,I4,I5,I6,I7,AB_I0_filt_mm,AB_I1_filt_mm,AB_h_pred_mm,AB_q0,AB_q1,AB_z_meas_mm,AB_fused_h_mm,AB_fused_vz_mps,AB_valid,AB_hold_cnt,AB_predict_only,AB_hard_relock
104.879921,117.865051,111.372482,0.000000,0.000000,0.000000,0.000000,4492.000000,112.870735,117.865013,115.007292,0.982195,0.976186,115.360211,115.070817,0.018664,1,0,0,0
103.881111,115.867393,109.874252,0.000000,0.000000,0.000000,0.000000,4492.000000,104.879921,116.866158,115.257454,0.913521,0.986594,111.103520,114.509746,0.006202,1,0,0,0
108.875412,115.867409,112.371414,0.000000,0.000000,0.000000,0.000000,4492.000000,104.879921,115.867409,114.571765,0.919235,0.989203,110.575080,113.852362,-0.005788,1,0,0,0
106.877716,116.866287,111.872002,0.000000,0.000000,0.000000,0.000000,4492.000000,106.877716,115.867409,113.794480,0.942360,0.982726,111.466811,113.375500,-0.012771,1,0,0,0
111.872025,114.868591,113.370308,0.000000,0.000000,0.000000,0.000000,4492.000000,108.875412,115.867409,113.247788,0.963564,0.978170,112.397708,113.094774,-0.015321,1,0,0,0
108.875473,118.864052,113.869766,0.000000,0.000000,0.000000,0.000000,4492.000000,108.875473,116.866287,112.941560,0.966116,0.967294,112.873314,112.929276,-0.015526,1,0,0,0
109.874344,117.865204,113.869774,0.000000,0.000000,0.000000,0.000000,4492.000000,109.874344,117.865204,112.774015,0.975836,0.957573,113.832034,112.964458,-0.012352,1,0,0,0
108.875465,115.867470,112.371468,0.000000,0.000000,0.000000,0.000000,4492.000000,108.875473,117.865204,112.840937,0.966954,0.958131,113.349737,112.932521,-0.010826,1,0,0,0
105.878868,115.867439,110.873154,0.000000,0.000000,0.000000,0.000000,4492.000000,108.875465,115.867470,112.824265,0.967093,0.974640,112.385055,112.745207,-0.012143,1,0,0,0
113.869743,119.862885,116.866318,0.000000,0.000000,0.000000,0.000000,4492.000000,108.875465,115.867470,112.623774,0.968764,0.972969,112.379039,112.579721,-0.012878,1,0,0,0
108.875450,120.861740,114.868591,0.000000,0.000000,0.000000,0.000000,4492.000000,108.875450,119.862885,112.450946,0.970204,0.938234,114.277136,112.779661,-0.007399,1,0,0,0
110.873177,116.866318,113.869751,0.000000,0.000000,0.000000,0.000000,4492.000000,110.873177,119.862885,112.705671,0.984729,0.940357,115.264426,113.166247,0.000277,1,0,0,0
109.874329,116.866325,113.370331,0.000000,0.000000,0.000000,0.000000,4492.000000,109.874329,116.866325,113.169020,0.972544,0.969189,113.364286,113.204168,0.000863,1,0,0,0
109.874290,117.865150,113.869720,0.000000,0.000000,0.000000,0.000000,4492.000000,109.874329,116.866325,113.212799,0.972179,0.969554,113.365600,113.240304,0.001322,1,0,0,0
108.875412,117.865128,113.370270,0.000000,0.000000,0.000000,0.000000,4492.000000,109.874290,117.865128,113.253519,0.971840,0.961570,113.848486,113.360613,0.003106,1,0,0,0
108.875404,120.861687,114.868546,0.000000,0.000000,0.000000,0.000000,4492.000000,108.875412,117.865150,113.391677,0.962364,0.962721,113.371114,113.387976,0.003045,1,0,0,0
108.875404,115.867401,112.371399,0.000000,0.000000,0.000000,0.000000,4492.000000,108.875404,117.865128,113.418423,0.962142,0.962944,113.372140,113.410092,0.002906,1,0,0,0
105.878830,121.860542,113.869690,0.000000,0.000000,0.000000,0.000000,4492.000000,108.875404,120.861687,113.439151,0.961969,0.938146,114.793405,113.682917,0.006969,1,0,0,0
107.876564,109.874283,108.875427,0.000000,0.000000,0.000000,0.000000,4492.000000,107.876564,115.867401,113.752603,0.951033,0.982377,111.936755,113.425751,0.001521,1,0,0,0
110.873154,120.861725,115.867439,0.000000,0.000000,0.000000,0.000000,4492.000000,107.876564,120.861725,113.440962,0.953630,0.938160,114.316053,113.598478,0.004146,1,0,0,0
108.875435,117.865150,113.370293,0.000000,0.000000,0.000000,0.000000,4492.000000,108.875435,117.865150,113.639942,0.960296,0.964790,113.380786,113.593294,0.003369,1,0,0,0
109.874329,121.860619,115.867477,0.000000,0.000000,0.000000,0.000000,4492.000000,109.874329,120.861725,113.626983,0.968728,0.939710,115.284496,113.925335,0.008341,1,0,0,0
110.873215,114.868645,112.870926,0.000000,0.000000,0.000000,0.000000,4492.000000,109.874329,117.865150,114.008750,0.965546,0.967863,113.874527,113.984590,0.007939,1,0,0,0
113.869797,116.866379,115.368088,0.000000,0.000000,0.000000,0.000000,4492.000000,110.873215,116.866379,114.063978,0.973410,0.976647,113.874770,114.029920,0.007371,1,0,0,0
109.874352,111.872063,110.873207,0.000000,0.000000,0.000000,0.000000,4492.000000,110.873215,114.868645,114.103632,0.973080,0.993625,112.891799,113.885502,0.003736,1,0,0,0
108.875465,120.861755,114.868607,0.000000,0.000000,0.000000,0.000000,4492.000000,109.874352,116.866379,113.922859,0.966262,0.975471,113.386945,113.826394,0.002128,1,0,0,0
118.864006,118.864006,118.864006,0.000000,0.000000,0.000000,0.000000,4492.000000,109.874352,118.864006,113.847673,0.966889,0.958197,114.348885,113.937891,0.003632,1,0,0,0
107.876564,114.868561,111.372559,0.000000,0.000000,0.000000,0.000000,4492.000000,108.875465,118.864006,113.974207,0.957510,0.959252,113.874272,113.956219,0.003332,1,0,0,0
110.873100,116.866234,113.869667,0.000000,0.000000,0.000000,0.000000,4492.000000,110.873100,116.866234,113.989536,0.974030,0.976028,113.872737,113.968512,0.002981,1,0,0,0
109.874237,118.863945,114.369095,0.000000,0.000000,0.000000,0.000000,4492.000000,109.874237,116.866234,113.998326,0.965633,0.976101,113.389083,113.888662,0.001154,1,0,0,0
106.877625,118.863899,112.870758,0.000000,0.000000,0.000000,0.000000,4492.000000,109.874237,118.863899,113.900198,0.966450,0.958636,114.350822,113.981311,0.002505,1,0,0,0
106.877655,117.865082,112.371368,0.000000,0.000000,0.000000,0.000000,4492.000000,106.877655,118.863899,114.006366,0.940594,0.959521,112.930473,113.812705,-0.000722,1,0,0,0
107.876511,118.863937,113.370224,0.000000,0.000000,0.000000,0.000000,4492.000000,106.877655,118.863899,113.805483,0.942268,0.957847,112.919913,113.646080,-0.003379,1,0,0,0
106.877670,116.866234,111.871948,0.000000,0.000000,0.000000,0.000000,4492.000000,106.877670,117.865082,113.612291,0.943878,0.964560,112.430912,113.399643,-0.006923,1,0,0,0
106.877670,113.869659,110.373665,0.000000,0.000000,0.000000,0.000000,4492.000000,106.877670,116.866234,113.330413,0.946227,0.970535,111.935288,113.079290,-0.011108,1,0,0,0
105.878815,118.863960,112.371384,0.000000,0.000000,0.000000,0.000000,4492.000000,106.877670,116.866234,112.968206,0.949246,0.967516,111.919558,112.779450,-0.014254,1,0,0,0
109.874229,114.868507,112.371368,0.000000,0.000000,0.000000,0.000000,4492.000000,106.877670,114.868507,112.636906,0.952006,0.981403,110.933838,112.330354,-0.019364,1,0,0,0
104.879936,115.867355,110.373642,0.000000,0.000000,0.000000,0.000000,4492.000000,105.878815,115.867355,112.136718,0.947851,0.968911,110.927960,111.919142,-0.022990,1,0,0,0
107.876518,115.867371,111.871948,0.000000,0.000000,0.000000,0.000000,4492.000000,107.876518,115.867355,111.689243,0.968227,0.965182,111.865644,111.720996,-0.022461,1,0,0,0
105.878777,120.861626,113.370201,0.000000,0.000000,0.000000,0.000000,4492.000000,105.878777,115.867371,111.496389,0.953187,0.963575,110.900142,111.389065,-0.024249,1,0,0,0
110.873055,113.869621,112.371338,0.000000,0.000000,0.000000,0.000000,4492.000000,107.876518,115.867371,111.146571,0.972750,0.960660,111.846961,111.272641,-0.022148,1,0,0,0
106.877640,117.865067,112.371353,0.000000,0.000000,0.000000,0.000000,4492.000000,106.877640,117.865067,111.051159,0.965221,0.943217,112.308014,111.277393,-0.018378,1,0,0,0
113.869644,119.862785,116.866211,0.000000,0.000000,0.000000,0.000000,4492.000000,110.873055,117.865067,111.093617,0.998162,0.943571,114.270773,111.665505,-0.008846,1,0,0,0
100.884499,114.868492,107.876495,0.000000,0.000000,0.000000,0.000000,4492.000000,106.877640,117.865067,111.577043,0.960838,0.947600,112.333245,111.713159,-0.006578,1,0,0,0
107.876503,116.866219,112.371361,0.000000,0.000000,0.000000,0.000000,4492.000000,107.876503,116.866219,111.647384,0.968576,0.956510,112.343188,111.772629,-0.004490,1,0,0,0
110.873070,119.862778,115.367920,0.000000,0.000000,0.000000,0.000000,4492.000000,107.876503,116.866219,111.727727,0.967906,0.957179,112.346314,111.839073,-0.002634,1,0,0,0
108.875381,114.868523,111.871948,0.000000,0.000000,0.000000,0.000000,4492.000000,108.875381,116.866219,111.812729,0.975522,0.957888,112.834358,111.996622,0.000430,1,0,0,0
104.879936,118.863930,111.871933,0.000000,0.000000,0.000000,0.000000,4492.000000,108.875381,118.863930,112.000927,0.973954,0.942808,113.788504,112.322691,0.005793,1,0,0,0
109.874199,116.866196,113.370193,0.000000,0.000000,0.000000,0.000000,4492.000000,108.875381,116.866196,112.380623,0.970790,0.962620,112.853906,112.465814,0.007213,1,0,0,0
109.874207,114.868492,112.371353,0.000000,0.000000,0.000000,0.000000,4492.000000,109.874199,116.866196,112.537945,0.977802,0.963931,113.345224,112.683255,0.009635,1,0,0,0
106.877670,115.867386,111.372528,0.000000,0.000000,0.000000,0.000000,4492.000000,109.874199,115.867386,112.779604,0.975788,0.974268,112.868457,112.795598,0.009901,1,0,0,0
107.876534,113.869675,110.873108,0.000000,0.000000,0.000000,0.000000,4492.000000,107.876534,114.868492,112.894612,0.958183,0.983551,111.418187,112.628856,0.005472,1,0,0,0
105.878799,111.871941,108.875366,0.000000,0.000000,0.000000,0.000000,4492.000000,106.877670,113.869675,112.683578,0.951617,0.990116,110.442987,112.280271,-0.001250,1,0,0,0
107.876518,119.862793,113.869659,0.000000,0.000000,0.000000,0.000000,4492.000000,107.876518,113.869675,112.267776,0.963406,0.986651,110.908816,112.023163,-0.005326,1,0,0,0
108.875359,114.868500,111.871933,0.000000,0.000000,0.000000,0.000000,4492.000000,107.876518,114.868500,111.969898,0.965888,0.975845,111.390435,111.865595,-0.007065,1,0,0,0
109.874229,116.866234,113.370232,0.000000,0.000000,0.000000,0.000000,4492.000000,108.875359,116.866234,111.794947,0.975670,0.957739,112.833742,111.981930,-0.003948,1,0,0,0
105.878845,116.866272,111.372559,0.000000,0.000000,0.000000,0.000000,4492.000000,108.875359,116.866234,111.942445,0.974441,0.958968,112.838822,112.103793,-0.001259,1,0,0,0
111.872009,114.868584,113.370300,0.000000,0.000000,0.000000,0.000000,4492.000000,109.874229,116.866234,112.091200,0.981525,0.960208,113.331851,112.314517,0.002463,1,0,0,0
107.876633,117.865204,112.870918,0.000000,0.000000,0.000000,0.000000,4492.000000,107.876633,116.866272,112.339143,0.962812,0.962274,112.370195,112.344733,0.002556,1,0,0,0
104.880035,121.860619,113.370331,0.000000,0.000000,0.000000,0.000000,4492.000000,107.876633,117.865204,112.370290,0.962553,0.954209,112.849178,112.456490,0.003992,1,0,0,0
104.880043,116.866325,110.873184,0.000000,0.000000,0.000000,0.000000,4492.000000,104.880043,117.865204,112.496415,0.936530,0.955260,111.436904,112.305703,0.000814,1,0,0,0
105.878922,114.868645,110.373779,0.000000,0.000000,0.000000,0.000000,4492.000000,104.880043,116.866325,112.313842,0.938052,0.962063,110.948917,112.068155,-0.003281,1,0,0,0
105.878922,115.867500,110.873215,0.000000,0.000000,0.000000,0.000000,4492.000000,105.878922,115.867500,112.035347,0.948696,0.968065,110.923678,111.835246,-0.006616,1,0,0,0
107.876610,113.869759,110.873184,0.000000,0.000000,0.000000,0.000000,4492.000000,105.878922,114.868645,111.769088,0.950915,0.974170,110.428082,111.527707,-0.010639,1,0,0,0
109.874313,116.866310,113.370316,0.000000,0.000000,0.000000,0.000000,4492.000000,107.876610,115.867500,111.421318,0.970461,0.962948,111.856531,111.499656,-0.009333,1,0,0,0
107.876587,116.866302,112.371445,0.000000,0.000000,0.000000,0.000000,4492.000000,107.876610,116.866302,111.406324,0.970586,0.954500,112.333898,111.573287,-0.006551,1,0,0,0
107.876579,116.866295,112.371437,0.000000,0.000000,0.000000,0.000000,4492.000000,107.876587,116.866302,111.507782,0.969740,0.955346,112.337835,111.657191,-0.004060,1,0,0,0
111.871979,118.863976,115.367981,0.000000,0.000000,0.000000,0.000000,4492.000000,107.876587,116.866302,111.616588,0.968833,0.956252,112.342069,111.747174,-0.001884,1,0,0,0
106.877701,115.867401,111.372551,0.000000,0.000000,0.000000,0.000000,4492.000000,107.876579,116.866295,111.728335,0.967902,0.957184,112.346411,111.839589,-0.000030,1,0,0,0
107.876564,117.865135,112.870850,0.000000,0.000000,0.000000,0.000000,4492.000000,107.876564,117.865135,111.839292,0.966977,0.949785,112.826053,112.016909,0.002931,1,0,0,0
106.877663,118.863953,112.870804,0.000000,0.000000,0.000000,0.000000,4492.000000,106.877701,117.865135,112.046215,0.956929,0.951509,112.355816,112.101943,0.003859,1,0,0,0
111.871948,118.863945,115.367950,0.000000,0.000000,0.000000,0.000000,4492.000000,107.876564,118.863945,112.140537,0.964467,0.943972,113.311256,112.351266,0.007372,1,0,0,0
107.876488,119.862762,113.869629,0.000000,0.000000,0.000000,0.000000,4492.000000,107.876488,118.863953,112.424982,0.962096,0.946342,113.324870,112.586962,0.010071,1,0,0,0
109.874176,115.867317,112.870743,0.000000,0.000000,0.000000,0.000000,4492.000000,109.874176,118.863945,112.687674,0.976554,0.948531,114.303629,112.978546,0.014919,1,0,0,0
109.874146,116.866135,113.370140,0.000000,0.000000,0.000000,0.000000,4492.000000,109.874146,116.866135,113.127737,0.972887,0.968847,113.362867,113.170060,0.015624,1,0,0,0
105.878700,116.866104,111.372406,0.000000,0.000000,0.000000,0.000000,4492.000000,109.874146,116.866104,113.326305,0.971232,0.970502,113.368810,113.333956,0.015752,1,0,0,0
105.878716,115.867271,110.872993,0.000000,0.000000,0.000000,0.000000,4492.000000,105.878716,116.866104,113.491476,0.936560,0.971878,111.474077,113.128344,0.009700,1,0,0,0
109.874138,119.862701,114.868423,0.000000,0.000000,0.000000,0.000000,4492.000000,105.878716,116.866104,113.225342,0.938778,0.969660,111.461309,112.907816,0.004408,1,0,0,0
110.872993,119.862701,115.367844,0.000000,0.000000,0.000000,0.000000,4492.000000,109.874138,119.862701,112.951893,0.974352,0.942410,114.785192,113.281887,0.009908,1,0,0,0
101.883293,118.863846,110.373566,0.000000,0.000000,0.000000,0.000000,4492.000000,109.874138,119.862701,113.380962,0.970776,0.945986,114.803825,113.637078,0.014176,1,0,0,0
107.876404,120.861526,114.368965,0.000000,0.000000,0.000000,0.000000,4492.000000,107.876404,119.862701,113.778839,0.950813,0.949301,113.864784,113.794309,0.014434,1,0,0,0
102.882118,119.862663,111.372391,0.000000,0.000000,0.000000,0.000000,4492.000000,102.882118,119.862663,113.938649,0.907862,0.950633,111.567784,113.511894,0.007321,1,0,0,0
108.875244,119.862648,114.368942,0.000000,0.000000,0.000000,0.000000,4492.000000,107.876404,119.862663,113.585108,0.952427,0.947687,113.854582,113.633613,0.008130,1,0,0,0
110.872971,116.866096,113.869537,0.000000,0.000000,0.000000,0.000000,4492.000000,108.875244,119.862648,113.714911,0.959669,0.948769,114.337567,113.826989,0.009998,1,0,0,0
109.874092,117.864944,113.869522,0.000000,0.000000,0.000000,0.000000,4492.000000,109.874092,117.864944,113.926967,0.966226,0.967184,113.871497,113.916983,0.009831,1,0,0,0
111.871819,112.870674,112.371246,0.000000,0.000000,0.000000,0.000000,4492.000000,110.872971,116.866096,114.015297,0.973814,0.976243,113.873267,113.989731,0.009405,1,0,0,0
108.875259,120.861526,114.868393,0.000000,0.000000,0.000000,0.000000,4492.000000,109.874092,117.864944,114.083784,0.964919,0.968490,113.876898,114.046545,0.008785,1,0,0,0
111.871819,118.863808,115.367813,0.000000,0.000000,0.000000,0.000000,4492.000000,111.871819,118.863808,114.134391,0.981145,0.960588,115.330802,114.349745,0.012374,1,0,0,0
103.880966,118.863800,111.372383,0.000000,0.000000,0.000000,0.000000,4492.000000,108.875259,118.863808,114.473484,0.953348,0.963414,113.895761,114.369494,0.010641,1,0,0,0
103.880966,121.860359,112.870667,0.000000,0.000000,0.000000,0.000000,4492.000000,103.880966,118.863808,114.475901,0.911709,0.963434,111.579035,113.954465,0.001950,1,0,0,0
109.874107,116.866089,113.370102,0.000000,0.000000,0.000000,0.000000,4492.000000,103.880966,118.863800,113.973966,0.915892,0.959251,111.545610,113.536862,-0.005335,1,0,0,0
103.880981,114.868393,109.374687,0.000000,0.000000,0.000000,0.000000,4492.000000,103.880981,116.866089,113.483512,0.919979,0.971812,110.551424,112.955736,-0.014131,1,0,0,0
107.876419,112.870697,110.373558,0.000000,0.000000,0.000000,0.000000,4492.000000,107.876419,114.868393,112.814424,0.958850,0.982884,111.415677,112.562650,-0.018327,1,0,0,0
106.877571,118.863846,112.870712,0.000000,0.000000,0.000000,0.000000,4492.000000,106.877571,114.868393,112.379375,0.954152,0.979258,110.924865,112.117563,-0.022691,1,0,0,0
111.871880,112.870735,112.371307,0.000000,0.000000,0.000000,0.000000,4492.000000,107.876419,112.870735,111.890653,0.966548,0.991833,110.405818,111.623383,-0.027146,1,0,0,0
109.874199,116.866196,113.370193,0.000000,0.000000,0.000000,0.000000,4492.000000,109.874199,116.866196,111.351928,0.987686,0.954048,113.309634,111.704315,-0.021272,1,0,0,0
111.871948,117.865089,114.868515,0.000000,0.000000,0.000000,0.000000,4492.000000,111.871880,116.866196,111.491591,0.996831,0.955212,114.315796,111.999948,-0.012800,1,0,0,0
108.875374,118.863937,113.869659,0.000000,0.000000,0.000000,0.000000,4492.000000,109.874199,117.865089,111.871950,0.983352,0.950057,113.800839,112.219150,-0.007013,1,0,0,0
111.871948,115.867371,113.869659,0.000000,0.000000,0.000000,0.000000,4492.000000,111.871948,117.865089,112.149019,0.997691,0.952366,114.798870,112.625992,0.000936,1,0,0,0
110.873116,117.865112,114.369110,0.000000,0.000000,0.000000,0.000000,4492.000000,110.873116,117.865112,112.635357,0.985315,0.956419,114.317088,112.938069,0.005982,1,0,0,0
118.863983,117.865120,118.364548,0.000000,0.000000,0.000000,0.000000,4492.000000,111.871948,117.865112,112.997885,0.990617,0.959440,114.820621,113.325977,0.011450,1,0,0,0
107.876541,118.863968,113.370255,0.000000,0.000000,0.000000,0.000000,4492.000000,110.873116,117.865120,113.440476,0.978605,0.963128,114.341252,113.602616,0.014152,1,0,0,0
106.877686,116.866249,111.871964,0.000000,0.000000,0.000000,0.000000,4492.000000,107.876541,117.865120,113.744137,0.951103,0.965658,112.908755,113.593769,0.011646,1,0,0,0
109.874268,118.863983,114.369125,0.000000,0.000000,0.000000,0.000000,4492.000000,107.876541,118.863968,113.710229,0.951386,0.957052,113.386566,113.651969,0.010675,1,0,0,0
103.881142,116.866287,110.373718,0.000000,0.000000,0.000000,0.000000,4492.000000,106.877686,116.866287,113.758720,0.942658,0.974104,111.953921,113.433856,0.005261,1,0,0,0
107.876572,119.862862,113.869720,0.000000,0.000000,0.000000,0.000000,4492.000000,107.876572,118.863983,113.486462,0.953251,0.955187,113.375852,113.466553,0.004929,1,0,0,0
116.866280,119.862854,118.364563,0.000000,0.000000,0.000000,0.000000,4492.000000,107.876572,119.862854,113.515841,0.953006,0.947108,113.851111,113.576189,0.005935,1,0,0,0
108.875427,115.867416,112.371422,0.000000,0.000000,0.000000,0.000000,4492.000000,108.875427,119.862854,113.635535,0.960332,0.948106,114.333944,113.761249,0.008030,1,0,0,0
104.879967,118.863968,111.871964,0.000000,0.000000,0.000000,0.000000,4492.000000,108.875427,118.863968,113.841547,0.958616,0.958146,113.868475,113.846394,0.008111,1,0,0,0
109.874214,119.862785,114.868500,0.000000,0.000000,0.000000,0.000000,4492.000000,108.875427,118.863968,113.927501,0.957899,0.958863,113.872208,113.917548,0.007945,1,0,0,0
109.874176,113.869598,111.871887,0.000000,0.000000,0.000000,0.000000,4492.000000,109.874176,118.863968,113.996996,0.965643,0.959442,114.354593,114.061363,0.009018,1,0,0,0
111.871864,120.861565,116.366714,0.000000,0.000000,0.000000,0.000000,4492.000000,109.874214,119.862785,114.151538,0.964356,0.952406,114.837364,114.274987,0.011075,1,0,0,0
112.870735,113.869591,113.370163,0.000000,0.000000,0.000000,0.000000,4492.000000,111.871864,113.869598,114.385737,0.979051,0.995699,112.879152,114.114552,0.006555,1,0,0,0
108.875336,118.863907,113.869621,0.000000,0.000000,0.000000,0.000000,4492.000000,111.871864,118.863907,114.180105,0.980765,0.960968,115.332243,114.387489,0.010012,1,0,0,0
108.875351,116.866211,112.870781,0.000000,0.000000,0.000000,0.000000,4492.000000,108.875351,116.866211,114.487606,0.953231,0.980178,112.926468,114.206601,0.005328,1,0,0,0
110.873062,119.862770,115.367920,0.000000,0.000000,0.000000,0.000000,4492.000000,108.875351,118.863907,114.259884,0.955129,0.961633,113.886576,114.192689,0.004208,1,0,0,0
109.874237,117.865089,113.869659,0.000000,0.000000,0.000000,0.000000,4492.000000,109.874237,117.865089,114.234772,0.963662,0.969747,113.882238,114.171316,0.003151,1,0,0,0
107.876518,118.863937,113.370224,0.000000,0.000000,0.000000,0.000000,4492.000000,109.874237,118.863937,114.202823,0.963928,0.961157,114.362617,114.231586,0.003630,1,0,0,0
108.875389,112.870811,110.873100,0.000000,0.000000,0.000000,0.000000,4492.000000,108.875389,117.865089,114.267887,0.955063,0.970023,113.405171,114.112598,0.001042,1,0,0,0
108.875435,117.865150,113.370293,0.000000,0.000000,0.000000,0.000000,4492.000000,108.875389,117.865150,114.123018,0.956270,0.968816,113.399563,113.992796,-0.001128,1,0,0,0
105.878845,119.862839,112.870842,0.000000,0.000000,0.000000,0.000000,4492.000000,108.875389,117.865150,113.981512,0.957449,0.967636,113.394056,113.875770,-0.002891,1,0,0,0
104.879990,111.871986,108.375992,0.000000,0.000000,0.000000,0.000000,4492.000000,105.878845,117.865150,113.846862,0.933600,0.966514,111.975813,113.510073,-0.008504,1,0,0,0
106.877701,113.869698,110.373703,0.000000,0.000000,0.000000,0.000000,4492.000000,105.878845,113.869698,113.425034,0.937115,0.996294,109.996567,112.807910,-0.018789,1,0,0,0
112.870850,114.868561,113.869705,0.000000,0.000000,0.000000,0.000000,4492.000000,106.877701,113.869698,112.620017,0.952147,0.989586,110.441106,112.227813,-0.025326,1,0,0,0
110.873146,115.867432,113.370285,0.000000,0.000000,0.000000,0.000000,4492.000000,110.873146,114.868561,111.974553,0.990822,0.975883,112.855680,112.133155,-0.022683,1,0,0,0
106.877731,117.865158,112.371445,0.000000,0.000000,0.000000,0.000000,4492.000000,110.873146,115.867432,111.906329,0.991390,0.966991,113.339177,112.164241,-0.018384,1,0,0,0
106.877747,116.866318,111.872032,0.000000,0.000000,0.000000,0.000000,4492.000000,106.877747,116.866318,111.980400,0.957478,0.959284,111.876739,111.961741,-0.018695,1,0,0,0
112.870911,120.861778,116.866348,0.000000,0.000000,0.000000,0.000000,4492.000000,106.877747,117.865158,111.774790,0.959191,0.949247,112.342826,111.877037,-0.016991,1,0,0,0
110.873184,113.869759,112.371475,0.000000,0.000000,0.000000,0.000000,4492.000000,110.873184,116.866318,111.707127,0.993050,0.957007,113.814364,112.086429,-0.010669,1,0,0,0
107.876602,117.865173,112.870888,0.000000,0.000000,0.000000,0.000000,4492.000000,110.873184,117.865173,111.979737,0.990779,0.950955,114.297477,112.396930,-0.003716,1,0,0,0
109.874313,117.865181,113.869751,0.000000,0.000000,0.000000,0.000000,4492.000000,109.874313,117.865173,112.359769,0.979288,0.954122,113.817736,112.622203,0.000658,1,0,0,0
109.874329,113.869766,111.872047,0.000000,0.000000,0.000000,0.000000,4492.000000,109.874313,117.865173,112.628782,0.977046,0.956363,113.827002,112.844461,0.004252,1,0,0,0
107.876602,119.862900,113.869751,0.000000,0.000000,0.000000,0.000000,4492.000000,109.874313,117.865181,112.886986,0.974894,0.958515,113.835899,113.057791,0.007099,1,0,0,0
108.875435,115.867432,112.371429,0.000000,0.000000,0.000000,0.000000,4492.000000,108.875435,115.867432,113.128783,0.964555,0.977178,112.394160,112.996551,0.004895,1,0,0,0
108.875443,112.870872,110.873154,0.000000,0.000000,0.000000,0.000000,4492.000000,108.875435,115.867432,113.045504,0.965249,0.976484,112.391661,112.927813,0.002934,1,0,0,0
104.880005,119.862877,112.371445,0.000000,0.000000,0.000000,0.000000,4492.000000,108.875435,115.867432,112.957151,0.965986,0.975748,112.389009,112.854885,0.001229,1,0,0,0
106.877731,111.872017,109.374878,0.000000,0.000000,0.000000,0.000000,4492.000000,106.877731,112.870872,112.867180,0.950088,0.999969,109.950952,112.342259,-0.007519,1,0,0,0
109.874298,114.868584,112.371445,0.000000,0.000000,0.000000,0.000000,4492.000000,106.877731,114.868584,112.267066,0.955089,0.978321,110.921166,112.024804,-0.011557,1,0,0,0
104.879990,116.866272,110.873131,0.000000,0.000000,0.000000,0.000000,4492.000000,106.877731,114.868584,111.909234,0.958071,0.975339,110.908842,111.729164,-0.014558,1,0,0,0
109.874298,116.866295,113.370300,0.000000,0.000000,0.000000,0.000000,4492.000000,109.874298,116.866272,111.583582,0.985756,0.955978,113.316671,111.895538,-0.009359,1,0,0,0
111.872017,116.866302,114.369156,0.000000,0.000000,0.000000,0.000000,4492.000000,109.874298,116.866295,111.801949,0.983936,0.957797,113.323234,112.075781,-0.004795,1,0,0,0
109.874313,118.864037,114.369171,0.000000,0.000000,0.000000,0.000000,4492.000000,109.874313,116.866302,112.027830,0.982054,0.959679,113.330023,112.262225,-0.000888,1,0,0,0
104.880043,116.866333,110.873184,0.000000,0.000000,0.000000,0.000000,4492.000000,109.874313,116.866333,112.253341,0.980175,0.961558,113.336805,112.448364,0.002362,1,0,0,0
106.877762,116.866333,111.872047,0.000000,0.000000,0.000000,0.000000,4492.000000,106.877762,116.866333,112.471984,0.953381,0.963380,111.898101,112.368685,0.000640,1,0,0,0
104.880051,118.864059,111.872055,0.000000,0.000000,0.000000,0.000000,4492.000000,104.880051,116.866333,112.375088,0.937541,0.962573,110.952144,112.118958,-0.003629,1,0,0,0
104.880020,114.868599,109.874313,0.000000,0.000000,0.000000,0.000000,4492.000000,104.880051,116.866333,112.082672,0.939978,0.960136,110.936772,111.876410,-0.007066,1,0,0,0
107.876595,110.873161,109.374878,0.000000,0.000000,0.000000,0.000000,4492.000000,104.880051,114.868599,111.805748,0.942286,0.974476,109.958200,111.473189,-0.012609,1,0,0,0
107.876602,120.861740,114.369171,0.000000,0.000000,0.000000,0.000000,4492.000000,107.876595,114.868599,111.347101,0.971079,0.970654,111.371832,111.351552,-0.012535,1,0,0,0
109.874283,115.867424,112.870850,0.000000,0.000000,0.000000,0.000000,4492.000000,107.876602,115.867424,111.226205,0.972087,0.961323,111.849770,111.338447,-0.010664,1,0,0,0
110.873131,119.862839,115.367981,0.000000,0.000000,0.000000,0.000000,4492.000000,109.874283,119.862839,111.231807,0.988687,0.928075,114.710630,111.857995,-0.000228,1,0,0,0
113.869675,113.869675,113.869675,0.000000,0.000000,0.000000,0.000000,4492.000000,110.873131,115.867424,111.855720,0.991812,0.966569,113.338090,112.122547,0.004220,1,0,0,0
112.870850,115.867416,114.369133,0.000000,0.000000,0.000000,0.000000,4492.000000,112.870850,115.867416,112.164743,0.994116,0.969144,114.350076,112.558103,0.010776,1,0,0,0
110.873131,118.863991,114.868561,0.000000,0.000000,0.000000,0.000000,4492.000000,112.870850,115.867416,112.665858,0.998292,0.973320,114.350157,112.969032,0.015828,1,0,0,0
110.873108,115.867393,113.370255,0.000000,0.000000,0.000000,0.000000,4492.000000,110.873131,115.867416,113.127317,0.981215,0.977166,113.365110,113.170120,0.016542,1,0,0,0
