I0,I1,I2,I3,I4,I5,I6,I7,I8,I9
65.000000,2.000000,3.000000,2.000000,-3.000000,1.980000,-2.860000,0.000000,0.000000,0.000000
65.000000,2.000000,2.000000,2.000000,-2.000000,1.980000,-2.000000,0.000000,0.000000,0.000000
65.000000,2.000000,2.000000,2.000000,-2.000000,1.990000,-1.950000,0.000000,0.000000,0.000000
65.000000,2.000000,2.000000,2.000000,-2.000000,1.990000,-1.960000,0.000000,0.000000,0.000000
65.000000,2.000000,2.000000,2.000000,-2.000000,2.000000,-1.980000,0.000000,0.000000,0.000000
64.000000,3.000000,2.000000,3.000000,-2.000000,2.910000,-1.990000,0.000000,0.000000,0.000000
63.000000,2.000000,2.000000,2.000000,-2.000000,2.070000,-1.990000,0.000000,0.000000,0.000000
63.000000,2.000000,2.000000,2.000000,-2.000000,1.990000,-2.000000,0.000000,0.000000,0.000000
63.000000,2.000000,3.000000,2.000000,-3.000000,1.990000,-2.990000,0.000000,0.000000,0.000000
65.000000,2.000000,3.000000,2.000000,-3.000000,1.990000,-3.060000,0.000000,0.000000,0.000000
65.000000,2.000000,3.000000,2.000000,-3.000000,2.000000,-3.040000,0.000000,0.000000,0.000000
66.000000,2.000000,3.000000,2.000000,-3.000000,2.420000,-3.030000,0.000000,0.000000,0.000000
65.000000,2.000000,3.000000,2.000000,-3.000000,2.020000,-3.020000,0.000000,0.000000,0.000000
65.000000,2.000000,4.000000,2.000000,-5.000000,2.410000,-4.860000,0.000000,0.000000,0.000000
66.000000,2.000000,3.000000,2.000000,-3.000000,2.240000,-3.150000,0.000000,0.000000,0.000000
66.000000,3.000000,4.000000,3.000000,-5.000000,2.980000,-4.840000,0.000000,0.000000,0.000000
67.000000,2.000000,4.000000,2.000000,-5.000000,2.040000,-4.580000,0.000000,0.000000,0.000000
66.000000,2.000000,3.000000,2.000000,-3.000000,1.970000,-3.160000,0.000000,0.000000,0.000000
67.000000,2.000000,3.000000,2.000000,-4.000000,1.980000,-3.950000,0.000000,0.000000,0.000000
67.000000,2.000000,3.000000,2.000000,-4.000000,1.990000,-3.750000,0.000000,0.000000,0.000000
66.000000,1.000000,3.000000,1.000000,-3.000000,1.070000,-3.010000,0.000000,0.000000,0.000000
66.000000,1.000000,3.000000,1.000000,-3.000000,0.930000,-2.960000,0.000000,0.000000,0.000000
67.000000,1.000000,2.000000,1.000000,-2.000000,0.950000,-2.210000,0.000000,0.000000,0.000000
65.000000,1.000000,2.000000,1.000000,-2.000000,0.970000,-1.930000,0.000000,0.000000,0.000000
64.000000,2.000000,2.000000,2.000000,-2.000000,1.480000,-1.940000,0.000000,0.000000,0.000000
63.000000,2.000000,3.000000,2.000000,-3.000000,2.030000,-2.950000,0.000000,0.000000,0.000000
64.000000,1.000000,3.000000,1.000000,-3.000000,1.060000,-2.970000,0.000000,0.000000,0.000000
64.000000,2.000000,3.000000,2.000000,-3.000000,1.750000,-3.040000,0.000000,0.000000,0.000000
65.000000,1.000000,3.000000,1.000000,-3.000000,1.200000,-3.030000,0.000000,0.000000,0.000000
66.000000,2.000000,3.000000,2.000000,-3.000000,1.920000,-3.020000,0.000000,0.000000,0.000000
65.000000,2.000000,3.000000,2.000000,-3.000000,2.050000,-3.010000,0.000000,0.000000,0.000000
65.000000,2.000000,3.000000,2.000000,-3.000000,2.040000,-3.010000,0.000000,0.000000,0.000000
66.000000,2.000000,3.000000,2.000000,-3.000000,2.030000,-3.000000,0.000000,0.000000,0.000000
65.000000,2.000000,4.000000,2.000000,-5.000000,2.020000,-5.030000,0.000000,0.000000,0.000000
64.000000,2.000000,3.000000,2.000000,-3.000000,2.010000,-3.290000,0.000000,0.000000,0.000000
64.000000,2.000000,3.000000,2.000000,-3.000000,2.010000,-2.970000,0.000000,0.000000,0.000000
64.000000,2.000000,4.000000,2.000000,-4.000000,2.000000,-3.750000,0.000000,0.000000,0.000000
65.000000,3.000000,4.000000,3.000000,-5.000000,2.790000,-4.540000,0.000000,0.000000,0.000000
69.000000,4.000000,3.000000,5.000000,-4.000000,4.650000,-4.590000,0.000000,0.000000,0.000000
68.000000,3.000000,1.000000,4.000000,-1.000000,4.930000,-1.980000,0.000000,0.000000,0.000000
70.000000,3.000000,1.000000,4.000000,-1.000000,3.270000,-0.810000,0.000000,0.000000,0.000000
73.000000,3.000000,2.000000,4.000000,-3.000000,4.500000,-2.320000,0.000000,0.000000,0.000000
75.000000,-1.000000,3.000000,-1.000000,-4.000000,-0.410000,-4.010000,0.000000,0.000000,0.000000
