t_ms,online_roll,online_pitch,repo_mahony_roll_aligned,repo_mahony_pitch_aligned,soft_mahony_roll_aligned,soft_mahony_pitch_aligned,madgwick_imu_roll_aligned,madgwick_imu_pitch_aligned,complementary_rp_roll_aligned,complementary_rp_pitch_aligned,gyro_only_roll_aligned,gyro_only_pitch_aligned,repo_mahony_accel_mag,repo_mahony_acc_weight,soft_mahony_acc_weight
3409.0,-0.41781,1.626446,-0.28981594526999555,1.6866026708829245,-0.29057254199659166,1.6824133658793075,-0.29434397456882344,1.6471285084411464,-0.2912737573490589,1.6773059169534017,-0.28953952927989146,1.6880873568019632,0.9991283742843058,0.9912837428430579,0.9975096408123022
3412.0,-0.417201,1.62655,-0.28976878342608536,1.6860566909965562,-0.2905059463979116,1.6818908497955973,-0.28240062083184947,1.6534438466599113,-0.29119956089376053,1.6768294548570886,-0.28949889564114306,1.6875336285912483,0.9991063568779852,0.9910635687798521,0.9974467339371006
3413.0,-0.415436,1.626902,-0.2897809635991355,1.6858903237651166,-0.29051290040712274,1.6817351393615303,-0.28689094198278164,1.65228571251519,-0.291206506997181,1.676692847508384,-0.28951284355688855,1.6873637357685964,0.999046029625262,0.9904602962526201,0.9972743703578915
3414.0,-0.414862,1.62702,-0.28979773308439505,1.685722545575234,-0.29052475227665076,1.6815783909097155,-0.2914395272650059,1.6514084554043453,-0.29121910050894284,1.676555922962356,-0.28953128025230734,1.687192306032096,0.999025029140912,0.9902502914091196,0.9972143689740341
3415.0,-0.41429,1.627135,-0.2898166594298601,1.6855509186624302,-0.2905385797304132,1.6814174808324729,-0.2959044180154886,1.6501105121824802,-0.29123370771064083,1.676414602140075,-0.2895519352688609,1.6870171273183734,0.9990236867997675,0.990236867997675,0.9972105337136214
3416.0,-0.413722,1.627244,-0.28983779331495896,1.6853730182638547,-0.29055627875145884,1.6812488783032526,-0.2994547741826432,1.6470103023027702,-0.29125450918945006,1.676263759728236,-0.28957424991814706,1.6868361403601828,0.9990175851990796,0.9901758519907957,0.9971931005687987
3417.0,-0.413153,1.627344,-0.2898591245584168,1.6851876161377444,-0.2905758448933944,1.6810716923154596,-0.3037168466068598,1.6450845293857062,-0.2912792581892161,1.6761027792563974,-0.28959621168122496,1.6866480058074285,0.9990178624644306,0.9901786246443058,0.997193892755516
3418.0,-0.41258,1.627437,-0.2898764930635509,1.6849944461436221,-0.2905936234429447,1.6808856338120723,-0.2994043880383179,1.6433720210135427,-0.2913047523595407,1.675931180941188,-0.28961349302809447,1.686452465592721,0.9990116857074296,0.990116857074296,0.9971762448783703
3419.0,-0.412,1.627522,-0.2898865021296091,1.6847938286676252,-0.29060740254283157,1.680690270938163,-0.30396177531787316,1.6425920198692108,-0.2913301557512584,1.6757473826090603,-0.28962230527149657,1.6862500885692129,0.9990187248315219,0.9901872483152188,0.9971963566614911
3422.0,-0.41141,1.6276,-0.28989089974214677,1.6841735340537567,-0.29063030048527283,1.6800807316706272,-0.31680377810960647,1.6370641860760764,-0.29139471696310926,1.6751663370505643,-0.28962073298677504,1.6856261631535598,0.9990427841138737,0.990427841138737,0.9972650974682106
3423.0,-0.41021,1.627739,-0.289883471829687,1.6839568790083357,-0.29063136900566944,1.6798652400892233,-0.3125252167473722,1.6351652204913836,-0.2914103160554853,1.6749545126877576,-0.2896105368952284,1.6854090937456025,0.9991428395609908,0.9914283956099081,0.9975509701742594
3424.0,-0.409012,1.627854,-0.2898847466088941,1.6837299896126088,-0.29064231350989855,1.6796365955006036,-0.31576929208579707,1.6317099080162984,-0.291434477992798,1.6747236187742045,-0.2896086474086448,1.6851827554684216,0.9993207586125687,0.9932075861256875,0.998059310321625
3425.0,-0.408421,1.627905,-0.28989339367329015,1.683500261496913,-0.29066123519999865,1.6794039292892602,-0.3178900464528549,1.6274224131208639,-0.2914659693969077,1.6744861172265204,-0.2896139236825288,1.6849539716354551,0.9994139122550777,0.994139122550777,0.9983254635859363
3426.0,-0.407833,1.627956,-0.28990643759220136,1.683271382335613,-0.29068534800092216,1.6791718184560522,-0.3174301730706799,1.6317481411682162,-0.2915023100750611,1.6742477981924626,-0.2896233273222055,1.6847261358433314,0.9994948775256429,0.9949487752564292,0.9985567929304083
3427.0,-0.407243,1.62801,-0.28991892282713394,1.683046214047935,-0.290709632725934,1.6789432760584873,-0.31937569545770783,1.6273772332678766,-0.29153855839990417,1.6740119807496656,-0.28963192364206414,1.6845020599736074,0.9995650413124701,0.9956504131247015,0.9987572608927718
3428.0,-0.406647,1.628068,-0.289926957859977,1.6828256397444803,-0.29073130809458103,1.6787193235793263,-0.3229235158370849,1.6300691787449368,-0.291573640682095,1.6737800312580644,-0.28963545200368745,1.684282581225981,0.9996294590567047,0.9962945905670475,0.998941311590585
3429.0,-0.406043,1.628129,-0.28992829599919157,1.6826083025059395,-0.2907471307466327,1.6784980533176814,-0.321687432642924,1.625441110360918,-0.2916031537181216,1.6735494332671004,-0.2896319958652951,1.6840665256736027,0.9996880593235071,0.9968805932350713,0.9991087409243061
3432.0,-0.405433,1.628189,-0.2899179196014532,1.681958359568256,-0.29078190691933603,1.6778346101756776,-0.3311873943691872,1.6347224191608016,-0.2916787290979981,1.6728569727084897,-0.28960665143281616,1.6834209988669613,0.9997308475029666,0.9973084750296659,0.9992309928656188
3433.0,-0.403621,1.628369,-0.2899260380695492,1.68174352718311,-0.29080703559060517,1.6776113445555187,-0.3295029263523539,1.630250104469153,-0.2917193352859817,1.6726173998197273,-0.28960911068053985,1.6832089523912368,0.9997944110710961,0.9979441107109612,0.9994126030602747
3434.0,-0.403027,1.62844,-0.2899380545557255,1.6815373744021676,-0.2908360466397526,1.6773958445565713,-0.32799692368014743,1.6257221843702379,-0.29176398199420994,1.6723845381415323,-0.2896154672887463,1.683005892499834,0.999798205123914,0.9979820512391404,0.9994234432111829
3435.0,-0.402436,1.628522,-0.2899527615992006,1.6813421764749084,-0.2908679667855143,1.6771902803349874,-0.32690956589023545,1.6210828811189804,-0.29181208789918855,1.6721604695300099,-0.2896244366740892,1.6828141292644279,0.9997876736857682,0.9978767368576815,0.999393353387909
3436.0,-0.401847,1.628614,-0.2899691608074719,1.6811570325006047,-0.2909012734166305,1.6769940516485147,-0.3256901098558109,1.6164886945424781,-0.29186144849282725,1.6719450077498035,-0.2896351949310132,1.6826326619335952,0.99977389865109,0.9977389865109001,0.9993539961459714
3437.0,-0.40126,1.628714,-0.2899865591642343,1.6809793929897041,-0.29093483954975996,1.6768049919247219,-0.3213949302745409,1.6147350805994427,-0.2919103668933958,1.6717365072668402,-0.2896471935082241,1.6824588138009686,0.9997589029426045,0.997589029426045,0.9993111512645843
3438.0,-0.400673,1.628818,-0.2900037001940734,1.680806066724141,-0.29096775684693954,1.67662043104595,-0.3254960352023122,1.6166449401189942,-0.2919584268027382,1.6715330155367862,-0.2896590616434822,1.6822892195328938,0.9997181681003903,0.9971816810039027,0.999194766001115
3439.0,-0.400083,1.628922,-0.29001757671147343,1.680632891463513,-0.2909963201880319,1.6764362595453723,-0.32094984392043946,1.6159359845997217,-0.29200103220971396,1.6713305253781727,-0.2896680244161227,1.682119699111272,0.9996710459351116,0.9967104593511158,0.9990601312431759
3442.0,-0.399489,1.629024,-0.29004217246760744,1.6801055299676402,-0.2910626215699863,1.6758781703602315,-0.3291953227201272,1.6264356431327691,-0.2921071765306298,1.670723964214798,-0.2896786530632802,1.6816025571953477,0.9996242563648604,0.9962425636486041,0.998926446756744
3443.0,-0.398288,1.629225,-0.2900399105034981,1.67992846614474,-0.29107332070834957,1.6756936415190944,-0.3254705296518243,1.6235745941203334,-0.29213136338964185,1.670527237191386,-0.28967203807678654,1.6814279852461553,0.9995274116811403,0.9952741168114034,0.9986497476604009
3444.0,-0.397087,1.629438,-0.29003913032843753,1.6797580387722295,-0.291084481024666,1.6755195119282813,-0.3210203304754582,1.624523857926436,-0.2921563330887915,1.670347156207732,-0.2896672418163577,1.6812588028080062,0.9994611448020378,0.9946114480203785,0.9984604137201082
3445.0,-0.396494,1.629552,-0.2900431353657762,1.6795929692643154,-0.29109958460167595,1.675352563374872,-0.31781801878543026,1.6276313385957923,-0.29218491120568224,1.6701772742007304,-0.28966750625717586,1.6810943748157972,0.999454690029518,0.9945469002951803,0.9984419715129087
