flight,variant,kp,ki,min_g,max_g,band_g,ref,axis,rms_diff_deg,p95_abs_diff_deg,mean_diff_deg,final_diff_deg,acc_used_pct,acc_weight_mean
3,mahony_kp1.60_ki0.01_band0.35,1.6,0.01,0.3,3,0.35,madgwick_imu,roll,1.51584,2.87785,0.421635,0.00729987,75.2041,0.490265
3,mahony_kp1.60_ki0.01_band0.35,1.6,0.01,0.3,3,0.35,madgwick_imu,pitch,1.01547,2.14333,0.238508,0.0263089,75.2041,0.490265
3,mahony_kp1.60_ki0.02_band0.35,1.6,0.02,0.3,3,0.35,quat_ekf,roll,2.89086,6.06032,0.834685,0.521993,75.2041,0.490265
3,mahony_kp1.60_ki0.02_band0.35,1.6,0.02,0.3,3,0.35,quat_ekf,pitch,2.89181,5.70141,-1.77846,0.694742,75.2041,0.490265
3,mahony_kp1.60_ki0.02_band0.35,1.6,0.02,0.3,3,0.35,madgwick_imu,roll,1.51403,2.87165,0.419414,0.00687128,75.2041,0.490265
3,mahony_kp1.60_ki0.02_band0.35,1.6,0.02,0.3,3,0.35,madgwick_imu,pitch,1.01924,2.15053,0.248629,0.0318803,75.2041,0.490265
3,mahony_kp1.60_ki0.05_band0.35,1.6,0.05,0.3,3,0.35,quat_ekf,roll,2.88764,6.05588,0.828864,0.521054,75.2041,0.490265
3,mahony_kp1.60_ki0.05_band0.35,1.6,0.05,0.3,3,0.35,quat_ekf,pitch,2.8699,5.67084,-1.75078,0.709495,75.2041,0.490265
3,mahony_kp1.60_ki0.05_band0.35,1.6,0.05,0.3,3,0.35,madgwick_imu,roll,1.50931,2.85542,0.413593,0.00593223,75.2041,0.490265
3,mahony_kp1.60_ki0.05_band0.35,1.6,0.05,0.3,3,0.35,madgwick_imu,pitch,1.03047,2.18716,0.27631,0.0466338,75.2041,0.490265
3,mahony_kp2.00_ki0.00_band0.35,2,0,0.3,3,0.35,quat_ekf,roll,3.02493,6.41362,0.833678,0.520488,75.2041,0.490265
3,mahony_kp2.00_ki0.00_band0.35,2,0,0.3,3,0.35,quat_ekf,pitch,2.96794,5.96082,-1.73097,0.687697,75.2041,0.490265
3,mahony_kp2.00_ki0.00_band0.35,2,0,0.3,3,0.35,madgwick_imu,roll,1.65721,3.05553,0.418407,0.00536645,75.2041,0.490265
3,mahony_kp2.00_ki0.00_band0.35,2,0,0.3,3,0.35,madgwick_imu,pitch,1.20617,2.5989,0.296119,0.024836,75.2041,0.490265
3,mahony_kp2.00_ki0.01_band0.35,2,0.01,0.3,3,0.35,quat_ekf,roll,3.0241,6.41241,0.832202,0.520049,75.2041,0.490265
3,mahony_kp2.00_ki0.01_band0.35,2,0.01,0.3,3,0.35,quat_ekf,pitch,2.96261,5.95025,-1.72379,0.691059,75.2041,0.490265
3,mahony_kp2.00_ki0.01_band0.35,2,0.01,0.3,3,0.35,madgwick_imu,roll,1.65602,3.05241,0.416931,0.00492719,75.2041,0.490265
3,mahony_kp2.00_ki0.01_band0.35,2,0.01,0.3,3,0.35,madgwick_imu,pitch,1.2094,2.60437,0.303302,0.0281981,75.2041,0.490265
3,mahony_kp2.00_ki0.02_band0.35,2,0.02,0.3,3,0.35,quat_ekf,roll,3.02333,6.41113,0.830806,0.519645,75.2041,0.490265
3,mahony_kp2.00_ki0.02_band0.35,2,0.02,0.3,3,0.35,quat_ekf,pitch,2.95751,5.94044,-1.71688,0.694237,75.2041,0.490265
3,mahony_kp2.00_ki0.02_band0.35,2,0.02,0.3,3,0.35,madgwick_imu,roll,1.65491,3.05075,0.415535,0.0045234,75.2041,0.490265
3,mahony_kp2.00_ki0.02_band0.35,2,0.02,0.3,3,0.35,madgwick_imu,pitch,1.21259,2.60936,0.31021,0.0313754,75.2041,0.490265
3,mahony_kp2.00_ki0.05_band0.35,2,0.05,0.3,3,0.35,quat_ekf,roll,3.02125,6.408,0.827063,0.518622,75.2041,0.490265
3,mahony_kp2.00_ki0.05_band0.35,2,0.05,0.3,3,0.35,quat_ekf,pitch,2.94351,5.91809,-1.69771,0.702749,75.2041,0.490265
3,mahony_kp2.00_ki0.05_band0.35,2,0.05,0.3,3,0.35,madgwick_imu,roll,1.65194,3.04735,0.411792,0.00350064,75.2041,0.490265
3,mahony_kp2.00_ki0.05_band0.35,2,0.05,0.3,3,0.35,madgwick_imu,pitch,1.22182,2.62105,0.329374,0.0398881,75.2041,0.490265
3,mahony_kp0.40_ki0.02_band0.20,0.4,0.02,0.3,3,0.2,quat_ekf,roll,2.6927,6.0136,0.941847,0.315982,68.6834,0.391283
3,mahony_kp0.40_ki0.02_band0.20,0.4,0.02,0.3,3,0.2,quat_ekf,pitch,3.51587,7.17526,-2.71218,0.435524,68.6834,0.391283
3,mahony_kp0.40_ki0.02_band0.20,0.4,0.02,0.3,3,0.2,madgwick_imu,roll,1.58682,3.09023,0.526577,-0.19914,68.6834,0.391283
3,mahony_kp0.40_ki0.02_band0.20,0.4,0.02,0.3,3,0.2,madgwick_imu,pitch,1.51988,3.08489,-0.685087,-0.227337,68.6834,0.391283
3,mahony_kp0.50_ki0.02_band0.20,0.5,0.02,0.3,3,0.2,quat_ekf,roll,2.69037,6.05942,0.922903,0.419286,68.6834,0.391283
3,mahony_kp0.50_ki0.02_band0.20,0.5,0.02,0.3,3,0.2,quat_ekf,pitch,3.35523,6.8724,-2.53287,0.532504,68.6834,0.391283
3,mahony_kp0.50_ki0.02_band0.20,0.5,0.02,0.3,3,0.2,madgwick_imu,roll,1.53149,2.9478,0.507632,-0.0958357,68.6834,0.391283
3,mahony_kp0.50_ki0.02_band0.20,0.5,0.02,0.3,3,0.2,madgwick_imu,pitch,1.32425,2.65198,-0.505786,-0.130357,68.6834,0.391283
3,mahony_kp0.60_ki0.02_band0.20,0.6,0.02,0.3,3,0.2,quat_ekf,roll,2.69488,6.09939,0.915724,0.474174,68.6834,0.391283
3,mahony_kp0.60_ki0.02_band0.20,0.6,0.02,0.3,3,0.2,quat_ekf,pitch,3.24679,6.66786,-2.40772,0.594872,68.6834,0.391283
3,mahony_kp0.60_ki0.02_band0.20,0.6,0.02,0.3,3,0.2,madgwick_imu,roll,1.4929,2.876,0.500453,-0.0409481,68.6834,0.391283
3,mahony_kp0.60_ki0.02_band0.20,0.6,0.02,0.3,3,0.2,madgwick_imu,pitch,1.18332,2.40736,-0.380636,-0.0679895,68.6834,0.391283
3,mahony_kp0.80_ki0.02_band0.20,0.8,0.02,0.3,3,0.2,quat_ekf,roll,2.71535,6.09599,0.91567,0.516648,68.6834,0.391283
3,mahony_kp0.80_ki0.02_band0.20,0.8,0.02,0.3,3,0.2,quat_ekf,pitch,3.11132,6.43048,-2.24093,0.659838,68.6834,0.391283
3,mahony_kp0.80_ki0.02_band0.20,0.8,0.02,0.3,3,0.2,madgwick_imu,roll,1.44815,2.78219,0.500399,0.00152614,68.6834,0.391283
3,mahony_kp0.80_ki0.02_band0.20,0.8,0.02,0.3,3,0.2,madgwick_imu,pitch,1.00302,2.04653,-0.213841,-0.00302366,68.6834,0.391283
3,mahony_kp1.00_ki0.02_band0.20,1,0.02,0.3,3,0.2,quat_ekf,roll,2.74568,6.22504,0.921593,0.525845,68.6834,0.391283
3,mahony_kp1.00_ki0.02_band0.20,1,0.02,0.3,3,0.2,quat_ekf,pitch,3.03403,6.21661,-2.13135,0.684751,68.6834,0.391283
3,mahony_kp1.00_ki0.02_band0.20,1,0.02,0.3,3,0.2,madgwick_imu,roll,1.43254,2.81687,0.506322,0.0107228,68.6834,0.391283
3,mahony_kp1.00_ki0.02_band0.20,1,0.02,0.3,3,0.2,madgwick_imu,pitch,0.912814,1.92729,-0.104264,0.0218902,68.6834,0.391283
3,mahony_kp0.40_ki0.02_band0.30,0.4,0.02,0.3,3,0.3,quat_ekf,roll,2.63782,5.98574,0.856755,0.343058,74.2814,0.46596
3,mahony_kp0.40_ki0.02_band0.30,0.4,0.02,0.3,3,0.3,quat_ekf,pitch,3.29184,6.77758,-2.4716,0.459708,74.2814,0.46596
3,mahony_kp0.40_ki0.02_band0.30,0.4,0.02,0.3,3,0.3,madgwick_imu,roll,1.49885,2.85156,0.441484,-0.172064,74.2814,0.46596
3,mahony_kp0.40_ki0.02_band0.30,0.4,0.02,0.3,3,0.3,madgwick_imu,pitch,1.30733,2.60353,-0.444506,-0.203154,74.2814,0.46596
3,mahony_kp0.50_ki0.02_band0.30,0.5,0.02,0.3,3,0.3,quat_ekf,roll,2.63764,6.06668,0.846693,0.438148,74.2814,0.46596
3,mahony_kp0.50_ki0.02_band0.30,0.5,0.02,0.3,3,0.3,quat_ekf,pitch,3.1591,6.53637,-2.32143,0.547996,74.2814,0.46596
3,mahony_kp0.50_ki0.02_band0.30,0.5,0.02,0.3,3,0.3,madgwick_imu,roll,1.44597,2.74545,0.431422,-0.0769743,74.2814,0.46596
3,mahony_kp0.50_ki0.02_band0.30,0.5,0.02,0.3,3,0.3,madgwick_imu,pitch,1.13361,2.28696,-0.294344,-0.114865,74.2814,0.46596
3,mahony_kp0.60_ki0.02_band0.30,0.6,0.02,0.3,3,0.3,quat_ekf,roll,2.64492,6.06806,0.844908,0.486036,74.2814,0.46596
3,mahony_kp0.60_ki0.02_band0.30,0.6,0.02,0.3,3,0.3,quat_ekf,pitch,3.07021,6.3789,-2.21588,0.604881,74.2814,0.46596
3,mahony_kp0.60_ki0.02_band0.30,0.6,0.02,0.3,3,0.3,madgwick_imu,roll,1.41099,2.65482,0.429637,-0.0290861,74.2814,0.46596
3,mahony_kp0.60_ki0.02_band0.30,0.6,0.02,0.3,3,0.3,madgwick_imu,pitch,1.01149,2.04478,-0.188787,-0.0579799,74.2814,0.46596
3,mahony_kp0.80_ki0.02_band0.30,0.8,0.02,0.3,3,0.3,quat_ekf,roll,2.67432,6.11595,0.84954,0.520159,74.2814,0.46596
3,mahony_kp0.80_ki0.02_band0.30,0.8,0.02,0.3,3,0.3,quat_ekf,pitch,2.96339,6.12234,-2.07328,0.663349,74.2814,0.46596
3,mahony_kp0.80_ki0.02_band0.30,0.8,0.02,0.3,3,0.3,madgwick_imu,roll,1.37814,2.62536,0.434269,0.00503737,74.2814,0.46596
3,mahony_kp0.80_ki0.02_band0.30,0.8,0.02,0.3,3,0.3,madgwick_imu,pitch,0.871517,1.87729,-0.0461927,0.000487946,74.2814,0.46596
3,mahony_kp1.00_ki0.02_band0.30,1,0.02,0.3,3,0.3,quat_ekf,roll,2.71735,6.18474,0.855725,0.526123,74.2814,0.46596
3,mahony_kp1.00_ki0.02_band0.30,1,0.02,0.3,3,0.3,quat_ekf,pitch,2.91049,5.83045,-1.97824,0.685167,74.2814,0.46596
3,mahony_kp1.00_ki0.02_band0.30,1,0.02,0.3,3,0.3,madgwick_imu,roll,1.38009,2.68455,0.440455,0.0110016,74.2814,0.46596
3,mahony_kp1.00_ki0.02_band0.30,1,0.02,0.3,3,0.3,madgwick_imu,pitch,0.829404,1.7601,0.0488458,0.0223059,74.2814,0.46596
3,mahony_kp0.40_ki0.02_band0.35,0.4,0.02,0.3,3,0.35,quat_ekf,roll,2.61805,5.95707,0.826658,0.349942,75.2041,0.490265
3,mahony_kp0.40_ki0.02_band0.35,0.4,0.02,0.3,3,0.35,quat_ekf,pitch,3.2329,6.67307,-2.41034,0.466691,75.2041,0.490265
3,mahony_kp0.40_ki0.02_band0.35,0.4,0.02,0.3,3,0.35,madgwick_imu,roll,1.47283,2.78468,0.411387,-0.16518,75.2041,0.490265
3,mahony_kp0.40_ki0.02_band0.35,0.4,0.02,0.3,3,0.35,madgwick_imu,pitch,1.25269,2.48352,-0.383247,-0.19617,75.2041,0.490265
3,mahony_kp0.50_ki0.02_band0.35,0.5,0.02,0.3,3,0.35,quat_ekf,roll,2.61819,6.05301,0.818673,0.442912,75.2041,0.490265
3,mahony_kp0.50_ki0.02_band0.35,0.5,0.02,0.3,3,0.35,quat_ekf,pitch,3.10635,6.45739,-2.26715,0.552506,75.2041,0.490265
3,mahony_kp0.50_ki0.02_band0.35,0.5,0.02,0.3,3,0.35,madgwick_imu,roll,1.42074,2.66601,0.403402,-0.0722099,75.2041,0.490265
3,mahony_kp0.50_ki0.02_band0.35,0.5,0.02,0.3,3,0.35,madgwick_imu,pitch,1.0848,2.16661,-0.240057,-0.110355,75.2041,0.490265
3,mahony_kp0.60_ki0.02_band0.35,0.6,0.02,0.3,3,0.35,quat_ekf,roll,2.6263,6.02231,0.818055,0.489018,75.2041,0.490265
3,mahony_kp0.60_ki0.02_band0.35,0.6,0.02,0.3,3,0.35,quat_ekf,pitch,3.02193,6.2788,-2.16617,0.60776,75.2041,0.490265
3,mahony_kp0.60_ki0.02_band0.35,0.6,0.02,0.3,3,0.35,madgwick_imu,roll,1.38719,2.5703,0.402784,-0.026104,75.2041,0.490265
3,mahony_kp0.60_ki0.02_band0.35,0.6,0.02,0.3,3,0.35,madgwick_imu,pitch,0.968485,1.99352,-0.139083,-0.0551014,75.2041,0.490265
3,mahony_kp0.80_ki0.02_band0.35,0.8,0.02,0.3,3,0.35,quat_ekf,roll,2.6589,6.10911,0.823464,0.521034,75.2041,0.490265
3,mahony_kp0.80_ki0.02_band0.35,0.8,0.02,0.3,3,0.35,quat_ekf,pitch,2.92263,6.02893,-2.02923,0.664319,75.2041,0.490265
3,mahony_kp0.80_ki0.02_band0.35,0.8,0.02,0.3,3,0.35,madgwick_imu,roll,1.35922,2.56433,0.408193,0.0059122,75.2041,0.490265
3,mahony_kp0.80_ki0.02_band0.35,0.8,0.02,0.3,3,0.35,madgwick_imu,pitch,0.842836,1.80633,-0.0021369,0.00145795,75.2041,0.490265
3,mahony_kp1.00_ki0.02_band0.35,1,0.02,0.3,3,0.35,quat_ekf,roll,2.70652,6.14873,0.82937,0.52619,75.2041,0.490265
3,mahony_kp1.00_ki0.02_band0.35,1,0.02,0.3,3,0.35,quat_ekf,pitch,2.87714,5.75746,-1.93773,0.685277,75.2041,0.490265
3,mahony_kp1.00_ki0.02_band0.35,1,0.02,0.3,3,0.35,madgwick_imu,roll,1.36811,2.62592,0.414099,0.0110685,75.2041,0.490265
3,mahony_kp1.00_ki0.02_band0.35,1,0.02,0.3,3,0.35,madgwick_imu,pitch,0.818071,1.72789,0.0893629,0.0224156,75.2041,0.490265
3,mahony_kp0.40_ki0.02_band0.50,0.4,0.02,0.3,3,0.5,quat_ekf,roll,2.57125,5.86463,0.756921,0.365324,76.1243,0.536441
3,mahony_kp0.40_ki0.02_band0.50,0.4,0.02,0.3,3,0.5,quat_ekf,pitch,3.13595,6.50649,-2.31344,0.475357,76.1243,0.536441
3,mahony_kp0.40_ki0.02_band0.50,0.4,0.02,0.3,3,0.5,madgwick_imu,roll,1.4251,2.59277,0.34165,-0.149798,76.1243,0.536441
3,mahony_kp0.40_ki0.02_band0.50,0.4,0.02,0.3,3,0.5,madgwick_imu,pitch,1.16533,2.32914,-0.286354,-0.187504,76.1243,0.536441
3,mahony_kp0.50_ki0.02_band0.50,0.5,0.02,0.3,3,0.5,quat_ekf,roll,2.5709,5.9365,0.751403,0.453482,76.1243,0.536441
3,mahony_kp0.50_ki0.02_band0.50,0.5,0.02,0.3,3,0.5,quat_ekf,pitch,3.01869,6.30122,-2.18116,0.557986,76.1243,0.536441
3,mahony_kp0.50_ki0.02_band0.50,0.5,0.02,0.3,3,0.5,madgwick_imu,roll,1.37373,2.51536,0.336132,-0.0616395,76.1243,0.536441
3,mahony_kp0.50_ki0.02_band0.50,0.5,0.02,0.3,3,0.5,madgwick_imu,pitch,1.00862,2.01869,-0.154071,-0.104875,76.1243,0.536441
3,mahony_kp0.60_ki0.02_band0.50,0.6,0.02,0.3,3,0.5,quat_ekf,roll,2.58001,5.88411,0.751857,0.495666,76.1243,0.536441
3,mahony_kp0.60_ki0.02_band0.50,0.6,0.02,0.3,3,0.5,quat_ekf,pitch,2.94139,6.1001,-2.08731,0.611213,76.1243,0.536441
3,mahony_kp0.60_ki0.02_band0.50,0.6,0.02,0.3,3,0.5,madgwick_imu,roll,1.34241,2.44741,0.336586,-0.0194562,76.1243,0.536441
3,mahony_kp0.60_ki0.02_band0.50,0.6,0.02,0.3,3,0.5,madgwick_imu,pitch,0.90449,1.90991,-0.0602243,-0.0516483,76.1243,0.536441
3,mahony_kp0.80_ki0.02_band0.50,0.8,0.02,0.3,3,0.5,quat_ekf,roll,2.61858,5.99723,0.757185,0.523049,76.1243,0.536441
3,mahony_kp0.80_ki0.02_band0.50,0.8,0.02,0.3,3,0.5,quat_ekf,pitch,2.85526,5.86703,-1.95929,0.66547,76.1243,0.536441
3,mahony_kp0.80_ki0.02_band0.50,0.8,0.02,0.3,3,0.5,madgwick_imu,roll,1.32362,2.43138,0.341914,0.00792719,76.1243,0.536441
3,mahony_kp0.80_ki0.02_band0.50,0.8,0.02,0.3,3,0.5,madgwick_imu,pitch,0.809405,1.69697,0.0677967,0.0026089,76.1243,0.536441
3,mahony_kp1.00_ki0.02_band0.50,1,0.02,0.3,3,0.5,quat_ekf,roll,2.67551,6.02971,0.761687,0.526355,76.1243,0.536441
3,mahony_kp1.00_ki0.02_band0.50,1,0.02,0.3,3,0.5,quat_ekf,pitch,2.82351,5.61985,-1.87362,0.685414,76.1243,0.536441
3,mahony_kp1.00_ki0.02_band0.50,1,0.02,0.3,3,0.5,madgwick_imu,roll,1.34639,2.54901,0.346416,0.0112329,76.1243,0.536441
3,mahony_kp1.00_ki0.02_band0.50,1,0.02,0.3,3,0.5,madgwick_imu,pitch,0.819031,1.71149,0.153473,0.022553,76.1243,0.536441
3,mahony_kp0.40_ki0.02_band0.70,0.4,0.02,0.3,3,0.7,quat_ekf,roll,2.53068,5.78309,0.697928,0.373402,76.2707,0.568111
3,mahony_kp0.40_ki0.02_band0.70,0.4,0.02,0.3,3,0.7,quat_ekf,pitch,3.06382,6.38669,-2.24746,0.480048,76.2707,0.568111
3,mahony_kp0.40_ki0.02_band0.70,0.4,0.02,0.3,3,0.7,madgwick_imu,roll,1.39039,2.50601,0.282657,-0.141719,76.2707,0.568111
3,mahony_kp0.40_ki0.02_band0.70,0.4,0.02,0.3,3,0.7,madgwick_imu,pitch,1.1109,2.21551,-0.22037,-0.182813,76.2707,0.568111
3,mahony_kp0.50_ki0.02_band0.70,0.5,0.02,0.3,3,0.7,quat_ekf,roll,2.52926,5.8267,0.692744,0.458932,76.2707,0.568111
3,mahony_kp0.50_ki0.02_band0.70,0.5,0.02,0.3,3,0.7,quat_ekf,pitch,2.95046,6.15974,-2.12073,0.560979,76.2707,0.568111
3,mahony_kp0.50_ki0.02_band0.70,0.5,0.02,0.3,3,0.7,madgwick_imu,roll,1.33763,2.40096,0.277473,-0.0561902,76.2707,0.568111
3,mahony_kp0.50_ki0.02_band0.70,0.5,0.02,0.3,3,0.7,madgwick_imu,pitch,0.9621,1.9342,-0.0936424,-0.101882,76.2707,0.568111
3,mahony_kp0.60_ki0.02_band0.70,0.6,0.02,0.3,3,0.7,quat_ekf,roll,2.53884,5.8098,0.692858,0.49903,76.2707,0.568111
3,mahony_kp0.60_ki0.02_band0.70,0.6,0.02,0.3,3,0.7,quat_ekf,pitch,2.87659,5.92577,-2.03045,0.613115,76.2707,0.568111
3,mahony_kp0.60_ki0.02_band0.70,0.6,0.02,0.3,3,0.7,madgwick_imu,roll,1.30639,2.33642,0.277587,-0.0160918,76.2707,0.568111
3,mahony_kp0.60_ki0.02_band0.70,0.6,0.02,0.3,3,0.7,madgwick_imu,pitch,0.867389,1.82252,-0.0033569,-0.0497462,76.2707,0.568111
3,mahony_kp0.80_ki0.02_band0.70,0.8,0.02,0.3,3,0.7,quat_ekf,roll,2.58194,5.93466,0.696595,0.52404,76.2707,0.568111
3,mahony_kp0.80_ki0.02_band0.70,0.8,0.02,0.3,3,0.7,quat_ekf,pitch,2.79821,5.76084,-1.9069,0.666118,76.2707,0.568111
3,mahony_kp0.80_ki0.02_band0.70,0.8,0.02,0.3,3,0.7,madgwick_imu,roll,1.29225,2.37112,0.281324,0.00891833,76.2707,0.568111
3,mahony_kp0.80_ki0.02_band0.70,0.8,0.02,0.3,3,0.7,madgwick_imu,pitch,0.796326,1.63483,0.12019,0.00325714,76.2707,0.568111
3,mahony_kp1.00_ki0.02_band0.70,1,0.02,0.3,3,0.7,quat_ekf,roll,2.64627,5.9004,0.699156,0.526433,76.2707,0.568111
3,mahony_kp1.00_ki0.02_band0.70,1,0.02,0.3,3,0.7,quat_ekf,pitch,2.77558,5.52183,-1.82423,0.685495,76.2707,0.568111
3,mahony_kp1.00_ki0.02_band0.70,1,0.02,0.3,3,0.7,madgwick_imu,roll,1.32412,2.50522,0.283885,0.0113108,76.2707,0.568111
3,mahony_kp1.00_ki0.02_band0.70,1,0.02,0.3,3,0.7,madgwick_imu,pitch,0.831226,1.76914,0.202858,0.022634,76.2707,0.568111
3,bf_gate_kp0.25_ki0.00_band0.10,0.25,0,0.9,1.1,0.1,quat_ekf,roll,2.99694,6.2114,1.55326,-0.0506305,49.4933,0.256777
3,bf_gate_kp0.25_ki0.00_band0.10,0.25,0,0.9,1.1,0.1,quat_ekf,pitch,5.74419,10.1,-5.03261,-0.520735,49.4933,0.256777
3,bf_gate_kp0.25_ki0.00_band0.10,0.25,0,0.9,1.1,0.1,madgwick_imu,roll,2.11907,4.07185,1.13799,-0.565752,49.4933,0.256777
3,bf_gate_kp0.25_ki0.00_band0.10,0.25,0,0.9,1.1,0.1,madgwick_imu,pitch,3.66595,6.64663,-3.00552,-1.1836,49.4933,0.256777
3,madgwick_vs_ekf,0,0,0,0,0,quat_ekf,roll,2.59551,5.70861,0.415271,0.515122,99.9734,0.995758
3,madgwick_vs_ekf,0,0,0,0,0,quat_ekf,pitch,2.87867,5.52674,-2.02709,0.662861,99.9734,0.995758
4,mahony_kp0.20_ki0.00_band0.35,0.2,0,0.3,3,0.35,quat_ekf,roll,2.87784,6.28265,1.03862,1.85912,89.3689,0.64064
4,mahony_kp0.20_ki0.00_band0.35,0.2,0,0.3,3,0.35,quat_ekf,pitch,3.18197,7.04803,-2.17702,-1.35494,89.3689,0.64064
4,mahony_kp0.20_ki0.00_band0.35,0.2,0,0.3,3,0.35,madgwick_imu,roll,1.66038,3.00758,0.674704,1.07184,89.3689,0.64064
4,mahony_kp0.20_ki0.00_band0.35,0.2,0,0.3,3,0.35,madgwick_imu,pitch,1.40997,3.02824,-0.23804,1.11237,89.3689,0.64064
4,mahony_kp0.20_ki0.01_band0.35,0.2,0.01,0.3,3,0.35,quat_ekf,roll,2.88272,6.31285,1.02987,1.82647,89.3689,0.64064
4,mahony_kp0.20_ki0.01_band0.35,0.2,0.01,0.3,3,0.35,quat_ekf,pitch,2.90771,6.62581,-1.79934,-0.998572,89.3689,0.64064
4,mahony_kp0.20_ki0.01_band0.35,0.2,0.01,0.3,3,0.35,madgwick_imu,roll,1.6561,3.00041,0.665949,1.03918,89.3689,0.64064
4,mahony_kp0.20_ki0.01_band0.35,0.2,0.01,0.3,3,0.35,madgwick_imu,pitch,1.38471,2.73738,0.139646,1.46874,89.3689,0.64064
4,mahony_kp0.20_ki0.02_band0.35,0.2,0.02,0.3,3,0.35,quat_ekf,roll,2.88375,6.34849,1.01413,1.78795,89.3689,0.64064
4,mahony_kp0.20_ki0.02_band0.35,0.2,0.02,0.3,3,0.35,quat_ekf,pitch,2.70068,6.26852,-1.48379,-0.719233,89.3689,0.64064
4,mahony_kp0.20_ki0.02_band0.35,0.2,0.02,0.3,3,0.35,madgwick_imu,roll,1.64956,2.99904,0.650207,1.00066,89.3689,0.64064
4,mahony_kp0.20_ki0.02_band0.35,0.2,0.02,0.3,3,0.35,madgwick_imu,pitch,1.44646,2.72641,0.455194,1.74808,89.3689,0.64064
4,mahony_kp0.20_ki0.05_band0.35,0.2,0.05,0.3,3,0.35,quat_ekf,roll,2.86952,6.29957,0.936047,1.65102,89.3689,0.64064
4,mahony_kp0.20_ki0.05_band0.35,0.2,0.05,0.3,3,0.35,quat_ekf,pitch,2.36771,5.54754,-0.850481,-0.248126,89.3689,0.64064
4,mahony_kp0.20_ki0.05_band0.35,0.2,0.05,0.3,3,0.35,madgwick_imu,roll,1.6209,2.95625,0.572129,0.863736,89.3689,0.64064
4,mahony_kp0.20_ki0.05_band0.35,0.2,0.05,0.3,3,0.35,madgwick_imu,pitch,1.75592,3.14956,1.0885,2.21919,89.3689,0.64064
4,mahony_kp0.25_ki0.00_band0.35,0.25,0,0.3,3,0.35,quat_ekf,roll,2.78049,6.16198,0.952446,1.76017,89.3689,0.64064
4,mahony_kp0.25_ki0.00_band0.35,0.25,0,0.3,3,0.35,quat_ekf,pitch,3.03125,6.72863,-2.05949,-1.39382,89.3689,0.64064
4,mahony_kp0.25_ki0.00_band0.35,0.25,0,0.3,3,0.35,madgwick_imu,roll,1.54764,2.76065,0.588527,0.972886,89.3689,0.64064
4,mahony_kp0.25_ki0.00_band0.35,0.25,0,0.3,3,0.35,madgwick_imu,pitch,1.27058,2.65984,-0.120504,1.07349,89.3689,0.64064
4,mahony_kp0.25_ki0.01_band0.35,0.25,0.01,0.3,3,0.35,quat_ekf,roll,2.78319,6.1645,0.943616,1.73024,89.3689,0.64064
4,mahony_kp0.25_ki0.01_band0.35,0.25,0.01,0.3,3,0.35,quat_ekf,pitch,2.83444,6.41588,-1.78903,-1.15487,89.3689,0.64064
4,mahony_kp0.25_ki0.01_band0.35,0.25,0.01,0.3,3,0.35,madgwick_imu,roll,1.54354,2.75098,0.579697,0.942951,89.3689,0.64064
4,mahony_kp0.25_ki0.01_band0.35,0.25,0.01,0.3,3,0.35,madgwick_imu,pitch,1.26653,2.53236,0.149955,1.31244,89.3689,0.64064
4,mahony_kp0.25_ki0.02_band0.35,0.25,0.02,0.3,3,0.35,quat_ekf,roll,2.78343,6.15977,0.93043,1.69699,89.3689,0.64064
4,mahony_kp0.25_ki0.02_band0.35,0.25,0.02,0.3,3,0.35,quat_ekf,pitch,2.68019,6.155,-1.56124,-0.96726,89.3689,0.64064
4,mahony_kp0.25_ki0.02_band0.35,0.25,0.02,0.3,3,0.35,madgwick_imu,roll,1.53816,2.73696,0.566511,0.909707,89.3689,0.64064
4,mahony_kp0.25_ki0.02_band0.35,0.25,0.02,0.3,3,0.35,madgwick_imu,pitch,1.31025,2.50144,0.377744,1.50005,89.3689,0.64064
4,mahony_kp0.25_ki0.05_band0.35,0.25,0.05,0.3,3,0.35,quat_ekf,roll,2.77313,6.12015,0.871975,1.58597,89.3689,0.64064
4,mahony_kp0.25_ki0.05_band0.35,0.25,0.05,0.3,3,0.35,quat_ekf,pitch,2.4054,5.62745,-1.09372,-0.650124,89.3689,0.64064
4,mahony_kp0.25_ki0.05_band0.35,0.25,0.05,0.3,3,0.35,madgwick_imu,roll,1.51712,2.69265,0.508056,0.798688,89.3689,0.64064
4,mahony_kp0.25_ki0.05_band0.35,0.25,0.05,0.3,3,0.35,madgwick_imu,pitch,1.51472,2.72331,0.845267,1.81719,89.3689,0.64064
4,mahony_kp0.30_ki0.00_band0.35,0.3,0,0.3,3,0.35,quat_ekf,roll,2.70456,6.00905,0.892721,1.68647,89.3689,0.64064
4,mahony_kp0.30_ki0.00_band0.35,0.3,0,0.3,3,0.35,quat_ekf,pitch,2.92374,6.49371,-1.97855,-1.4712,89.3689,0.64064
4,mahony_kp0.30_ki0.00_band0.35,0.3,0,0.3,3,0.35,madgwick_imu,roll,1.45765,2.56036,0.528802,0.899185,89.3689,0.64064
4,mahony_kp0.30_ki0.00_band0.35,0.3,0,0.3,3,0.35,madgwick_imu,pitch,1.1588,2.45594,-0.0395654,0.996113,89.3689,0.64064
4,mahony_kp0.30_ki0.01_band0.35,0.3,0.01,0.3,3,0.35,quat_ekf,roll,2.70607,5.99927,0.88445,1.65893,89.3689,0.64064
