I0,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,I14,I15,I16,I17,I18,I19,I20,I21
26751.000000,0.281060,0.913218,3.247300,6.484103,4.240876,0.542497,33.496433,19.828844,0.000000,17.636587,13.908214,0.000000,-29.752836,97.574295,0.000000,1.588749,2.334265,-0.358419,2.660000,3.000000,0.000000
26752.000000,0.036311,-0.502083,4.753949,6.463668,4.203423,0.519054,34.707729,19.832245,0.000000,24.939182,13.910103,0.000000,-46.583843,97.541557,0.000000,1.590186,2.332679,-0.346036,2.660000,3.000000,0.000000
26753.000000,-0.185691,-0.553016,5.223291,6.463668,4.203423,0.519054,35.906536,19.833443,0.000000,25.209129,13.910769,0.000000,-51.746616,97.527443,0.000000,1.590340,2.331865,-0.340857,2.660000,3.000000,0.000000
26754.000000,-0.452665,-0.536075,5.404213,6.454226,4.188476,0.503245,37.297215,19.834686,0.000000,25.040119,13.911430,0.000000,-53.910648,97.512741,0.000000,1.590239,2.331043,-0.335497,2.660000,3.000000,0.000000
26755.000000,-0.696251,-0.502798,5.190710,6.454226,4.188476,0.503245,38.612572,19.835974,0.000000,24.863749,13.912087,0.000000,-51.562111,97.498680,0.000000,1.589894,2.330242,-0.330349,2.660000,3.000000,0.000000
26756.000000,-0.937723,-0.350560,4.658394,6.446325,4.177369,0.488593,39.873863,19.837303,0.000000,23.998022,13.912722,0.000000,-45.867813,97.486168,0.000000,1.589291,2.329591,-0.325729,2.660000,3.000000,0.000000
26757.000000,-1.320964,0.223686,4.037366,6.446325,4.177369,0.488593,41.943363,19.838701,0.000000,20.954521,13.913275,0.000000,-39.036510,97.475525,0.000000,1.588297,2.329488,-0.321713,2.660000,3.000000,0.000000
26760.000000,-1.918924,1.281013,3.524621,6.440989,4.169336,0.477273,45.143532,19.843216,0.000000,15.308111,13.914488,0.000000,-33.520832,97.448097,0.000000,1.586686,2.330443,-0.318182,2.660000,3.000000,0.000000
26761.000000,-3.242190,4.661412,3.188468,6.439619,4.161658,0.467766,52.281765,19.854897,0.000000,-2.648696,13.915319,0.000000,-29.927713,97.392410,0.000000,1.578754,2.340375,-0.308557,2.660000,3.000000,0.000000
26762.000000,-3.373032,5.335945,3.520879,6.443395,4.150687,0.457378,53.008709,19.856663,0.000000,-6.281870,13.915154,0.000000,-33.698505,97.383217,0.000000,1.575661,2.345393,-0.304919,2.660000,3.000000,0.000000
