I0,I1,I2,I3
2.000000,1.000000,7.738427,5.156706
2.000000,2.000000,1.358847,2.440926
2.000000,2.000000,7.743942,5.135987
2.000000,2.000000,6.524911,5.140020
0.000000,1.000000,0.729846,2.170267
0.000000,1.000000,5.761283,5.111357
0.000000,1.000000,4.999599,5.115173
6.000000,7.000000,1.405887,3.001155
6.000000,7.000000,5.121689,5.219360
6.000000,7.000000,3.708360,5.223842
2.000000,5.000000,1.414997,3.339836
2.000000,5.000000,3.187820,5.269235
2.000000,5.000000,2.544207,5.273987
-1.000000,1.000000,1.016127,2.953681
-1.000000,1.000000,2.519716,5.232091
-1.000000,1.000000,0.000029,5.236534
-2.000000,3.000000,0.715240,2.665330
-2.000000,3.000000,-0.322239,5.206144
-2.000000,3.000000,-0.801936,5.210357
-5.000000,5.000000,0.010100,3.356491
-5.000000,5.000000,-0.885905,5.298061
-5.000000,5.000000,-0.885257,5.302826
-6.000000,5.000000,-0.587042,4.007679
-6.000000,5.000000,-0.956743,5.386255
-6.000000,5.000000,-0.956573,5.391541
-8.000000,3.000000,-1.103081,3.926733
-8.000000,3.000000,-1.018740,5.387049
-8.000000,3.000000,-1.018983,5.392271
-9.000000,3.000000,-1.604498,3.592670
-9.000000,3.000000,-1.079796,5.405457
-9.000000,3.000000,-1.080440,5.362411
-9.000000,4.000000,-2.120198,3.627979
-9.000000,4.000000,-1.143380,5.371631
-9.000000,4.000000,-1.192756,5.424933
-8.000000,3.000000,-2.340397,3.709892
-8.000000,3.000000,-1.220732,5.391810
-8.000000,3.000000,-1.222285,5.445179
-9.000000,4.000000,-2.785576,3.751482
-9.000000,4.000000,-1.277615,5.455570
-9.000000,4.000000,-1.327843,5.460972
-8.000000,5.000000,-2.938654,3.803202
-8.000000,5.000000,-1.348563,5.472620
-8.000000,5.000000,-1.350914,5.478063
-8.000000,4.000000,-3.327729,3.733775
-8.000000,4.000000,-1.400265,5.475119
-8.000000,4.000000,-1.642397,5.480506
-3.000000,1.000000,-2.874811,3.277045
-3.000000,1.000000,-1.878471,5.430720
-3.000000,1.000000,-1.884291,5.435741
-7.000000,2.000000,-3.216578,3.046119
-7.000000,2.000000,-1.931396,5.412868
-7.000000,2.000000,-3.060845,6.230379
-7.000000,5.000000,-3.558278,3.531947
-7.000000,5.000000,-3.562303,6.299344
-7.000000,5.000000,-3.976082,7.117712
-5.000000,2.000000,-3.453264,3.249119
-5.000000,2.000000,-3.983042,7.099652
-5.000000,2.000000,-4.635465,7.870933
-6.000000,5.000000,-3.539016,3.751457
-6.000000,5.000000,-4.669706,7.952615
-6.000000,5.000000,-5.156494,8.320549
-6.000000,4.000000,-3.554572,3.617101
-6.000000,4.000000,-5.185524,8.328119
-6.000000,4.000000,-5.212688,8.791155
-5.000000,9.000000,-3.283678,4.305196
-5.000000,9.000000,-5.255448,9.527578
-5.000000,9.000000,-5.282715,9.559183
-3.000000,4.000000,-2.792770,4.127799
-3.000000,4.000000,-5.250680,9.569358
-3.000000,4.000000,-5.229234,9.987411
-8.000000,6.000000,-3.247926,4.308856
-8.000000,6.000000,-5.310771,10.428034
-8.000000,6.000000,-5.337690,10.465081
-10.000000,4.000000,-3.883389,3.711309
-10.000000,4.000000,-5.441371,10.429945
-10.000000,4.000000,-4.967429,10.849501
-10.000000,4.000000,-4.328904,2.896336
-10.000000,4.000000,-5.045474,10.790340
-10.000000,4.000000,-5.070057,10.828978
-6.000000,9.000000,-4.190482,3.395637
-6.000000,9.000000,-5.077919,10.927931
-6.000000,9.000000,-5.102391,10.966967
-5.000000,8.000000,-3.977739,3.860663
-5.000000,8.000000,-5.101164,11.062179
-5.000000,8.000000,-5.125466,11.101587
-5.000000,8.000000,-3.629651,4.054675
-5.000000,8.000000,-5.107719,11.164433
-5.000000,8.000000,-5.131743,11.155676
-4.000000,6.000000,-3.264311,3.768969
-4.000000,6.000000,-5.111634,11.160406
-4.000000,6.000000,-5.410322,11.199421
-3.000000,9.000000,-2.891779,4.217034
-3.000000,9.000000,-5.390972,11.292562
-3.000000,9.000000,-5.416325,11.331936
-4.000000,4.000000,-2.816077,3.651993
-4.000000,4.000000,-5.505013,11.303053
-4.000000,4.000000,-5.530787,11.341974
-7.000000,5.000000,-3.298843,3.565745
-7.000000,5.000000,-5.614877,11.370478
-7.000000,5.000000,-5.641036,11.409330
-6.000000,5.000000,-3.513412,3.410056
-6.000000,5.000000,-5.693116,11.429375
-6.000000,5.000000,-5.719446,11.468103
-4.000000,4.000000,-3.384218,3.233680
-4.000000,4.000000,-5.730170,11.485525
-4.000000,4.000000,-5.804718,11.014372
-4.000000,7.000000,-3.310023,3.404928
-4.000000,7.000000,-6.165444,10.710809
-4.000000,7.000000,-6.194332,10.311798
0.000000,3.000000,-2.588411,3.606307
0.000000,3.000000,-6.136049,10.366689
0.000000,3.000000,-5.784686,9.893570
-2.000000,4.000000,-2.287697,3.370078
-2.000000,4.000000,-5.774271,9.892559
-2.000000,4.000000,-5.799941,9.615149
-2.000000,7.000000,-2.004477,3.723269
-2.000000,7.000000,-5.791398,9.683230
-2.000000,7.000000,-5.268380,9.405138
-2.000000,3.000000,-1.812419,3.560772
-2.000000,3.000000,-4.842936,8.910750
-2.000000,3.000000,-4.861986,8.931199
0.000000,2.000000,-1.285439,3.278796
0.000000,2.000000,-4.817377,8.917585
0.000000,2.000000,-3.834849,7.814983
-3.000000,0.000000,-1.379085,2.553904
-3.000000,0.000000,-3.440858,7.322809
-3.000000,0.000000,-2.962413,6.916821
0.000000,0.000000,-1.137473,2.917069
0.000000,0.000000,-2.939450,6.967535
0.000000,0.000000,-2.171592,6.902189
-1.000000,-1.000000,-1.189231,2.457905
-1.000000,-1.000000,-2.178755,6.440138
-1.000000,-1.000000,-2.179706,6.443705
-3.000000,0.000000,-1.683838,2.352795
-3.000000,0.000000,-2.240406,6.434574
-3.000000,0.000000,-2.241753,6.438056
-1.000000,-2.000000,-1.809888,1.963408
-1.000000,-2.000000,-2.258327,6.394500
-1.000000,-2.000000,-2.259775,6.397671
0.000000,-1.000000,-1.834568,1.924609
0.000000,-1.000000,-2.264204,6.396154
0.000000,-1.000000,-2.265672,6.399294
1.000000,-1.000000,-1.670440,1.978075
1.000000,-1.000000,-2.247313,6.481373
1.000000,-1.000000,-2.248649,6.412555
0.000000,-2.000000,-1.708481,1.724620
0.000000,-2.000000,-2.254581,6.385120
0.000000,-2.000000,-2.255948,6.460580
1.000000,-1.000000,-1.526524,1.751266
1.000000,-1.000000,-2.235334,6.467258
1.000000,-1.000000,-2.236555,6.470739
0.000000,-3.000000,-1.603801,1.469348
0.000000,-3.000000,-2.247111,6.440165
0.000000,-3.000000,-2.248394,6.443420
0.000000,-1.000000,-1.554293,1.523214
0.000000,-1.000000,-2.243697,6.453183
0.000000,-1.000000,-2.244940,6.456481
1.000000,-2.000000,-1.191309,1.165132
1.000000,-2.000000,-2.202335,6.416523
1.000000,-2.000000,-2.203288,6.419536
1.000000,-2.000000,-0.931162,0.823155
1.000000,-2.000000,-2.172816,6.381237
1.000000,-2.000000,-2.173561,6.383976
1.000000,0.000000,-0.612688,0.702442
1.000000,0.000000,-2.135834,6.372132
1.000000,0.000000,-2.136324,6.374774
0.000000,-1.000000,-0.494491,0.376927
0.000000,-1.000000,-2.122536,6.338094
0.000000,-1.000000,-2.122931,6.340475
-2.000000,-2.000000,-0.733470,0.580603
-2.000000,-2.000000,-2.152196,6.367461
-2.000000,-2.000000,-2.152782,6.370005
-1.000000,-1.000000,-0.829302,0.604317
-1.000000,-1.000000,-2.164946,6.375414
-1.000000,-1.000000,-2.165609,6.377978
1.000000,0.000000,-0.585232,0.448853
1.000000,0.000000,-2.136789,6.361761
1.000000,0.000000,-2.137257,6.364201
0.000000,2.000000,-0.573419,0.718766
0.000000,2.000000,-2.136298,6.399245
0.000000,2.000000,-2.136757,6.401900
1.000000,0.000000,-0.327876,0.622620
1.000000,0.000000,-2.107554,6.392941
1.000000,0.000000,-2.107816,6.395519
0.000000,0.000000,-0.320595,0.566323
0.000000,0.000000,-2.107199,6.391296
0.000000,0.000000,-2.107455,6.393829
2.000000,1.000000,-0.006559,0.578128
2.000000,1.000000,-2.069776,6.397788
2.000000,1.000000,-2.069782,6.400331
1.000000,0.000000,0.073608,0.585787
1.000000,0.000000,-2.060102,6.403799
1.000000,0.000000,-2.060044,6.406347
0.000000,0.000000,0.027171,0.522590
0.000000,0.000000,-2.065595,6.401261
0.000000,0.000000,-2.065573,6.403759
0.000000,0.000000,-0.014568,0.667508
0.000000,0.000000,-2.070593,6.423764
0.000000,0.000000,-2.070605,6.426378
-1.000000,-1.000000,-0.280817,0.328852
-1.000000,-1.000000,-2.102779,6.388082
-1.000000,-1.000000,-2.103004,6.390425
0.000000,-3.000000,-0.355658,-0.292803
0.000000,-3.000000,-2.112270,6.317672
0.000000,-3.000000,-2.112554,6.319518
1.000000,1.000000,-0.123229,0.112559
1.000000,1.000000,-2.084761,6.370332
1.000000,1.000000,-2.084860,6.372501
1.000000,0.000000,-0.016192,0.277417
1.000000,0.000000,-2.072028,6.442906
1.000000,0.000000,-2.072042,6.445528
1.000000,1.000000,-0.016186,0.420375
1.000000,1.000000,-2.072054,6.465420
1.000000,1.000000,-2.072067,6.468156
0.000000,0.000000,-0.196018,0.365330
0.000000,0.000000,-2.093803,6.464243
0.000000,0.000000,-2.093960,6.466935
0.000000,0.000000,-0.395780,-0.014090
0.000000,0.000000,-2.118248,6.423793
0.000000,0.000000,-2.118565,6.426182
0.000000,0.000000,-0.387002,0.048143
0.000000,0.000000,-2.117821,6.436089
0.000000,0.000000,-2.118131,6.438527
1.000000,-1.000000,-0.291804,0.166993
1.000000,-1.000000,-2.106940,6.455322
1.000000,-1.000000,-2.107173,6.457856
0.000000,-1.000000,-0.302361,-0.082519
0.000000,-1.000000,-2.108682,6.430249
0.000000,-1.000000,-2.108924,6.432583
0.000000,0.000000,-0.382122,0.230142
0.000000,0.000000,-2.118801,6.472686
0.000000,0.000000,-2.119107,6.475270
0.000000,0.000000,-0.321301,-0.143756
0.000000,0.000000,-2.112065,6.432687
0.000000,0.000000,-2.112322,6.434972
0.000000,0.000000,-0.356920,-0.052875
0.000000,0.000000,-2.116882,6.448236
0.000000,0.000000,-2.117167,6.523074
1.000000,0.000000,-0.132757,-0.155270
1.000000,0.000000,-2.090374,6.513542
1.000000,0.000000,-2.090480,6.516298
0.000000,0.000000,-0.111795,-0.544136
0.000000,0.000000,-2.088055,6.472078
0.000000,0.000000,-2.088144,6.474523
0.000000,0.000000,-0.179154,-0.035336
0.000000,0.000000,-2.096370,6.538431
0.000000,0.000000,-2.096514,6.541283
1.000000,2.000000,-0.108238,-0.123884
1.000000,2.000000,-2.088090,6.533438
1.000000,2.000000,-2.088177,6.536219
0.000000,0.000000,-0.274480,-0.290543
0.000000,0.000000,-2.108345,6.567187
0.000000,0.000000,-2.108565,6.570155
8.000000,6.000000,1.221089,1.068593
8.000000,6.000000,-1.928120,6.737306
8.000000,6.000000,-1.927143,7.027796
0.000000,2.000000,1.074082,0.477745
0.000000,2.000000,-1.943924,6.962396
0.000000,2.000000,-1.943065,6.967898
-2.000000,0.000000,0.431854,0.727255
-2.000000,0.000000,-2.019787,7.003541
-2.000000,0.000000,-2.019442,7.081723
-2.000000,0.000000,0.118796,0.396593
-2.000000,0.000000,-2.056913,7.333309
-2.000000,0.000000,-2.056818,7.341146
0.000000,0.000000,0.270706,0.273334
0.000000,0.000000,-2.038373,7.334094
0.000000,0.000000,-2.038156,7.341833
-1.000000,0.000000,0.141937,0.426053
-1.000000,0.000000,-2.053495,7.652235
-1.000000,0.000000,-2.053381,7.662015
0.000000,0.000000,0.240758,-0.010872
0.000000,0.000000,-2.041330,7.619016
0.000000,0.000000,-2.041137,7.982960
0.000000,0.000000,0.213524,0.172234
0.000000,0.000000,-2.044235,8.065229
0.000000,0.000000,-2.044064,8.077528
0.000000,0.000000,0.258450,-0.173865
0.000000,0.000000,-2.038466,8.048018
0.000000,0.000000,-2.279162,8.460352
0.000000,1.000000,0.196674,-0.009354
0.000000,1.000000,-2.695800,8.567446
0.000000,1.000000,-2.772443,8.582799
-2.000000,0.000000,-0.246702,-0.026922
-2.000000,0.000000,-2.830645,8.596029
-2.000000,0.000000,-3.240915,8.611367
0.000000,0.000000,-0.309113,-0.359231
0.000000,0.000000,-3.256172,8.586563
0.000000,0.000000,-3.595746,8.649956
0.000000,1.000000,-0.371165,0.171595
0.000000,1.000000,-3.613249,8.729471
0.000000,1.000000,-3.695786,9.142923
1.000000,0.000000,-0.099660,-0.602044
1.000000,0.000000,-3.673525,9.068006
1.000000,0.000000,-3.683845,9.085924
0.000000,0.000000,-0.029363,-0.620765
0.000000,0.000000,-3.685672,9.101581
0.000000,0.000000,-3.695936,9.119484
-4.000000,1.000000,-0.595921,0.084571
-4.000000,1.000000,-3.774640,9.222592
-4.000000,1.000000,-3.785357,9.241060
-8.000000,0.000000,-1.675849,-0.539021
-8.000000,0.000000,-3.926528,9.184198
-8.000000,0.000000,-3.938109,9.202167
-2.000000,0.000000,-1.529990,-0.841421
-2.000000,0.000000,-3.932070,9.183605
-2.000000,0.000000,-3.575091,9.201332
0.000000,1.000000,-1.076895,-0.526511
0.000000,1.000000,-3.529422,9.257100
0.000000,1.000000,-3.538123,9.226759
-1.000000,0.000000,-0.737129,-0.465085
-1.000000,0.000000,-3.042769,9.251839
-1.000000,0.000000,-2.683766,8.727063
0.000000,1.000000,-0.232493,0.048983
0.000000,1.000000,-2.625796,8.803350
0.000000,1.000000,-2.265858,8.157253
-1.000000,0.000000,-0.190564,0.201753
-1.000000,0.000000,-2.260979,7.818254
-1.000000,0.000000,-2.261131,7.484311
-4.000000,-3.000000,-0.750943,-0.407285
-4.000000,-3.000000,-2.328978,7.416501
-4.000000,-3.000000,-2.329578,7.009252
-3.000000,-3.000000,-1.039816,-0.550492
-3.000000,-3.000000,-2.365075,6.994507
-3.000000,-3.000000,-2.365907,6.996946
-1.000000,-2.000000,-0.874863,-0.530752
-1.000000,-2.000000,-2.346812,7.001770
-1.000000,-2.000000,-2.347512,7.004226
-2.000000,-2.000000,-1.072418,-0.508297
-2.000000,-2.000000,-2.372077,6.936913
-2.000000,-2.000000,-2.372935,6.938907
-1.000000,-1.000000,-1.139463,-0.137882
-1.000000,-1.000000,-2.381891,6.985647
-1.000000,-1.000000,-2.382803,6.987936
1.000000,0.000000,-0.776016,0.124393
1.000000,0.000000,-2.339810,7.021909
1.000000,0.000000,-2.340431,7.024408
0.000000,-2.000000,-0.586171,-0.321182
0.000000,-2.000000,-2.318119,6.973083
0.000000,-2.000000,-2.318588,6.975225
0.000000,0.000000,-0.405475,0.029436
0.000000,0.000000,-2.297228,7.019723
0.000000,0.000000,-2.297553,7.022146
-6.000000,-5.000000,-1.389939,-0.315641
-6.000000,-5.000000,-2.416800,6.982884
-6.000000,-5.000000,-2.417912,6.985032
-9.000000,-6.000000,-2.718503,-1.695634
-9.000000,-6.000000,-2.579515,6.820477
-9.000000,-6.000000,-2.581690,6.821520
0.000000,-2.000000,-2.252757,-1.580117
0.000000,-2.000000,-2.527603,6.836518
0.000000,-2.000000,-2.529405,6.837654
-1.000000,-1.000000,-1.997123,-1.375520
-1.000000,-1.000000,-2.500326,6.863505
-1.000000,-1.000000,-2.501924,6.864805
-1.000000,0.000000,-1.717802,-1.331823
-1.000000,0.000000,-2.469780,6.871383
-1.000000,0.000000,-2.471154,6.872717
-3.000000,-1.000000,-1.894088,-1.390499
-3.000000,-1.000000,-2.493824,6.866964
-3.000000,-1.000000,-2.495339,6.868251
0.000000,-1.000000,-1.514420,-1.283027
0.000000,-1.000000,-2.450990,6.882522
0.000000,-1.000000,-2.452202,6.883895
1.000000,-1.000000,-1.007920,-1.374673
1.000000,-1.000000,-2.392228,6.874198
1.000000,-1.000000,-2.393034,6.875498
11.000000,0.000000,1.276918,-1.240990
11.000000,0.000000,-2.117832,6.892947
11.000000,0.000000,-2.116811,6.894354
9.000000,2.000000,2.872667,-0.537230
9.000000,2.000000,-1.923023,6.980776
-2.000000,-1.000000,-2.066654,6.935605
-2.000000,-1.000000,-2.065362,6.937228
0.000000,-2.000000,1.348419,-1.240979
1.000000,-5.000000,-2.095402,6.853860
1.000000,-5.000000,-2.094332,6.854902
-2.000000,-5.000000,0.790970,-2.131450
-2.000000,-5.000000,-2.159261,6.803582
-2.000000,-5.000000,-2.158628,6.804277
0.000000,-2.000000,0.562746,-2.272202
0.000000,-2.000000,-2.185565,6.787969
0.000000,-2.000000,-2.185115,6.788551
-1.000000,-1.000000,0.227596,-1.818337
-1.000000,-1.000000,-2.225151,6.843960
-1.000000,-1.000000,-2.224969,6.844906
0.000000,-3.000000,0.172783,-1.966326
0.000000,-3.000000,-2.231408,6.827974
0.000000,-3.000000,-2.231270,6.828801
-2.000000,-7.000000,-0.228856,-2.743539
-2.000000,-7.000000,-2.279649,6.735741
-2.000000,-7.000000,-2.279833,6.735946
0.000000,-3.000000,-0.181865,-2.529024
0.000000,-3.000000,-2.274339,6.762064
0.000000,-3.000000,-2.274485,6.762441
-1.000000,-2.000000,-0.268607,-2.231800
-1.000000,-2.000000,-2.285109,6.798722
-1.000000,-2.000000,-2.285323,6.799337
-1.000000,-4.000000,-0.448528,-2.514890
-1.000000,-4.000000,-2.307273,6.765754
-1.000000,-4.000000,-2.307631,6.766142
0.000000,-6.000000,-0.459413,-3.077314
0.000000,-6.000000,-2.309305,6.698590
0.000000,-6.000000,-2.309673,6.698528
0.000000,-2.000000,-0.392261,-2.886103
0.000000,-2.000000,-2.301929,6.721564
0.000000,-2.000000,-2.302242,6.721655
0.000000,-1.000000,-0.443910,-2.466650
0.000000,-1.000000,-2.308795,6.772416
0.000000,-1.000000,-2.309150,6.772843
0.000000,-1.000000,-0.509147,-2.224753
0.000000,-1.000000,-2.317386,6.802491
0.000000,-1.000000,-2.317793,6.803111
1.000000,0.000000,-0.334602,-1.874035
1.000000,0.000000,-2.297116,6.846098
1.000000,0.000000,-2.297383,6.846999
1.000000,0.000000,-0.276185,-1.131518
1.000000,0.000000,-2.290594,6.937596
1.000000,0.000000,-2.290815,6.939091
0.000000,-1.000000,-0.299215,-1.693217
0.000000,-1.000000,-2.293818,6.872732
0.000000,-1.000000,-2.294057,6.825458
0.000000,-7.000000,-0.304235,-3.039500
0.000000,-7.000000,-2.294903,6.663552
0.000000,-7.000000,-2.295146,6.663200
0.000000,-3.000000,-0.180817,-2.634377
0.000000,-3.000000,-2.280481,6.711788
0.000000,-3.000000,-2.280626,6.711760
-2.000000,0.000000,-0.421050,-2.071673
-2.000000,0.000000,-2.309790,6.779707
-2.000000,0.000000,-2.310127,6.780130
-1.000000,-1.000000,-0.497027,-2.188596
-1.000000,-1.000000,-2.319642,6.766428
-1.000000,-1.000000,-2.320040,6.766757
0.000000,-1.000000,-0.438918,-2.051718
0.000000,-1.000000,-2.313418,6.783621
0.000000,-1.000000,-2.313769,6.784060
-1.000000,-1.000000,-0.483306,-1.757271
-1.000000,-1.000000,-2.319482,6.820068
-1.000000,-1.000000,-2.319869,6.820742
0.000000,-1.000000,-0.360183,-1.779518
0.000000,-1.000000,-2.305382,6.818728
0.000000,-1.000000,-2.305670,6.819385
0.000000,-1.000000,-0.354204,-1.863863
0.000000,-1.000000,-2.305236,6.809853
0.000000,-1.000000,-2.305520,6.810441
-1.000000,-6.000000,-0.554666,-2.530728
-1.000000,-6.000000,-2.330019,6.730473
-1.000000,-6.000000,-2.330462,6.730528
0.000000,-4.000000,-0.578574,-2.756927
0.000000,-4.000000,-2.333794,6.703259
0.000000,-4.000000,-2.334257,6.703134
0.000000,-2.000000,-0.535916,-2.726875
0.000000,-2.000000,-2.329567,6.706638
0.000000,-2.000000,-2.329996,6.706537
0.000000,-1.000000,-0.554644,-2.230076
0.000000,-1.000000,-2.332686,6.766449
0.000000,-1.000000,-2.333130,6.766745
0.000000,-1.000000,-0.572851,-2.161379
0.000000,-1.000000,-2.335773,6.775339
0.000000,-1.000000,-2.336232,6.775690
1.000000,-2.000000,-0.519325,-2.405697
1.000000,-2.000000,-2.330224,6.746528
1.000000,-2.000000,-2.330639,6.746683
1.000000,-2.000000,-0.313331,-2.109007
1.000000,-2.000000,-2.306171,6.782679
1.000000,-2.000000,-2.306421,6.783072
0.000000,-4.000000,-0.353846,-2.244317
0.000000,-4.000000,-2.311566,6.767118
0.000000,-4.000000,-2.311850,6.767403
0.000000,-2.000000,-0.462879,-2.533521
0.000000,-2.000000,-2.325304,6.732752
0.000000,-2.000000,-2.325674,6.732805
0.000000,-1.000000,-0.528248,-2.265823
0.000000,-1.000000,-2.333941,6.765196
0.000000,-1.000000,-2.334363,6.765464
1.000000,-1.000000,-0.432564,-2.132775
1.000000,-1.000000,-2.323227,6.781803
1.000000,-1.000000,-2.323574,6.782177
1.000000,-3.000000,-0.365785,-2.403206
1.000000,-3.000000,-2.315853,6.749883
1.000000,-3.000000,-2.316145,6.750040
0.000000,0.000000,-0.445620,-1.738380
0.000000,0.000000,-2.326082,6.830508
0.000000,0.000000,-2.326439,6.831198
1.000000,-1.000000,-0.269310,-1.760039
1.000000,-1.000000,-2.305497,6.829271
1.000000,-1.000000,-2.305712,6.829943
0.000000,0.000000,-0.274761,-1.720813
0.000000,0.000000,-2.306586,6.835353
0.000000,0.000000,-2.306806,6.836057
0.000000,0.000000,-0.284646,-1.326511
0.000000,0.000000,-2.308220,6.884391
0.000000,0.000000,-2.308448,6.885410
0.000000,-2.000000,-0.210823,-1.365108
0.000000,-2.000000,-2.299757,6.881766
0.000000,-2.000000,-2.299926,6.882754
-2.000000,-1.000000,-0.360819,-1.575822
-2.000000,-1.000000,-2.318214,6.858288
-2.000000,-1.000000,-2.318503,6.859107
-1.000000,-2.000000,-0.356207,-1.930014
-1.000000,-2.000000,-2.318234,6.817140
-1.000000,-2.000000,-2.318519,6.817676
-1.000000,-5.000000,-0.388707,-2.410022
-1.000000,-5.000000,-2.322730,6.760227
-1.000000,-5.000000,-2.323041,6.687899
-1.000000,-2.000000,-0.481326,-2.396998
-1.000000,-2.000000,-2.334541,6.689144
-1.000000,-2.000000,-2.334926,6.688827
-2.000000,-2.000000,-0.624515,-2.315832
-2.000000,-2.000000,-2.352608,6.698314
-2.000000,-2.000000,-2.353108,6.698061
0.000000,-1.000000,-0.413017,-1.616903
0.000000,-1.000000,-2.328058,6.782239
0.000000,-1.000000,-2.328389,6.782546
0.000000,-1.000000,-0.447415,-1.640602
0.000000,-1.000000,-2.332875,6.779989
0.000000,-1.000000,-2.333232,6.780277
-1.000000,-1.000000,-0.675645,-1.375019
-1.000000,-1.000000,-2.361161,6.812647
-1.000000,-1.000000,-2.361701,6.813147
-1.000000,-1.000000,-0.784354,-1.275105
-1.000000,-1.000000,-2.375374,6.825716
-1.000000,-1.000000,-2.376001,6.777977
0.000000,-1.000000,-0.684843,-1.123381
0.000000,-1.000000,-2.364608,6.796565
0.000000,-1.000000,-2.365156,6.796946
-1.000000,-5.000000,-0.683950,-1.743601
-1.000000,-5.000000,-2.365541,6.722416
-1.000000,-5.000000,-2.366143,6.722290
0.000000,-3.000000,-0.644992,-1.671953
0.000000,-3.000000,-2.361984,6.730830
0.000000,-3.000000,-2.362500,6.730772
-1.000000,-1.000000,-0.659916,-1.786055
-1.000000,-1.000000,-2.364766,6.716946
-1.000000,-1.000000,-2.365346,6.716783
-1.000000,-2.000000,-0.736176,-1.574402
-1.000000,-2.000000,-2.375087,6.742201
-1.000000,-2.000000,-2.375675,6.742222
-1.000000,0.000000,-0.683487,-1.252853
-1.000000,0.000000,-2.369845,6.781058
-1.000000,0.000000,-2.370446,6.708835
0.000000,0.000000,-0.525470,-1.283081
0.000000,0.000000,-2.351904,6.704981
0.000000,0.000000,-2.352325,6.704755
-1.000000,0.000000,-0.672559,-1.238973
-1.000000,0.000000,-2.370460,6.709876
-1.000000,0.000000,-2.371052,6.709665
0.000000,-1.000000,-0.671715,-1.236440
0.000000,-1.000000,-2.371488,6.709780
0.000000,-1.000000,-2.372025,6.709591
-1.000000,-1.000000,-0.779075,-1.483862
-1.000000,-1.000000,-2.385469,6.679552
-1.000000,-1.000000,-2.386155,6.679126
-1.000000,-1.000000,-0.843451,-1.463032
-1.000000,-1.000000,-2.394487,6.681293
-1.000000,-1.000000,-2.395162,6.680922
0.000000,0.000000,-0.607456,-0.909443
0.000000,0.000000,-2.367329,6.747425
0.000000,0.000000,-2.367815,6.747498
-3.000000,-3.000000,-0.978816,-1.147398
-3.000000,-3.000000,-2.413161,6.718825
-3.000000,-3.000000,-2.413944,6.718707
-4.000000,-3.000000,-1.334418,-1.652781
-4.000000,-3.000000,-2.457684,6.657539
-4.000000,-3.000000,-2.458858,6.656965
-1.000000,0.000000,-1.057711,-1.471134
-1.000000,0.000000,-2.426415,6.678423
-1.000000,0.000000,-2.427261,6.678046
-1.000000,-2.000000,-0.943146,-1.575115
-1.000000,-2.000000,-2.414268,6.665108
-1.000000,-2.000000,-2.415022,6.664648
0.000000,0.000000,-0.795934,-1.517632
0.000000,0.000000,-2.397993,6.671132
0.000000,0.000000,-2.398630,6.670718
0.000000,-1.000000,-0.704846,-1.682378
0.000000,-1.000000,-2.388263,6.650403
0.000000,-1.000000,-2.388827,6.649857
-2.000000,-1.000000,-1.007152,-1.410460
-2.000000,-1.000000,-2.425910,6.682158
-2.000000,-1.000000,-2.426715,6.681830
0.000000,-2.000000,-0.977772,-1.316016
0.000000,-2.000000,-2.423972,6.692910
0.000000,-2.000000,-2.424754,6.692657
0.000000,0.000000,-0.844109,-1.294446
0.000000,0.000000,-2.409390,6.695010
0.000000,0.000000,-2.410065,6.694775
0.000000,-1.000000,-0.786435,-1.003452
0.000000,-1.000000,-2.403774,6.729692
0.000000,-1.000000,-2.404403,6.729689
-5.000000,-3.000000,-1.545122,-1.349149
-5.000000,-3.000000,-2.496681,6.687925
-5.000000,-3.000000,-2.497917,6.687646
-3.000000,-1.000000,-1.914497,-1.301019
-3.000000,-1.000000,-2.543774,6.693181
-3.000000,-1.000000,-2.545305,6.692940
-1.000000,-3.000000,-1.797675,-1.572518
-1.000000,-3.000000,-2.532725,6.659903
-1.000000,-3.000000,-2.534163,6.659444
0.000000,-1.000000,-1.495773,-1.362663
0.000000,-1.000000,-2.499132,6.684337
0.000000,-1.000000,-2.500328,6.635727
-1.000000,0.000000,-1.517293,-1.342809
-1.000000,0.000000,-2.504124,6.685835
-1.000000,0.000000,-2.505338,6.685561
-1.000000,-1.000000,-1.508229,-1.363305
-1.000000,-1.000000,-2.505457,6.682810
-1.000000,-1.000000,-2.506664,6.682520
-1.000000,0.000000,-1.460336,-1.196823
-1.000000,0.000000,-2.502085,6.702340
-1.000000,0.000000,-2.503253,6.653863
0.000000,0.000000,-1.205167,-1.208016
0.000000,0.000000,-2.473597,6.652033
0.000000,0.000000,-2.474561,6.699867
0.000000,0.000000,-0.923359,-1.483738
0.000000,0.000000,-2.441483,6.666393
0.000000,0.000000,-2.442222,6.666006
0.000000,0.000000,-0.809021,-1.228999
0.000000,0.000000,-2.429148,6.696392
0.000000,0.000000,-2.429796,6.696208
-2.000000,0.000000,-1.004298,-1.284337
-2.000000,0.000000,-2.454032,6.689341
-2.000000,0.000000,-2.454836,6.689113
-3.000000,0.000000,-1.276935,-1.382032
-3.000000,0.000000,-2.488574,6.677084
-3.000000,0.000000,-2.489595,6.676778
-7.000000,-5.000000,-2.194443,-1.736595
-7.000000,-5.000000,-2.601452,6.633641
-7.000000,-5.000000,-2.603207,6.633052
-3.000000,-2.000000,-2.090386,-2.260683
-3.000000,-2.000000,-2.592393,6.569153
-3.000000,-2.000000,-2.594065,6.568145
0.000000,-1.000000,-1.645368,-2.028701
