I0,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,I14,I15,I16,I17,I18,I19,I20,I21,I22,I23
195030.000000,1000.000000,1063.332275,6.040288,43.915829,-112.198235,-31.480623,0.000000,14.076019,-1.970643,0.503064,0.000000,-1.467578,-10.000000,1.869989,-1.661798,2.186629,0.000000,0.524831,-1.247578,-1.275169,0.521130,-0.035120,-2.773341
195050.000000,1000.000000,1061.876587,6.033712,43.868015,-183.516022,35.126324,0.000000,12.784903,-1.789886,0.500507,0.000000,-1.289379,-17.400000,2.288366,-2.756371,2.185565,0.000000,-0.570807,-1.069379,-2.370806,0.243264,-0.314218,-2.690912
195070.000000,1000.000000,1059.297119,7.496932,7.426492,-149.121933,82.124222,0.000000,12.636546,-1.769117,0.497980,0.000000,-1.271137,-25.200001,5.108566,-4.243199,2.184011,0.000000,-2.059189,-1.051136,-3.859189,-0.003202,-0.531002,-2.612856
195090.000000,1000.000000,1058.415405,63.953758,-0.379817,-69.574333,92.535553,0.000000,11.466272,-1.605278,0.495687,0.000000,-1.109591,-35.000000,7.635785,-5.969010,2.182270,0.000000,-3.786740,-0.889591,-5.586740,-0.266481,-0.694698,-2.526945
195110.000000,1000.000000,1055.856934,63.848309,-0.379191,-5.238882,46.691574,0.000000,10.246552,-1.434517,0.493637,0.000000,-0.940880,-42.400002,8.657406,-7.148037,2.179510,0.000000,-4.968527,-0.720880,-6.768527,-0.438888,-0.881070,-2.437259
195130.000000,1000.000000,1053.325317,63.679951,-0.378191,13.786510,-21.204632,0.000000,8.150931,-1.141130,0.492007,0.000000,-0.649123,-49.600002,8.464709,-8.129060,2.176285,0.000000,-5.952775,-0.429123,-7.752775,-0.512317,-1.221461,-2.336317
195150.000000,1000.000000,1052.713135,0.895846,31.661953,-36.145885,9.392559,0.000000,7.071465,-0.990005,0.490593,0.000000,-0.499412,-57.400002,6.877253,-8.998816,2.172988,0.000000,-6.825828,-0.279412,-8.625828,-0.662992,-1.833719,-2.220345
195170.000000,1000.000000,1049.818237,5.936557,31.680359,-98.724251,63.979256,0.000000,6.764901,-0.947086,0.489240,0.000000,-0.457846,-64.400002,6.118400,-9.872577,2.168959,0.000000,-7.703618,-0.237846,-9.503618,-0.763340,-2.639188,-2.103708
195190.000000,1000.000000,1047.098145,-2.860059,55.048332,-114.628860,43.213905,0.000000,7.710079,-1.079411,0.487698,0.000000,-0.591713,-67.200005,5.682468,-10.203547,2.158547,0.000000,-8.045000,-0.371713,-9.845000,-0.800548,-3.535165,-1.995557
195211.000000,1000.000000,1045.290283,-2.853694,54.925816,-50.035999,6.614511,0.000000,8.323008,-1.165221,0.485950,0.000000,-0.679271,-71.200005,5.390122,-10.722618,2.150103,0.000000,-8.572515,-0.459271,-10.372516,-0.876426,-4.497310,-1.877830
195230.000000,1000.000000,1042.780518,20.376331,10.997829,33.850899,-41.358856,0.000000,7.383248,-1.033655,0.484547,0.000000,-0.549107,-71.599998,5.377554,-10.776857,2.135477,0.000000,-8.641380,-0.329107,-10.441381,-0.943488,-5.480994,-1.766659
195250.000000,1000.000000,1039.592285,19.144875,20.520042,40.712616,7.640427,0.000000,5.659789,-0.792370,0.483415,0.000000,-0.308955,-74.599998,3.773935,-10.972350,2.125027,0.000000,-8.847322,-0.088955,-10.647323,-0.977016,-6.416093,-1.664218
