flight,axis,left,right,rms_diff_deg,mean_diff_deg,p95_abs_diff_deg,max_abs_diff_deg,final_diff_deg
5,roll,current_kp06_ki002,current_kp10_ki002,0.7327464996735132,0.04912561886783748,1.6356110853641699,3.3262245853052335,0.0037912264207391466
5,pitch,current_kp06_ki002,current_kp10_ki002,0.750345637228934,-0.322807552210065,1.5843685514994887,2.520596770374537,0.014832793631077035
5,roll,current_kp15_ki002,current_kp10_ki002,0.7596829716688125,-0.051355258484143636,1.692389738471276,3.5465777646244483,-0.003200904582107089
5,pitch,current_kp15_ki002,current_kp10_ki002,0.6868109203078145,0.16811986830227996,1.5188168578088213,2.175563696942117,0.007193690000018016
5,roll,current_kp10_ki0,current_kp10_ki002,0.04053786929479011,0.03777856888196452,0.06137033493064153,0.09322691457700838,0.022920848774958813
5,pitch,current_kp10_ki0,current_kp10_ki002,0.03270997496660643,-0.030715800055705064,0.05036410837557179,0.06810123536176604,-0.03830012804916061
5,roll,wide_kp10_band020,current_kp10_ki002,0.6284095850677156,0.1668605440319305,1.4735088214934764,3.0532473019471844,0.002468390635690376
5,pitch,wide_kp10_band020,current_kp10_ki002,0.7817389498166456,-0.39025559884918587,1.9809322764814896,3.3883280453264977,0.003342117426385016
5,roll,wide_kp10_band050,current_kp10_ki002,0.3139174911055474,-0.10096409710868359,0.7521659722159274,1.608861085238507,-0.00039409643180121634
5,pitch,wide_kp10_band050,current_kp10_ki002,0.3335895996923926,0.15309452040856253,0.8203066324070759,1.5141014556877455,-0.0006386466733312446
6,roll,current_kp10_ki002,madgwick_imu,0.9368452214723192,-0.06107523511584647,1.772842158515611,9.613638689861219,-0.0016895835490076117
6,pitch,current_kp10_ki002,madgwick_imu,0.8888891576680596,0.05228264098110223,1.476527146325889,9.26827951626143,-0.05660626302169547
6,roll,current_kp10_ki002,ekf_rp,0.8271043038040996,-0.08407931428953071,1.9746939596327342,3.779701906346114,0.05706610847577598
6,pitch,current_kp10_ki002,ekf_rp,1.026647449789725,0.5509019302392298,2.3052716884079247,4.005873831410507,0.5524558036775455
