param_name,file,window,mean_abs_roll_err_deg,mean_abs_pitch_err_deg,mean_abs_rp_err_deg,yaw_tail_slope_abs_dps,conv_time_s,acc_weight_mean
"kp=1.200,ki=0.020",04150000.csv,first_static,0.026609103964349415,0.025258447010976025,0.025933775487662722,0.00014775277310678043,11.543000000000001,0.9945709142802315
"kp=1.200,ki=0.020",04150000.csv,last_static,0.04639870793344764,0.03476961254437652,0.04058416023891208,7.86178317156298e-05,,0.9950697292409005
"kp=1.200,ki=0.020",04150000.csv,dynamic,,,,,,0.9892580660143357
"kp=1.200,ki=0.020",04150008.csv,first_static,0.08725356522708795,0.10075913933371024,0.0940063522803991,0.0030804644099590816,9.828,0.9929051779401374
"kp=1.200,ki=0.020",04150008.csv,last_static,0.021483835444034458,0.016031695783187746,0.018757765613611102,0.0012748659078348115,0.9550000000000125,0.994341379095503
"kp=1.200,ki=0.020",04150008.csv,dynamic,,,,,,0.5132168522619641
"kp=1.200,ki=0.030",04150000.csv,first_static,0.023877389735745328,0.026101633328672755,0.02498951153220904,0.0001749066825540772,3.996,0.9945709142802315
"kp=1.200,ki=0.030",04150000.csv,last_static,0.046397566927924114,0.03482454981236796,0.04061105837014604,0.00011651662658610766,,0.9950697292409005
"kp=1.200,ki=0.030",04150000.csv,dynamic,,,,,,0.9892580660143357
"kp=1.200,ki=0.030",04150008.csv,first_static,0.0749834961126853,0.1074809870275292,0.09123224157010726,0.002340433147056693,5.102,0.9929051779401374
"kp=1.200,ki=0.030",04150008.csv,last_static,0.01690004990728922,0.017700624797144574,0.017300337352216897,0.0006590089880550816,0.9110000000000014,0.994341379095503
"kp=1.200,ki=0.030",04150008.csv,dynamic,,,,,,0.5132168522619641
"kp=1.400,ki=0.010",04150000.csv,first_static,0.033917966327780276,0.026712593851862407,0.03031528008982134,0.00040236703571421977,18.261,0.9945709142802315
"kp=1.400,ki=0.010",04150000.csv,last_static,0.04667979191480934,0.03477326486949603,0.04072652839215268,0.0002972057072026123,,0.9950697292409005
"kp=1.400,ki=0.010",04150000.csv,dynamic,,,,,,0.9892580660143357
"kp=1.400,ki=0.010",04150008.csv,first_static,0.09483636724668448,0.0950579067976849,0.09494713702218469,0.004270663229908543,14.151,0.9929051779401374
"kp=1.400,ki=0.010",04150008.csv,last_static,0.036638797600440316,0.018337221945921068,0.027488009773180694,0.00304957227633928,0.9629999999999939,0.994341379095503
"kp=1.400,ki=0.010",04150008.csv,dynamic,,,,,,0.5132168522619641
"kp=1.400,ki=0.015",04150000.csv,first_static,0.02866783871868175,0.024558592652877995,0.026613215685779873,0.00018456890301098993,11.546,0.9945709142802315
"kp=1.400,ki=0.015",04150000.csv,last_static,0.04641151135638898,0.0346668641622319,0.04053918775931044,0.00010337196319141807,,0.9950697292409005
"kp=1.400,ki=0.015",04150000.csv,dynamic,,,,,,0.9892580660143357
"kp=1.400,ki=0.015",04150008.csv,first_static,0.08720862338276902,0.0909113254585577,0.08905997442066337,0.0037690882804758533,13.999,0.9929051779401374
"kp=1.400,ki=0.015",04150008.csv,last_static,0.02750326858373265,0.015601452983285085,0.02155236078350887,0.0021498272539260087,0.9590000000000032,0.994341379095503
"kp=1.400,ki=0.015",04150008.csv,dynamic,,,,,,0.5132168522619641
