I0,I1,I2,I3,I4,I5,I6,I7,I8
0.000000,-1.000000,89.000000,-0.216997,0.357811,-0.283028,-0.199297,-0.018179,-0.026229
0.000000,0.000000,91.000000,-0.479081,0.652211,-0.367595,0.581953,-0.040135,-0.047810
0.000000,0.000000,88.000000,-0.844993,0.352014,-0.678124,0.465511,-0.070790,-0.025804
0.000000,0.000000,89.000000,-0.593287,0.609404,-0.780001,0.422285,-0.049703,-0.044672
0.000000,0.000000,86.000000,-0.624847,0.542595,-0.556502,0.678686,-0.052347,-0.039774
0.000000,0.000000,84.000000,-0.863312,-0.579729,-0.742328,-0.000734,-0.072325,0.042496
0.000000,0.000000,83.000000,-0.302396,-1.133496,-0.587399,-0.899635,-0.025333,0.083090
0.000000,0.000000,86.000000,0.167916,-0.784550,0.005498,-0.983777,0.014067,0.057511
0.000000,-1.000000,89.000000,-0.023870,-0.652430,0.073846,-0.713589,-0.002000,0.047826
0.000000,0.000000,84.000000,-0.281271,-0.392573,-0.151946,-0.523263,-0.023564,0.028777
0.000000,0.000000,83.000000,-0.586713,-0.252701,-0.394289,-0.297087,-0.049152,0.018524
0.000000,0.000000,85.000000,-1.249989,-0.318483,-0.980065,-0.321365,-0.104719,0.023346
0.000000,0.000000,87.000000,-1.477680,0.102825,-1.437525,-0.141791,-0.123794,-0.007537
0.000000,0.000000,88.000000,-1.013686,0.419073,-1.308171,0.307087,-0.084922,-0.030720
0.000000,0.000000,91.000000,-0.454106,-0.284436,-0.666752,0.174023,-0.038043,0.020850
0.000000,0.000000,87.000000,-0.469866,-1.650395,-0.400395,-0.999541,-0.039363,0.120980
0.000000,0.000000,90.000000,-0.449343,-1.973306,-0.524162,-1.943244,-0.037644,0.144651
0.000000,0.000000,87.000000,0.171492,-0.859686,-0.096587,-1.431134,0.014367,0.063018
0.000000,-1.000000,85.000000,0.612399,0.323305,0.424481,-0.250043,0.051304,-0.023699
1.000000,0.000000,90.000000,0.183620,1.123668,0.460698,0.761402,0.015383,-0.082369
0.000000,0.000000,88.000000,-0.414329,2.016414,-0.146170,1.599146,-0.034711,-0.147811
0.000000,1.000000,87.000000,-0.158415,2.795424,-0.347386,2.475844,-0.013271,-0.204915
0.000000,0.000000,85.000000,0.127503,2.670611,0.027006,2.800751,0.010682,-0.195766
0.000000,0.000000,91.000000,0.261060,2.400479,0.210173,2.516901,0.021871,-0.175964
0.000000,0.000000,84.000000,0.531699,2.345424,0.380844,2.346425,0.044543,-0.171929
0.000000,2.000000,88.000000,0.908367,1.996978,0.746793,2.188007,0.076099,-0.146386
0.000000,0.000000,86.000000,1.245529,0.875743,1.026261,1.402230,0.104345,-0.064195
-1.000000,0.000000,85.000000,2.353151,0.256737,1.821090,0.506891,0.197137,-0.018820
0.000000,0.000000,92.000000,3.053125,-0.440947,2.791322,-0.134039,0.255778,0.032323
0.000000,0.000000,93.000000,2.525898,-1.097521,2.936404,-0.750671,0.211609,0.080452
0.000000,0.000000,91.000000,0.941465,-1.661797,1.709744,-1.499930,0.078872,0.121816
0.000000,1.000000,91.000000,-0.327387,-1.120970,0.203481,-1.461310,-0.027427,0.082171
0.000000,0.000000,85.000000,-0.806769,0.044004,-0.638241,-0.448164,-0.067588,-0.003226
0.000000,-1.000000,90.000000,-1.105543,0.049447,-1.010523,0.103198,-0.092618,-0.003625
0.000000,0.000000,87.000000,-1.060979,-0.382099,-1.094620,-0.194722,-0.088884,0.028009
0.000000,0.000000,85.000000,-0.966125,-0.927592,-0.942741,-0.693136,-0.080938,0.067996
0.000000,1.000000,91.000000,-2.036773,-1.581826,-1.488390,-1.284029,-0.170632,0.115954
0.000000,0.000000,87.000000,-2.362484,-1.784085,-2.289767,-1.725280,-0.197919,0.130780
0.000000,1.000000,81.000000,-1.442578,-1.340910,-2.011403,-1.683944,-0.120853,0.098294
0.000000,0.000000,88.000000,-0.573638,-0.553846,-0.848429,-0.800649,-0.048057,0.040599
0.000000,-2.000000,84.000000,-0.603617,-0.437286,-0.660054,-0.537000,-0.050568,0.032055
0.000000,0.000000,85.000000,-0.291114,-0.079174,-0.379990,-0.229105,-0.024388,0.005804
0.000000,0.000000,86.000000,0.142516,0.288847,-0.094959,0.086385,0.011939,-0.021174
0.000000,0.000000,86.000000,0.705011,0.949578,0.515579,0.627554,0.059063,-0.069608
0.000000,0.000000,85.000000,0.529282,1.114507,0.717192,1.112030,0.044341,-0.081698
0.000000,1.000000,90.000000,-0.564868,0.515195,0.006978,0.812952,-0.047322,-0.037766
0.000000,0.000000,89.000000,-1.385377,-0.140651,-1.088888,0.163572,-0.116061,0.010310
0.000000,0.000000,86.000000,-0.621767,0.216515,-1.141427,-0.013265,-0.052089,-0.015871
0.000000,0.000000,85.000000,0.420340,0.323345,0.010898,0.384576,0.035214,-0.023702
0.000000,0.000000,82.000000,0.222406,-0.889308,0.394470,-0.185020,0.018632,0.065190
0.000000,0.000000,85.000000,-0.604302,-2.672722,-0.223121,-1.917784,-0.050626,0.195921
0.000000,0.000000,93.000000,-0.680529,-2.928933,-0.689911,-2.954403,-0.057012,0.214702
0.000000,-1.000000,91.000000,0.461663,-1.302805,-0.157146,-2.189233,0.038676,0.095501
0.000000,0.000000,86.000000,0.731944,-0.238113,0.682493,-0.619043,0.061319,0.017455
