I0,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10
499283.000000,0.330000,0.315417,7.772767,-0.072499,0.000000,-0.400000,-0.061927,7.245545,-0.032727,0.000000
499286.000000,0.330000,0.315387,7.772767,-0.061772,0.000000,-0.400000,-0.061956,7.245545,-0.034161,0.000000
499287.000000,0.330000,0.315313,7.772767,-0.058628,0.000000,-0.400000,-0.062058,7.245545,-0.042529,0.000000
499288.000000,0.330000,0.315277,7.772767,-0.065253,0.000000,-0.400000,-0.062085,7.245545,-0.037118,0.000000
499289.000000,0.330000,0.315231,7.772767,-0.072972,0.000000,-0.400000,-0.062103,7.245545,-0.028762,0.000000
499290.000000,0.330000,0.315177,7.772767,-0.079739,0.000000,-0.400000,-0.062113,7.245545,-0.022932,0.000000
499291.000000,0.330000,0.315118,7.772767,-0.082942,0.000000,-0.400000,-0.062120,7.245545,-0.021830,0.000000
499292.000000,0.330000,0.315059,7.772767,-0.080379,0.000000,-0.400000,-0.062128,7.245545,-0.024245,0.000000
499293.000000,0.330000,0.315007,7.772767,-0.072338,0.000000,-0.400000,-0.062136,7.245545,-0.026873,0.000000
499296.000000,0.330000,0.314963,7.772767,-0.062934,0.000000,-0.400000,-0.062143,7.245545,-0.027133,0.000000
499297.000000,0.330000,0.314843,7.772767,-0.058647,0.000000,-0.400000,-0.062155,7.245545,-0.032216,0.000000
499298.000000,0.330000,0.314804,7.772767,-0.057127,0.000000,-0.400000,-0.062163,7.245545,-0.037863,0.000000
499299.000000,0.330000,0.314773,7.772767,-0.050297,0.000000,-0.400000,-0.062177,7.245545,-0.045006,0.000000
499300.000000,0.330000,0.314753,7.772767,-0.039999,0.000000,-0.400000,-0.062195,7.245545,-0.052202,0.000000
499301.000000,0.330000,0.314742,7.772767,-0.030107,0.000000,-0.400000,-0.062216,7.245545,-0.056898,0.000000
499302.000000,0.330000,0.314740,7.772767,-0.022558,0.000000,-0.400000,-0.062235,7.245545,-0.057404,0.000000
499303.000000,0.330000,0.314743,7.772767,-0.017877,0.000000,-0.400000,-0.062251,7.245545,-0.055189,0.000000
499306.000000,0.330000,0.314744,7.772767,-0.019214,0.000000,-0.400000,-0.062265,7.245545,-0.054217,0.000000
499307.000000,0.330000,0.314690,7.772767,-0.048920,0.000000,-0.400000,-0.062309,7.245545,-0.059448,0.000000
499308.000000,0.330000,0.314657,7.772767,-0.054443,0.000000,-0.400000,-0.062325,7.245545,-0.061537,0.000000
499309.000000,0.330000,0.314623,7.772767,-0.056558,0.000000,-0.400000,-0.062343,7.245545,-0.063284,0.000000
499310.000000,0.330000,0.314590,7.772767,-0.054993,0.000000,-0.400000,-0.062360,7.245545,-0.062462,0.000000
499311.000000,0.330000,0.314563,7.772767,-0.050054,0.000000,-0.400000,-0.062372,7.245545,-0.059195,0.000000
499312.000000,0.330000,0.314544,7.772767,-0.043902,0.000000,-0.400000,-0.062381,7.245545,-0.055313,0.000000
499313.000000,0.330000,0.314531,7.772767,-0.038166,0.000000,-0.400000,-0.062387,7.245545,-0.051835,0.000000
499316.000000,0.330000,0.314526,7.772767,-0.033001,0.000000,-0.400000,-0.062391,7.245545,-0.049959,0.000000
499317.000000,0.330000,0.314528,7.772767,-0.031749,0.000000,-0.400000,-0.062414,7.245545,-0.054755,0.000000
499318.000000,0.330000,0.314526,7.772767,-0.036418,0.000000,-0.400000,-0.062431,7.245545,-0.059794,0.000000
499319.000000,0.330000,0.314520,7.772767,-0.041790,0.000000,-0.400000,-0.062455,7.245545,-0.065862,0.000000
499320.000000,0.330000,0.314512,7.772767,-0.046108,0.000000,-0.400000,-0.062486,7.245545,-0.069784,0.000000
499321.000000,0.330000,0.314505,7.772767,-0.047616,0.000000,-0.400000,-0.062518,7.245545,-0.070269,0.000000
499322.000000,0.330000,0.314500,7.772767,-0.046113,0.000000,-0.400000,-0.062549,7.245545,-0.067899,0.000000
499323.000000,0.330000,0.314499,7.772767,-0.042950,0.000000,-0.400000,-0.062577,7.245545,-0.063666,0.000000
499326.000000,0.330000,0.314502,7.772767,-0.039172,0.000000,-0.400000,-0.062602,7.245545,-0.059033,0.000000
499328.000000,0.330000,0.314568,7.772767,-0.017979,0.000000,-0.400000,-0.062671,7.245545,-0.045867,0.000000
499329.000000,0.330000,0.314593,7.772767,-0.016736,0.000000,-0.400000,-0.062684,7.245545,-0.043148,0.000000
499330.000000,0.330000,0.314618,7.772767,-0.018050,0.000000,-0.400000,-0.062693,7.245545,-0.038608,0.000000
499331.000000,0.330000,0.314637,7.772767,-0.022492,0.000000,-0.400000,-0.062698,7.245545,-0.032970,0.000000
499332.000000,0.330000,0.314649,7.772767,-0.029832,0.000000,-0.400000,-0.062700,7.245545,-0.029049,0.000000
499333.000000,0.330000,0.314655,7.772767,-0.035611,0.000000,-0.400000,-0.062703,7.245545,-0.027108,0.000000
499336.000000,0.330000,0.314658,7.772767,-0.037509,0.000000,-0.400000,-0.062705,7.245545,-0.025153,0.000000
499337.000000,0.330000,0.314639,7.772767,-0.051397,0.000000,-0.400000,-0.062716,7.245545,-0.022086,0.000000
499338.000000,0.330000,0.314618,7.772767,-0.058095,0.000000,-0.400000,-0.062726,7.245545,-0.023945,0.000000
499339.000000,0.330000,0.314589,7.772767,-0.064164,0.000000,-0.400000,-0.062740,7.245545,-0.025384,0.000000
499340.000000,0.330000,0.314554,7.772767,-0.070003,0.000000,-0.400000,-0.062754,7.245545,-0.024552,0.000000
499341.000000,0.330000,0.314515,7.772767,-0.073740,0.000000,-0.400000,-0.062767,7.245545,-0.021619,0.000000
499342.000000,0.330000,0.314478,7.772767,-0.071988,0.000000,-0.400000,-0.062777,7.245545,-0.018933,0.000000
499343.000000,0.330000,0.314448,7.772767,-0.064182,0.000000,-0.400000,-0.062787,7.245545,-0.017418,0.000000
499346.000000,0.330000,0.314428,7.772767,-0.053236,0.000000,-0.400000,-0.062795,7.245545,-0.016015,0.000000
499347.000000,0.330000,0.314426,7.772767,-0.022682,0.000000,-0.400000,-0.062838,7.245545,-0.029400,0.000000
499348.000000,0.330000,0.314435,7.772767,-0.017878,0.000000,-0.400000,-0.062870,7.245545,-0.039455,0.000000
499349.000000,0.330000,0.314442,7.772767,-0.016531,0.000000,-0.400000,-0.062908,7.245545,-0.046811,0.000000
499350.000000,0.330000,0.314446,7.772767,-0.017077,0.000000,-0.400000,-0.062948,7.245545,-0.049987,0.000000
499351.000000,0.330000,0.314444,7.772767,-0.020065,0.000000,-0.400000,-0.062988,7.245545,-0.050104,0.000000
499352.000000,0.330000,0.314435,7.772767,-0.026883,0.000000,-0.400000,-0.063025,7.245545,-0.048254,0.000000
499353.000000,0.330000,0.314415,7.772767,-0.036238,0.000000,-0.400000,-0.063057,7.245545,-0.045006,0.000000
499356.000000,0.330000,0.314387,7.772767,-0.043911,0.000000,-0.400000,-0.063085,7.245545,-0.041506,0.000000
499357.000000,0.330000,0.314319,7.772767,-0.035652,0.000000,-0.400000,-0.063144,7.245545,-0.037707,0.000000
499358.000000,0.330000,0.314317,7.772767,-0.026321,0.000000,-0.400000,-0.063158,7.245545,-0.037623,0.000000
499359.000000,0.330000,0.314327,7.772767,-0.016200,0.000000,-0.400000,-0.063168,7.245545,-0.036148,0.000000
499360.000000,0.330000,0.314347,7.772767,-0.009096,0.000000,-0.400000,-0.063173,7.245545,-0.034592,0.000000
