I0,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13
527592.000000,-0.107675,5.655752,23.053709,-35.958202,0.000000,0.852891,1.904009,4.204472,-6.609581,0.000000,2.152612,-20.271303,7.197603
527594.000000,-2.731971,5.708614,33.762341,-35.940510,0.000000,-14.678659,1.960032,66.554764,-6.599602,0.000000,2.146918,-20.280005,7.206223
527595.000000,-3.462214,5.708614,36.683311,-35.934090,0.000000,-23.909960,1.960032,103.479965,-6.581493,0.000000,2.144279,-20.289591,7.203487
527596.000000,-2.685767,5.739836,33.702412,-35.928192,0.000000,-27.159870,2.125135,117.140022,-6.576527,0.000000,2.142457,-20.303591,7.200053
527597.000000,-1.980027,5.739836,30.879454,-35.922787,0.000000,-25.359709,2.125135,109.939377,-6.557287,0.000000,2.141000,-20.322540,7.197621
527598.000000,-2.305379,5.766120,32.285995,-35.917137,0.000000,-21.207447,2.388973,94.385681,-6.554783,0.000000,2.138702,-20.341282,7.196914
527599.000000,-2.986086,5.766120,35.008827,-35.911011,0.000000,-16.688818,2.388973,76.311165,-6.541429,0.000000,2.135153,-20.357555,7.198509
527600.000000,-2.911209,5.819189,34.921593,-35.906403,0.000000,-12.460468,2.590714,60.204727,-6.539340,0.000000,2.131121,-20.370102,7.202021
527602.000000,-1.723335,5.819189,30.170094,-35.895844,0.000000,-7.217098,2.590714,39.231247,-6.525609,0.000000,2.127867,-20.377445,7.206705
527603.000000,1.310306,5.852260,18.167816,-35.884506,0.000000,13.306554,2.630407,-42.704586,-6.531791,0.000000,2.126480,-20.360878,7.214707
527604.000000,1.576207,5.847474,17.085064,-35.881516,0.000000,21.582827,2.345928,-76.947594,-6.533684,0.000000,2.127080,-20.335133,7.217275
527605.000000,1.458613,5.847474,17.555443,-35.878445,0.000000,23.790491,2.345928,-85.778252,-6.548696,0.000000,2.127725,-20.303524,7.219562
527606.000000,1.787849,5.833633,16.183140,-35.875614,0.000000,23.284781,1.877653,-85.628510,-6.549975,0.000000,2.129058,-20.268236,7.221790
527607.000000,2.327306,5.833633,14.025311,-35.873161,0.000000,22.911558,1.877653,-84.135620,-6.564699,0.000000,2.131267,-20.231413,7.224506
